,0
13,"The Opportunity
Helix is a one of a kind health data platform that is enabling innovation that harnesses digital disruption in health research. This pioneering program provides a range of capabilities to the health research community which includes the development of technical solutions for capturing, transporting, storing and analysing health data to transform the healthcare industry. Working in close collaboration with many researchers within the Health sector and through the enabling of epidemiological and translational research, Helix is not only transforming health research but is also improving the well-being of our community.
We have an exciting opportunity for an experienced Database Analyst to join us on an exciting project where you will be responsible for the design, development and support of health database as well as a variety of analytical functions. You will work alongside a team of enthusiastic, high-performing researchers and other internal stakeholders in doing so.
Your key duties will include but not be limited to:
Undertake a variety of database development activities varying in complexity and scale
Research and develop innovative designs and testing for reporting and analysis of database data
Perform key data loads using integration tools, and work closely with stakeholders to ensure no data loss or data errors persist
Work closely with stakeholders ensuring database and reporting requirements are meeting users needs
Demonstrate effective communication skills in dealing with internal and external stakeholders
Keep abreast of new technologies and developments that could benefit the analyses of databases
To be successful in this position, you will have experience in a complex Database Analyst role where you have been responsible for the maintenance of large, complex databases. You will have demonstrable strong analytical experience with the ability to identify challenges and provide innovative solutions quickly. You will also have experience with developing Microsoft databases and have experience in reporting and integration services technologies. Strong time management and prioritisation skills will see you excel in this role with your ability to change your focus as required with changing priorities. Additionally, demonstrable experience working in an Agile environment is key in this position.
Please note, this role is primarily based in St Kilda Road, however you will be required to travel to other Helix sites as required.
If you are passionate about being a part of this exciting transformation, then apply now!
This role is a full-time position; however, flexible working arrangements may be negotiated.
At Monash University, we are committed to being a Child Safe organisation. Some positions at the University will require the incumbent to hold a valid Working with Children Check.
The successful applicant will need to possess a current valid Police Check.
For instructions on how to apply, please refer to “How to apply for Monash Jobs”.
To submit your application please click apply now through the Monash University careers website, applications will not be accepted via email.
Enquiries only
Dr Amr H Hassan, eResearch Delivery Leader, amr.hassan@monash.edu
Position Description
Database Analyst
Closing Date
Monday 30 May 2022, 11:55pm AEST


At Monash University, the health, safety and wellbeing of our staff, students and visitors remain our priority. In accordance with the Directions issued by Victoria’s Chief Health Officer, we require all staff, students and visitors to be fully vaccinated against COVID-19 or have an approved medical exemption from receiving a COVID-19 vaccine in order to attend our campuses and locations.
For the latest information on COVID-19 at Monash, please visit our website.
Supporting a diverse workforce"
14,"Job Details
Location
Sydney
Salary
Competitive
Job Type
Contract
Ref
JO-2205-557740
Contact
Sarah Jordan
Posted
6 days ago


3 Month Contract + 3 Month Extensions – University Sector
Armidale Location - Fully Remote Work
Data analysis across highly regulated data sets
The role
Our Client who is a Leading Educational Provider is looking for a Data Analyst who will be responsible for Data analysis and modelling against transactional and analytical systems.

Responsibilities

Data modelling and data analysis across highly regulated data sets using PL/SQL
Data analysis and modelling against transactional and analytical systems
Delivering and identifying data trends, data anomalities and patterns
Data modelling tools and the management of data modelling repositories and solutions.
You will have

Minimum 3 years of experience as a Data Analyst
Minimum 3 years of experience with PL/SQL skills
Understand of BI tools including Power BI, Tableau
Experience with preparing reports for non-technical program stakeholders
Excellent communication skills and stakeholder engagement
What’s in it for you

3 + 3 Month Contract
Fully Remote Work
Friendly and collaborative culture
Please apply today to secure an interview or call Sarah Jordan on 9236 7765."
15,"XY Sense is a PropTech company using IoT sensor data to create workplaces people love. Our privacy-preserving workplace sensors deliver real time insights and powerful analytics, helping companies around the world to future proof their workplace and create amazing employee experiences.

We’re growing fast and looking for a Data Scientist to help us deliver world-class workplaces to our global enterprise customers. If you’re looking for your next opportunity in a young, fast growing startup, we’d love to hear from you!

Key responsibilities
Lead our Data Analytics product offering. You'll be a leader in delivering XY Sense’s data domain across the engineering and analytics pipeline to meet customer data reporting requirements. This will involve partnering with customer success and our product team to translate customer needs into prioritised technical requirements and dashboard design.
Dashboard and Analytics Development. Development of fast and stable dashboards using Looker with regression models and prescriptive analytics to generate data that provides meaningful and actionable insights for customers in the domains of occupancy, space utilisation and occupant behaviours and activities.
Customer presentations and training of analytics. In partnership with Customer Success, enable customers to quickly feel comfortable and gain value from dashboards and data generated by XY Sense’s sensors. This will be done through direct customer training and responding to support requests, development of guides and training materials, and designing onboarding user flows.
Oversee data governance. As the responsible lead engineer for Data Analytics, build and maintain a data dictionary and data governance initiatives to support scale and stability of XY Sense’s data analytics offering.

Your background
Extensive experience in data analysis. You'll have deep experience developing models and using statistical analysis and business rules, to turn millions of data points into useful insights that solve business problems using SQL, and Python.
Proficiency with Looker. You know how to run queries, build dashboards and develop systems to support scale and stability using Looker whilst delivering first-class customer insights and dashboards.
Customer communications. You are comfortable at communicating technical concepts and calculations to business customers to support onboarding, troubleshooting and a high CSAT with data analytics offerings.
Experienced in Cloud Environments. You have worked in cloud environments (ideally AWS) and have comfort working directly in code-bases as it relates to data processing and data hosting management.
You are pragmatic and flexible and have an eye on the future. You pitch in and help your teammates and you’ll be resourceful when it comes to solving problems and flexing with a fast growth environment.
You share our keen eye for quality. You don't half-ass your work, instead what you ship you take pride in. You cut scope before cutting quality.
You are a good human. You are a clear and friendly communicator giving you the ability to articulate effort vs impact tradeoffs in senior strategy meetings and to be a trusted mentor to juniors.

Benefits
Competitive base salary plus equity. We want all employees to share in our growth, so there’s plenty of upside.
Direct, hands-on experience working with a sharp team of engineers.
A vibrant office culture. We host regular team breakfasts and social events, and like to eat lunch together when we can.
We also value coming together as a team and host monthly “onsites” at our office.
Our office is pet friendly! We’re often joined by Koji, our resident Labrador.
Flexible working hours and location. We’re big supporters of work-life balance, so you can work when and where it suits you.
We are an equal opportunity employer
We are committed to a policy of Equal Employment Opportunity and are determined to ensure that no applicant or employee receives less favourable treatment on the grounds of gender, age, disability, religion, belief, sexual orientation, marital status, or race, or is disadvantaged by conditions or requirements which cannot be shown to be justifiable.
W8LBtg6EZX"
16,"At EY, you’ll have the chance to build a career as unique as you are, with the global scale, support, inclusive culture and technology to become the best version of you. And we’re counting on your unique voice and perspective to help EY become even better, too. Join us and build an exceptional experience for yourself, and a better working world for all.

The opportunity

EY DnA is the data and advanced analytics capability within EY Asia-Pacific, with over 500 specialist employees working across multiple industry sectors. You will join our dynamic Engineering team developing cutting-edge applications. We are industry pioneers and we actively look for innovative ways to achieve great results, which do speak for themselves

To be successful in this role, you will have:
Data warehousing experience with emphasis on Information management domain
Data modelling experience
Linux/Unix skills
Prior working experience with AWS - any or all of EC2, S3, EBS, ELB, RDS, Dynamo DB, EMR
Solid SQL experience, authoring complex queries and DDL
Big data querying tools like Hive, Spark, Presto
Working knowledge of Data Pipelines tools like Apache Oozie, LUIGI or Airflow
Exposure to working in an Agile environment
Proven ability to troubleshoot and resolve production issues under a DevOps model
A track record of continuously identify opportunities to improve the performance and quality of your ecosystem
Experience monitoring performance and ensuring infrastructure is appropriately matched to support workload and SLAs
A broad knowledge of technical solutions, design patterns, and code for medium/complex applications deployed in clustered computing environment.

Ideally you will also have:
Good experience in programming languages like (Scala or Java or Python) in context of Big data technologies like Spark
Data Streaming
Experience working in environments with Docker, Kubernetes, Openshift
Exposure to security concepts and best practices
Knowledge of machine learning (E.g. Spark ML or R)
Experience with real-time integration (using Kafka, Spark streaming or other technologies)
Experience with Flink, Beam
Experience with various messaging systems, such as Kafka, RabbitMQ, Solace
A critical understanding of Lambda Architecture
Experience and knowledge of major Hadoop distribution such as Cloudera, MapR, Hortonworks HDP
Good experience with build tools like Maven, Gradle, Ant
Working knowledge of API-based integration for modern system

What we offer

A tech career @ EY means working with 40,000 fellow technologists who are creating cutting edge applications in blockchain, AI, cloud, analytics, robotics and cyber, harnessing tech to power the human enterprise and build a more equitable, sustainable world. We offer world class training and a free Tech MBA to all our people.

Globally at EY, we are committed to offer:

Continuous learning: You’ll develop the mindset and skills to navigate whatever comes next.
Success as defined by you: We’ll provide the tools and flexibility, so you can make a meaningful impact, your way.
Transformative leadership: We’ll give you the insights, coaching and confidence to be the leader the world needs.
Diverse and inclusive culture: You’ll be embraced for who you are and empowered to use your voice to help others find theirs.

The exceptional EY experience. It’s yours to build.

The preferred applicant will be subject to employment screening by EY or by their external third party provider. Regarding this role, the minimum salary is $90,000 including 10% superannuation.

EY | Building a better working world

EY exists to build a better working world, helping to create long-term value for clients, people and society and build trust in the capital markets.

Enabled by data and technology, diverse EY teams in over 150 countries provide trust through assurance and help clients grow, transform and operate.

Working across assurance, consulting, law, strategy, tax and transactions, EY teams ask better questions to find new answers for the complex issues facing our world today."
17,"Credit Risk Analyst
This position reports to the Manager Collections Strategy and then into the Senior Manager Collection Strategy, and specifically deals with lending products like credit card.
See yourself in the team:
Retail Banking Services (RBS) Retail Products Credit Risk develops and implements credit strategies for all Unsecured retail credit products including Credit Cards, Personal Loans and personal Overdrafts. These strategies span the entire consumer lifecycle from pre-marketing to customer management, including collection of overdue amounts. The team also provides advice and oversight to business teams managing Unsecured Lending.
In each week, your responsibilities will include:
Lending/retail products collections strategy
This will include building new collections strategies across the lifecycle of collections
Maintenance of existing and newly implemented strategies
Testing of newly implemented strategies
Knowledge of how to use collection models of predicting risk
Monthly BAU reporting
Stakeholder management with other teams across COO
We'd like to hear from people who:
Experience in credit risk analytical environment or equivalent
Experience Analytics or Data Science
Strong data manipulation and statistical analysis (e.g., SAS, SQL, Tableau, Python, R, Excel).
Strong knowledge of coding in SAS, Rm SQL or python
Prior experience in statistical modelling working with decision engines is preferred, but not necessary
Prior experience in internalising and conceptualising a problem to find core drivers, and solving through a hypothesis-led approach is essential
Experience in change management, influencing, workflow management, and managing to the highest degree of compliance and governance (including documentation) is essential
Persuasive communication skills are essential
Ability to work with large data sets, and understand interactions between relevant data is necessary for the role
If you're already part of the Commonwealth Bank Group (including Bankwest), you'll need to apply through Sidekick to submit a valid application. We’re keen to support you with the next step in your career.
We're aware of some accessibility issues on this site, particularly for screen reader users. We want to make finding your dream job as easy as possible, so if you require additional support please contact HR Direct on 1800 989 696.
Advertising End Date: 26/05/2022"
18,"The position
The Marketing Analyst role exists to provide the business with analytical insight into the supporter, their giving behaviour and other attitudinal data to drive continuous improvement within marketing campaigns and supplying clear, accurate and reliable data/insights.
Your role plays an integral part in the organisation, enabling us to support our mission of empowering Australians to create meaningful change for the world’s most vulnerable children and adults.
This is a contract role until February 2023.
You will:
Develop, maintain targeting strategies through data including the creation and delivery of targeting lists/files for campaigns using various channels (ie: DM, eDM, Flat File outputs) and to required timelines
Partake in targeting workshops and produce pre-campaign analysis to support strategic directions and make recommendations based on insights
Analyse in-flight campaign responses to enable quick optimisations (where needed) or test and learn strategies
Develop and utilise supporter segmentation within targeting strategies
Create and develop post campaign analytics decks to simplify the core learnings for continual improvement
Develop and maintain reporting dashboards to support campaign outcomes (maintain UTM tagging framework)
Develop and maintain reporting methodologies to effectively measure various marketing activities
Collaborate with other business functions to enhance understanding of data and its use, and ensuring a robust marketing/communications strategy
Who we’re looking for
We are looking for someone who has a curious mindset, can probe and ask questions, direct stakeholders and articulate insights back to the business.
You will have:
Proven experience in marketing (CRM) targeting campaign methodologies/strategies, customer/supporter segmentation.
Experience with stakeholder engagement and presenting your findings and recommendations
Exposure to test and learn (test/control groups) methodologies
Experience with Agile ways of working
Strong proven experience of using MS SQL to extract, analyse and create data for generating insights
Experience with data visualisation tools such as Power BI, Tableau, Qlik
Strong written communication skills demonstrated by the ability to produce sound written reports and technical documentation
Exposure to Marketing Automation Tech-Stack is advantageous
Tertiary qualifications in commerce, economics, marketing, business statistics, analytics or relevant discipline
Working for World Vision means you are making the world better
It’s not every day that a job comes along that lets you change the world. Working for World Vision means looking forward to turning up at work because you know you’re about to do something meaningful. It means working with 35,000 staff and 3.3 million supporters in 100 countries who will stop at nothing to help children live better lives. Join a team that is bold and courageous, and where job satisfaction goes beyond financial reward.
The selection process
For your information, the interviews will start immediately, and the role may be filled before the closing date.
We embrace diversity, employing people from a variety of cultural and religious backgrounds. We take our Safeguarding responsibilities seriously and we are committed to providing an environment that is safe for children. Our stringent recruitment procedures make sure the safest and most suitable people work with the children in our programs. All successful candidates will undergo a criminal record and Working with Children check prior to employment. We provide our staff and volunteers with ongoing supervision, support and training in their work with vulnerable children and their families. World Vision Australia participates in the Inter-Agency Scheme for the Disclosure of Safeguarding-related Misconduct in Recruitment Process within the Humanitarian and Development Sector.
Who we are
World Vision is a Christian organisation that empowers everyday Australians to create meaningful change for children through relief, development and advocacy work.
We offer great benefits such as salary packaging, flexible working arrangements, free on-site parking and an onsite café for our employees.
For more information on World Vision and the work we do, please visit our website: https://www.worldvision.com.au/about-us


Advertised: 30 Mar 2022 12:00 AM AUS Eastern Daylight Time"
19,"Location of work – Sydney
Job Type – Permanent
Experience – 4- 5 yrs
Job Description.:
Skilled software professional with 3+ years of work experience in Data Warehousing and Telecom Domain.
Familiar with Informatica Big Data Management (BDM), Hadoop and Cloudera environment.
Good knowledge of Big Data querying tools, such as Pig, Hive, and Impala
Experience with Big Data ML toolkits, such as Mahout, SparkML, or H2O
Big Data/Data Lake technologies like Spark, Hive, Scala, Impala, YARN, Hbase, Sqoop, HDFS, NiFi etc.
Manage HDFS and ensure that it is working optimally at all times
Skilled in Informatica PowerCenter Administrator tools and Developer tools and have experience with Informatica & Teradata
Good knowledge of creating Tableau dashboards over Oracle and Teradata processes.
Experience in implementing Data warehouse and database applications with Informatica, SSIS, Data stage ETL tools on Teradata, Oracle, DB2, and MSSQL RDBMS
Good knowledge in UNIX Shell scripting and using them to automate jobs, prepared several automations jobs specific to Admin activities in EDW platform
Extensive experience with database technologies (MySQL, MS SQL, Oracle)
Data analysis and incident management
Please note only shortlisted candidates will be contacted for the role.
you can submit your resume to hr@inkitsolutions.com.au as well
About INKIT Solutions
INK IT Solutions is a global IT consulting company, dedicated towards maximizing our client’s performance and help them achieve their vision. The company started in Australia in 2013 and now employs more than 150 people in 4 countries."
20,"WORKING WITH A GLOBAL LEADER IN SUPPLY CHAIN / LOGISTICS
BUILDING POWER BI APPLICATIONS
AUSTRALIA WIDE REMOTE ROLE

ABOUT THE COMPANY
Our client is an industry leading brand who dominate their place in the Global market. Currently looking to bring on an expert Senior Data Analyst working with Power BI.

DUTIES
As a Senior Data Analyst the core responsibilities of your role will cover:

Building Power BI applications
Using Power Apps and Power Automate Technologies
Delivering projects in a fast paced environment
SKILLS
You will come with strong experience working in a complex data driven environment, where managing and manipulating complex SQL data sets. You will be able to demonstrate:

Strong technical skills using SQL, manipulate and merge large volumes of data.
Expert in building Power BI applications
Very strong experience using PowerApps & Power Automate technologies
BENEFITS
This is an exciting opportunity to join an industry leading company while they continue to scale and grow with exciting new projects.

SALARY
Up to $1,000 pd

HOW TO APPLY
Please click on the 'Apply' button below or email your resume to shay@correlateresources.com"
21,"Posted
02-May-2022
Service line
Advisory Segment
Role type
Full-time
Areas of Interest
Data & Analytics
Location(s)
Adelaide - South Australia - Australia, Brisbane - Queensland - Australia, Melbourne - Victoria - Australia, Perth - Western Australia - Australia, Sydney - New South Wales - Australia
Newly created role due to growth and expansion in our Data Analytics team
Dynamic and fast-paced team with strong integration and collaboration with the business
Location: Australia | WFH | Flexible & remote working available

CBRE is the world's leading and largest commercial real estate services and investment firm; a growing and visionary organisation, comprised of the best and brightest professionals. We are invested in the development and unique needs of our diverse employees and strive to create an inclusive environment that allows our employee to bring their full selves to work.

Here's what you’ll achieve;

Operating in a diverse and progressive commercial environment, you’ll maintain data quality within technology systems, including assistance with data migration, cleansing and other data-related activities
Assist with development, maintenance and use of reports to extract relevant data from technology systems.
Contribute to and champion data governance tools, operations, policies, and projects, participating in cross-functional working groups to develop, implement, maintain, evolve and enhance data governance practices, components and change management activities associated
Build, develop and implement effective monitoring and training across a variety of data platforms to ensure data quality and compliance
Develop and maintain inventory of the enterprise information maps, including main LOB systems of record and associated owners
Partner with staff within CBRE and IT to develop data quality standards and maintain policies, standards and procedures to guide the usage of data across CBRE and provide oversight and support for 3rd party data sharing requests.

About you:

Guidance of 3-5 years of experience and strong knowledge of data management and governance concepts including policies, standards and procedures
Bachelor’s degree in Computer Science, Data / Information Management, or relevant discipline
Excellent interpersonal and communication skills, ability to influence at different levels of the organisation and promote cross functional collaboration
Strong understanding of data governance best practices
Effective analytical skills to examine data management environments and make recommendations on improvements
Working knowledge of legal and regulatory concepts relevant to the data space for the commercial real estate sector within the Pacific region is preferred.

What’s in it for you?

People are the foundation upon which our success is built. Our company is diverse and so are the opportunities for professional and career development. Our people are free to expand their skills and knowledge to drive their careers and reach their full potential.

We value flexibility and our people work in ways that meet their work/life commitments and support their wellbeing, development and performance. Our people benefit from a range of educational, financial, lifestyle, health and wellbeing benefits and programs, corporate partnerships and discounts, CBRE Cares Foundation, competitive leave offerings and paid volunteer days.

Can we inspire you to join us?

At CBRE, our unwavering commitment to diversity, equity & inclusion begins with you. We are strengthening our inclusive culture, so everyone feels safe, valued, & heard. Because when you belong, we all succeed.

We look forward to hearing from you."
22,"Join our Commodities Global Markets business in this unique role as an enthusiastic and innovative Analyst, looking to gain experience in data analysis and project co-ordination. You'll need to be confident with data and possess an eye for detail as well as take an innovative and strategic approach to your work.
You'll be analysing business data, diagnosing pain points and creating solutions. You will work closely with Technology, Finance and Businesses stakeholders to determine requirements, assisting with implementation and testing changes.
This is a unique opportunity to develop and build a network across multiple teams in Macquarie and will suit you if you are a self-starter who can manage a range of competing priorities and projects, with the ability to adapt to change in a dynamic environment.
The Commodities Global Markets Data team ensures that the team are maintaining data appropriately with regards to completeness, quality and timeliness, as well as ensuring that Commodities Global Markets data is compliant with global regulations and internal policies. Your responsibilities will include:
ensuring that data produced is complete, accurate, valid and relevant using system validation and exception / control reports and consistent with regulation and internal policies
stakeholder communication and managing issues to resolution
analysing data to identify issues, designing resolutions and writing requirements, and co-ordinating implementation of system and process changes
completion of periodic reporting tasks, requiring interpretation of financial markets data
reviewing current control framework to develop and implement robust controls
working with a variety of teams to implement solutions to assure consistent data quality for all consumers of our data
liaising with analysts and businesses to ensure that data is represented appropriately, including for complex derivatives.
To be considered, you will:
hold tertiary qualifications with a high level of academic achievement; PC literacy, particularly in Excel will be assumed
possess a minimum of 1-2 years financial services or financial markets experience
Understand of have knowledge financial products
highly numerate with an ability to interrogate, interpret and draw conclusions from multiple data sources, and have an aptitude for identifying issues and determining solutions
have a level of confidence to convey complex and technical requirements to both peer and senior colleagues
consider yourself a strategic thinker who enjoys problem solving.
If you are looking to grow your career within data and projects, please apply online today by submitting a covering letter and concise resume. Please note that applications without the supporting cover letter will not be progressed.


Job no: CGM-962739
Work type: Permanent - Full time
Location: Sydney
Category: Junior, Data & Analytics
Group: Commodities and Global Markets
Division: Central
Recruiter: Verity Morison
Opening Date: 27/1/2022"
23,"At Allianz, we care for all the things that make you, you. For feeling like you belong. For a place where learning never stops. For growing new skills and opening up exciting possibilities. For your curiosity to thrive and help transform an industry. And when life twists, there's flex for balance and the support you need. So, come and share your ideas, give back and feel proud to be part of a company doing work that matters across climate change and mental health. Let's care for everyone's tomorrow so we can create a better future together.
Looking for a role that allows you to take deep ownership of your work?
Due to an internal move we have a rare opportunity to join our Financial Assurance team. Reporting into Manager, Financial Assurance the primary purpose of this role is to assist in the completion of financial reviews of intermediary remuneration agreements, and other strategic arrangements and business cases.

You'll be responsible for:

Assisting in the development and implementation of a valuation and review framework to assess the financial viability of proposed intermediary remuneration agreements, and other strategic arrangements and business cases.
Working collaboratively with other departments to understand value drivers and to gain a strategic view of the proposed arrangements whilst also challenging these assumptions to ensure a robust valuation is presented.
Assiting in preparing reports to present to senior management
Assessing the impact of any risk indicators or issues as well as internal and external audit findings on financial reporting
Working with the wider Finance team, 1st and 2nd line Risk and the business to assist in identifying key financial reporting risks and mapping these to key processes and controls. Escalating any gaps and future areas of risk to relevant stakeholders.
Important to your success:

Experience in an analyst, audit or risk and compliance role, for a complex, organisation.
Demonstrated technical understanding of design and operating effectiveness of controls.
Proven analytical and critical thinking capability to interpret a range of data, identify patterns, trends and links that inform judgements and solutions.
Ability to interpret and analyse complex information, extract meaningful insights and evaluate options for decision making.
Ability to plan and prioritise effectively organise tasks and manage competing resources and demands
Excellent verbal and written communication skills, capable of communicating with audiences at all levels with clarity, impact and influence.
What's on offer?


What matters to you, matters to us too. Feel supported to have open, honest conversations about the flex you need so that you're able to take care of your personal wellbeing and deliver your best work.
You'll be given the opportunity to make a meaningful impact on how we do things
Learn through being supported and encouraged to take on new challenges that will help you to develop new skills
Feel supported to give something a go - try different things, take on new responsibilities and explore opportunities
Want to fast-track your career? We'll help you to find the right projects, opportunities and training to develop the capabilities you need to go further, faster
Walk straight into stable, high-trust client relationships that will enable you to confidently deliver meaningful outcomes to your clients from day one
About us
Allianz is one of the most trusted insurance and asset management companies in the world. Caring for our employees, their ambitions, dreams and challenges, is what makes us a unique employer. Together we can build an environment where everyone feels empowered and has the confidence to explore, to grow and to shape a better future for our customers and the world around us.
Allianz is committed to enabling a culture where inclusion is embedded, everyone belongs and new ideas are embraced. We welcome and value talent from all backgrounds, experiences and ways of working Please advise us if you require any reasonable adjustments to fully participate in the recruitment process or perform the requirements of the role.
Let's care for tomorrow. For a career with plenty of room to grow. Care to join us? www.allianz.com.au/careers
We are a 2022 Circle Back Initiative Employer – we commit to respond to every applicant.
#LIAllianz-AU"
24,"Work Type : Full Time
Location : QLD
Permanent opportunity with great career prospects
Develop skills working closely with an established analytics team
Toowong location, Brisbane Inner City
About us
At Auto & General (A&G), we provide smarter products and solutions to safeguard our customers in their time of need. Our range of general insurance products protect customers on the road, at home and on holiday with various Car, Motorcycle, Home, Contents, and Pet Insurance products as well as Roadside Assistance.

Our culture of ‘high performance with high integrity’ underpins our values and the way we interact with our customers, the community and each other. We’re excited about the future and we’re always on the lookout for talented, passionate individuals who can help us achieve our goal of being Australia’s best insurer! If this sounds like you, apply today.

Visit our website to find out more.

The Role:

We are seeking a Senior Portfolio Insights Analyst to join our high performing Pricing Team. The purpose of this role will be to assist the Portfolio Monitoring Manager to enhance the monitoring capabilities and produce analytical insights. This position will be well suited to someone who likes a fast-paced environment with opportunities to work in a wide range of areas.

Accountabilities:
Building monitoring dashboards to enable early detection of emerging issues and to provide visibility on business performance;
Building machine learning capabilities such as anomaly detection models into the monitoring suite;
Maintaining, migrating and enhancing the reporting suite aimed at supporting Senior Management to effectively manage the relevant insurance portfolios;
Identifying, reporting and analysing trends in the Domestic insurance portfolios, including e.g. volume, premium and profitability related indicators;
Performing analytical investigations to generate actionable insights for Senior Management to make informed decisions;
Working closely with the product owners and the wider business to develop effective measures to address emerging trends;
Analysing and segmenting transactional data from the proprietary underwriting system(s) and policy database;
Supporting the business with their quantitative analysis needs, e.g. review of underwriting question sets and processes;
Driving continuous improvement of data quality, presentation, and insight generation, including embedding relevant metrics in regular reporting;
Monitoring and reporting on the progress of pricing and product changes;
Performing other relevant activities as requested from time to time to meet operational requirements.



Qualifications, Experience and Skills
Bachelor’s degree in Mathematics, Economics, Data Science, Actuarial Science, Information Management or Statistics or related field;
A superior problem-solving ability with excellent attention to detail and accuracy;
Ability to communicate effectively across all levels of the organisation;
Proven experience in data analysis, including ability to:
Work with large data from various sources through various platforms;
Access and manipulate data quickly and efficiently;
Work with both structured and unstructured datasets.
Previous experience within General Insurance is highly advantageous;
Working knowledge and understanding of short-tail insurance product(s), underwriting and rating methods – including drivers and levers of profitable growth;
Intermediate to Advanced SAS and/or SQL;
Intermediate to Advanced PowerBI, Excel, R and/or Python and, more generally, of the broader MS Office suite;
Prior experience on Google Cloud Platform and IBM Cognos TM1 is advantageous although not essential;
A “can do”, team focused attitude with the ability to work autonomously while maintaining focus.



Our perks
Location – Our office is conveniently based in Toowong Village shopping centre - a city fringe location with access to retail, restaurants, various parking options and public transport.
Extra leave - Enjoy additional leave days on us! You’ll receive a paid ‘ME’ day and one paid volunteer leave day annually. Team members can also purchase up to two additional weeks of leave per year.
Paid parental leave - We support our new parents with paid parental leave and other benefits.
Workplace giving - If you’re passionate about a cause, then we are too – we offer workplace giving and we’ll dollar match your donations to registered charities.
Development opportunities - We’re championing your development with internal programs and access to a wide range of online courses.
Employee discounts - You’ll receive discounts on Budget Direct insurance products.
Reward and recognition - We reward high performance with employee recognition, reward and incentive schemes.
Onsite facilities - There’s excellent end-of-trip facilities on offer and private spaces for nursing mothers.
Get social - Join our vibrant social and community activities including annual celebrations, family fun days and regular events across each of our sites



Auto & General welcome and value diversity in the workplace

*A note from Auto & General to recruitment agencies: We politely ask that you avoid making any approaches or sending any unsolicited resumes to our Recruitment Team or Hiring Leaders across our business. Auto & General is not responsible for any fees related to unsolicited resumes."
25,"Join our Commodities Global Markets business in this unique role as an enthusiastic and innovative Analyst, looking to gain experience in data analysis and project co-ordination. You'll need to be confident with data and possess an eye for detail as well as take an innovative and strategic approach to your work.
You'll be analysing business data, diagnosing pain points and creating solutions. You will work closely with Technology, Finance and Businesses stakeholders to determine requirements, assisting with implementation and testing changes.
This is a unique opportunity to develop and build a network across multiple teams in Macquarie and will suit you if you are a self-starter who can manage a range of competing priorities and projects, with the ability to adapt to change in a dynamic environment.
The Commodities Global Markets Data team ensures that the team are maintaining data appropriately with regards to completeness, quality and timeliness, as well as ensuring that Commodities Global Markets data is compliant with global regulations and internal policies. Your responsibilities will include:
ensuring that data produced is complete, accurate, valid and relevant using system validation and exception / control reports and consistent with regulation and internal policies
stakeholder communication and managing issues to resolution
analysing data to identify issues, designing resolutions and writing requirements, and co-ordinating implementation of system and process changes
completion of periodic reporting tasks, requiring interpretation of financial markets data
reviewing current control framework to develop and implement robust controls
working with a variety of teams to implement solutions to assure consistent data quality for all consumers of our data
liaising with analysts and businesses to ensure that data is represented appropriately, including for complex derivatives.
To be considered, you will:
hold tertiary qualifications with a high level of academic achievement; PC literacy, particularly in Excel will be assumed
possess a minimum of 1-2 years financial services or financial markets experience
Understand of have knowledge financial products
highly numerate with an ability to interrogate, interpret and draw conclusions from multiple data sources, and have an aptitude for identifying issues and determining solutions
have a level of confidence to convey complex and technical requirements to both peer and senior colleagues
consider yourself a strategic thinker who enjoys problem solving.
If you are looking to grow your career within data and projects, please apply online today by submitting a covering letter and concise resume. Please note that applications without the supporting cover letter will not be progressed.


Job no: CGM-962739
Work type: Permanent - Full time
Location: Sydney
Category: Junior, Data & Analytics
Group: Commodities and Global Markets
Division: Central
Recruiter: Verity Morison
Opening Date: 27/1/2022"
