,0
14,"This is an opportunity for a Manager, Risk Data, Data Governance, to work with a wide range of stakeholders across Macquarie's support businesses to help our Risk Management Group continue to meet its Enterprise Data Management obligations to improve the confidence in the quality of the data.
As a Manager you will be responsible for leading and assessing enterprise critical data usages to capture Critical Data Elements, these will include understanding and documenting end-to-end data flows and system processes and identifying potential data risks and issues and assessing them against their mitigating controls. You will also be responsible for recognising opportunities for enhancements of processes and controls.


A typical day in this role will include
Managing key initiatives in meeting Enterprise Data Management framework implementation
Critical Data Element identification (perform criticality assessment) and approval facilitation.
Business metadata definition and assessment through stakeholder workshops.
Data lineage mapping.
Data Risk and Control identification and assessment.
End-to-End review of implementation and findings.
Data governance advisory (e.g., best practice, data policy compliance).
Identification of data gaps and recommendations for strategic remediation.
Data Governance business overview sessions (e.g., Enterprise Data Management Framework, Principles, Procedure, Metrics and Tools).
Coaching and mentoring members of the Data Governance Team.


What you’ll need to succeed


To be successful in this role you will be an experienced business analyst, ideally relating to Data Governance and possess strong project management and stakeholder engagement skills. Ideally you will have exposure to the financial services industry and have experience with Enterprise Data Management tooling, e.g., Collibra.
Strong business analysis analysis skills with attention to detail.
Strong communication and influencing skills. The ability to build rapport at all levels across the organisation.
The ability to work autonomously, manage stakeholders, and deliver on multiple streams of work simultaneously.
Previous experience in data governance or data management.
Good project management and stakeholder engagement skills.
Relevant business, quantitative or IT related degree qualification.
Enterprise Data Management tooling, e.g., Collibra, Data Profiling and Data Quality solutions, e.g., Informatica IDQ (nice to have)
Experience in Agile delivery (nice to have).
Previous financial services industry experience (nice to have).


If you are interested in this exciting new opportunity, please apply directly via the links provided


About the Risk Management Group
The Risk Management Group (RMG) is an independent, centralised unit responsible for ensuring all risk across Macquarie are appropriately assessed and managed. Its divisions include Behavioural Risk, Compliance, Credit, Financial Crime Risk, Internal Audit, Market Risk, Operational Risk, Regulatory Affairs and Aggregate Risk, and RMG Enterprise Support.
Our commitment to Diversity, Equity and Inclusion
The diversity of our people is one of our greatest strengths. An inclusive and equitable environment enables us to deliver innovative and sustainable outcomes for our people, clients, shareholders and communities. From day one, you'll be encouraged to be yourself and supported to perform at your best. If our purpose of ‘empowering people to innovate and invest for a better future’ is as inspiring to you as it is to us, please apply. With the right technology, support and resources, our people can work in a range of flexible ways.
We are committed to providing a working environment that embraces and values diversity, equity and inclusion. We encourage candidates to speak with a member of our recruitment team if you require adjustments to our recruitment process to support you, and the type of working arrangements that would help you thrive.


About Macquarie
A career at Macquarie means you’ll have the opportunity to develop and utilise new skills, explore interesting fields and do challenging work that will impact the lives of people around the world—whether it’s accelerating the green energy transition, helping sustain global food supplies, financing social housing projects or investing in essential infrastructure. At Macquarie, we’re empowering people to innovate and invest for a better future.
Our size and international presence means your work can take you anywhere—across business groups, disciplines, sectors and borders. With 17,000+ employees and offices in 33 markets around the world, we’re a truly global organisation.
You’ll be supported by a diverse team where the unique perspectives, ideas and experiences that all of our people bring are valued. You’ll be empowered to address unmet needs in our communities whilst advising and investing alongside our clients and partners. Working with us, you’ll have the opportunity to make a difference.
Macquarie is a global financial group providing clients with asset management, retail and business banking, wealth management, leasing and asset financing, market access, commodity trading, renewables development, specialist advisory, capital raising and principal investment.


Job no: RMG-964188
Work type: Permanent - Full time
Location: Sydney
Category: Mid-level, Data & Analytics
Group: Risk Management Group
Division: RMG Enterprise Support
Recruiter: Verity Morison
Opening Date: 31/3/2022"
15,"Cyber security is one of the fastest growing priorities across industries, with over half of developers expecting it to become even more important over the next 12-18 months.

Here at Secure Code Warrior (SCW), we’re focused on transforming security and compliance from a check-box on the roadmap to an always-on mindset across the DevOps cycle. Our approach focuses on upskilling developers through gamification of learning and integrating with their preferred tool sets, such as GitLab and Atlassian. With SCW, companies are able to differentiate from their competition, and ship code faster and more securely than ever.

Founded in 2015 out of Australia, we are a truly global remote-first company with employees all across the globe including Australia, America, Belgium, England, Iceland and more. Plus, an exciting list of global brands that we’re proud to include as our customers, such as JP Morgan Chase & Co, Zoom, and Atlassian.

After raising Series B in 2019, from firms such as Goldman Sachs and Cisco Investments, we’re excited to be in the next phase of our growth, focusing on scaling the business to bring secure coding education and developer tools to the world!

Top Employee Benefits:
Global Flexible Work Schedule
Unlimited Paid Time Off (really, we mean it!)
Equity/Share Options
Remote/ Optional Hybrid (Office space available in some locations)
12 Weeks Gender Neutral Parental Leave

US Employees:
Fully Paid Health, Vision, and Dental for Employees and Dependants
401k w/ Match

As the Insights Analyst, you will be responsible for go-to-market team efficiency including marketing, sales and customer success by creating business performance reporting. conducting detailed business analysis, outlining problems, opportunities, solutions for the business.

This position requires a high-energy, multi-tasking operations professional who can work in a fast-paced start-up environment. You will be reporting to the Senior Operations Analyst based in our Sydney HQ and part of our Revenue Operations function.
Key Responsibilities:
Supporting sales forecasting, planning, and budgeting processes used within the sales organisation
Build, maintain & automate weekly/monthly/quarterly reporting
Contribute to the creation of quarterly board report
Interface with marketing, sales and customer success to provide reporting and insights on business performance to enable performance improvements to take place
Interface with Finance to ensure the accuracy of all revenue reporting and interlock on key metrics and results
Regular analysis of the data within CRM and provide actionable insight for senior management.
Skills required:
At least 3 years experience in Data / Insights or Reporting Analytics
Competent with spreadsheets and Operational systems
Great verbal and written communication capability
Ability to positively influence across the business, understanding that every team has many focuses
Excellent organisation skills and time management
Proven analytical capability
Experience in working with Salesforce
You're joining us at an exciting stage in our journey, and are key to our future success. You’ll have the opportunity to create impact, deliver on your ideas, and use your spark; experience and expertise to help us live long and prosper.

Warriors have full flexibility. We appreciate that you’ll do your best work when you’re rested and energized. With our business operating globally, there’s no 9-5 grind at Secure Code Warrior. You’re encouraged to work the days, times and in the way that suits your best. We also offer generous leave and work from home options so you can make work work for you.

We’re a tight-knit team that values humility, diversity, giving back to the community and to each other. Giving back is key to being a Warrior, and we do what we can to make the world a little bit brighter as we work to make it more secure.

Diversity. Inclusion. They’re more than just words for us. They’re the hard-and-fast principles guiding how we build our teams, cultivate leaders and create a company where every single person feels safe and celebrated. We have a global, multicultural following—we want to reflect that inside our walls and ensure people come as they are, we like it that way!"
16,"Leeds / UK Remote


Sandstone is now one of Australia’s leading FinTechs delivering innovate software solutions to over 40 financial institutions on a global scale, via offices in Australia, UK, Asia.

From digital banking and digital onboarding to origination and AI-based data analysis, with cloud-based or on-premise deployment, we create flexible, robust, end-to-end solutions using a multi-channel approach that gets our clients to market faster.


The Role
You will be part of a Product team scoping requirements for our lending product. As part of your new role, you will work closely with stakeholders to influence, analyse and document business requirements. You will lead workshops, conduct gap analysis, help with test plans, and manage service introduction and change throughout the project lifecycle.


The Location
The team is currently working remotely, in future can be either office-based or entirely remote working from home. If office-based, we employ a hybrid model with a high degree of flexibility. If entirely remote you will be expected to visit our Leeds office periodically when required depending on project needs.


About You
Ideally a Business Analyst experience within the banking, finance or fintech industries
Good communication skills- working on writing functional designs/specifications and requirements for both internal and external audiences
Ability to lead and facilitate customer project meetings, workshops and discussions with customers
Ability to manage culture change related to improving business practices


About us
At Sandstone, our people are our number one asset and we believe in providing opportunities for our people to develop and grow their careers through our training and development programs, mentoring and on the job coaching. Our employees enjoy a healthy work-life balance with a number of social activities planned throughout the year, (socially distanced these days!) to relax and celebrate successes!

We offer all employees
Challenging high-profile projects delivered into complex environments
Opportunity to work with a talented, market-leading team
Competitive remuneration package and benefits
Covid19: the team is currently working predominantly remotely however, there is an expectation that the team will operate via a mix of office working and home working. You must, therefore, be able to travel to Leeds when required


If you like the sound of this challenge and you are interested in working with us, apply now with your up to date resume!"
17,"Classification: Academic Level D or E
Salary package: $149,002 - $194,637 per annum plus 17% superannuation
Term: Full Time, Fixed Term (2 Years)
Part Time may be considered
Opportunity to build and lead a team creating new approaches to the use and analysis of health data
Work on enabling cutting-edge and world-leading research
Access optional salary sacrifice on a range of options, including on-campus childcare
Work on the beautiful ANU campus, within walking distance of the CBD
Position overview
The successful applicant will lead, and help to establish, the ANU’s Health Data Analytics Platform. The Platform is a new initiative aligned to the College of Health and Medicine’s 10-year Strategic Plan (known as TRANSFORM). This position will be the inaugural Head of the Platform. The Platform will build the College’s capability to partner with governments and other entities to realise the potential of large-scale linked data. It will deploy a networked business methodology that leverages College skills and expertise in epidemiology, biostatistics, economics, health services research and complementary ANU engineering and social science disciplines to progress strategic projects of importance to government and relevant to research.
The Platform Head will work with senior ANU academic and professional staff to establish the Platform, which in time will appoint early career academics, analysts, research assistants and support staff. The team will work together to support academic leads to deliver on agreed government and other partner projects that utilise large-scale linked health data.
The Head will be intimately engaged in the planning and establishment of the Platform and will facilitate cross-disciplinary collaboration to address project funder expectations, ensure the effectiveness of the networked business methodology, serve as a key contact for partners and clients and conduct innovative research using large-scale linked health data.
To be successful in the position, the ideal candidate will have strong track record of health research, particularly with a strong data focus, and an entrepreneurial outlook. They will need an excellent understanding of population health and Australian health systems. The successful applicant must be willing to take a team approach to their work and be able to demonstrate that they can work collaboratively with a range of stakeholders in university, government and non-government organisations.


ANU values diversity and inclusion and believes employment opportunities must not be limited by socio-economic background, race, religion or gender.
Application information
In order to apply for this role please make sure that you upload the following documents:
A statement addressing the selection criteria.
A current curriculum vitae (CV) which includes the names and contact details of at least three referees (preferably including a current or previous supervisor). If your CV does not include referees, you can complete these online when prompted in the application form.
Other documents, if required.
Applications which do not address the selection criteria may not be considered for the position.
Please note: The successful candidate will be required to undergo a background check during the recruitment process. An offer of employment is conditional on satisfactory results."
18,"Business Analyst - Operations Information
Permanent Role
Sydney Based
How will I help?
The Business Analyst-Operations Information role sits within the Operations I & A’s BI team assisting Group Operations enhance their decision making through innovative analytics and business intelligence products. Success in this role will require strong attention to detail, being both courageous in thought and uncompromising about delivering value to both our business customers and Data Platforms.
The Business Analyst will be adept at navigating business environments, drawing on strategic themes and comfortable demonstrating new concepts to colleagues and customer groups of all levels.
What you will do
Be customer and solution focused, role modelling Our Service Promise. You are our Data Platforms Brand Ambassador, it is expected you will be genuine, transparent and, most of all, authentic.
Understand the challenges that the operational business team face in their day-to-day work, and partner with them to design insightful solutions.
Work with various capability groups across the Data Platforms and Group Operations business to drive the successful delivery of insights and/or implementation of business intelligence and analytics projects.
Engage with business, systems, risk and compliance streams with a shared goal of enabling operational decisions or capability.
Be a key support to the Manager, Business Intelligence, Operations I&A, and the wider Operations I&A team.
Take responsibility for functions owned by the BI team and act as mentor to MI Specialists
Demonstrate leadership qualities in team meetings and other team activities
Lead projects and other large initiatives with minimal supervision
What’s in it for me?
Joining Westpac has many benefits besides building a long and stable career. You’ll be able to purchase leave to facilitate your dreams or obligations and you’ll be encouraged to participate in the community through paid volunteer leave and secondments. You’ll also be entitled to a suite of online learning, training modules and career planning tools to grow with us.
What do I need?
Strong stakeholder engagement, relationship management and customer focus
Excellent written and oral communication skills with an ability to tell stories about data.
Demonstrated experience in presenting data & insights to stakeholders, influencing and promoting adoption of opportunities.
Experience in SQL data warehousing (SSRS, SSIS, SSMS)
Development of interactive data visualisations
Strong business acumen with the ability to deliver results as part of a team.
Thorough understanding of operational business intelligence concepts
General banking industry and financial concepts knowledge (Preferred)
Demonstrated ability to define technical details and document business requirements and analytical methods.
Demonstrated analytical and problem-solving skills.
Exceptional Microsoft Excel skills
Understanding of Microsoft Access databases is preferred but not essential
What is it like to work in Westpac?
We aim to provide one big, supportive team to help us reach our vision to become one of the world’s great service companies. Working with us you'll discover new ways of working, and an exciting range of roles to showcase your skills. As an equal opportunity employer, we’re proud to have created a culture where people can be their best, in an environment that values diversity and flexibility. And one where everyone belongs.
How do I Apply?
Start here. Just click on the APPLY button.
As part of our commitment to creating a diverse and inclusive workplace, this role is open to experienced candidates seeking a discussion around workplace flexibility. We invite candidates of all ages, people with a disability and Indigenous Australians to apply. The health and wellbeing of our employees is our top priority. We’ve developed clear standards to ensure our people are confident, safe and healthy whether they’re working from a Westpac Group site or working from home. These are based on expert medical advice and Safe Work Australia guidelines.
The Westpac Group has implemented an Entry to Workplace Policy that requires employees and others entering our workplaces to be fully vaccinated against COVID-19 by relevant dates set out in the policy (subject to applicable medical exemptions). Our employees are required to comply with the policy regardless of whether they are in customer-facing or non-customer-facing roles (as employees in non-customer-facing roles are required to attend the workplace under our Hybrid Working Strategy). Further, the Westpac Group is required to comply with State/Territory issued public health orders/directions which require relevant workers to be vaccinated against COVID-19 to enter workplaces.
By applying for this role, you acknowledge that you are aware of our Entry to Workplace Policy, and if you secure employment with us, you will be required to comply with the policy."
19,"Arq Group changes the way businesses do business. From award winning mobile apps, cloud and analytical insights, to design thinking and digital marketing. We define, design and create products and solutions that solve problems, big and small. Arq Group are Australia’s leading experts in Digital Solutions.
We create technology. We partner with our clients to solve problems others can't. We do this by hiring the best people out there!

We are currently seeking a Senior Data Analyst - you will provide leadership within the business through your demonstrated, hands on expertise within:

Data Analysis – as a data analyst you will be define or understand requirements for a data project/solution and perform data analysis to translate those requirements in data specifications
The 'Must Have' skills:
Data and Business analysis skills – you will be skilled in understanding requirements from business stakeholders for data projects
SQL skills
Leadership – in the form of leading a stream of work, or playing a formal or informal scrum master or project manager role
Stakeholder management – you will have strong experience in working with stakeholders and being the point of contact for them on pieces of work
The 'Nice to Have' experience.
1+ years of experience in using Data Governance frameworks like DAMA and DMBOK
Experience in leading projects or units of work
Experience in data profiling, data quality or data wrangling software such as Alteryx
Experience in Data Management or Data Catalog tools like Alation, Collibra, Talend Data Catalog or similar tools
Experience on cloud platforms - AWS, Azure and Google Cloud Platform.
Ability to use and query a Data Lake environment
Data modelling skills (e.g. Kimball, Data Vault)
Arq Group is the dynamic space for smart thinkers. We create unforgettable experiences, solve complex challenges, and provide seamless, end-to-end solutions for businesses, big and small…. from design thinking to customer solutions, leading mobile, cloud and analytical insights, digital marketing, to web design. We are Australia’s leading digital partner, powering the growth of businesses, big and small.
At Arq you’ll find a true work-life balance. You’ll be part of a sincere team that’s all about diversity, equality, teamwork and mutual support. Sound like the place for you? Then tell us why you’re the one for us."
20,"At EY, you’ll have the chance to build a career as unique as you are, with the global scale, support, inclusive culture and technology to become the best version of you. And we’re counting on your unique voice and perspective to help EY become even better, too. Join us and build an exceptional experience for yourself, and a better working world for all.

At EY, you’ll have the chance to build a career as unique as you are, with the global scale, support, inclusive culture and technology to become the best version of you. And we’re counting on your unique voice and perspective to help EY become even better, too. Join us and build an exceptional experience for yourself, and a better working world for all.


The opportunity
We are looking for a Technical Business Analyst within the Core Consulting, Digital and Emerging Technolgies team.

Your key responsibilities
Demonstrating capability to determine and analyse business requirements then translating them into specifications for technology deliverables.
Ability to work with multiple stakeholders such as business users, Quality Assurance teams, project manager and technical team.
Ability to accurately document business processes and map them to the end state.
Demonstrating knowledge of and experience with business processes, process re-engineering, Agile ways of working and systems development lifecycle.
Act as a critical contributor on project teams of clients and EY consultants, and possibly third parties.
Continuously developing your skills to remain current in the market.
Being a reliable go-to person and working with EY’s key stakeholders to consult to clients about what is happening in the market and helping to solve the issues relevant to them


Skills and attributes for success
3 - 9 years work experience as a Technical Business Analyst
Experience in data and integration projects
Ability to effectively work across all phases of the project lifecycle.
Experience in performing analysis, consulting, and providing recommendations to clients.
Good knowledge of relevant technology concepts (e.g. cloud, databases, Business Intelligence, software development, integration and customer experience platforms.
Strong communication skills, including prioritising, problem-solving and interpersonal relationship building

Ideally, you’ll also have
Strong people and project delivery experience, including working in teams
Excellent communication skills, both oral and written

EY | Building a better working world

EY exists to build a better working world, helping to create long-term value for clients, people and society and build trust in the capital markets.

Enabled by data and technology, diverse EY teams in over 150 countries provide trust through assurance and help clients grow, transform and operate.

Working across assurance, consulting, law, strategy, tax and transactions, EY teams ask better questions to find new answers for the complex issues facing our world today."
21,"About the role:
An extended description of the role is included in the attached Role Statement which should be read in parallel with the Position Description. You are encouraged to ring the contact person for an informal chat about the role.
Family Violence Command was established to lead Victoria Police with a coordinated, streamlined response to this high-profile, critical topic. The Command is responsible for the delivery of high-level projects that will enable Victoria Police to improve police responses to three key themes: sexual offences, child abuse and family violence.
The Intelligence and Data Insights (IDI) team collates, coordinates, and produces strategic intelligence and organisational support products. The team works closely with internal and external stakeholders to identify key intelligence gaps, intervention, and prevention opportunities to best support our front line and organisational and response activities. IDI is a team of 4; three existing intelligence analysts and the newly created Data Analysis and Lineage role advertised here. The role was created to enhance the command's position in being data and evidence led and enhance the data analysis and lineage capabilities. The role reports directly to the Manager and has no direct reports itself.
Victoria Police is a contemporary and agile workplace and supports flexible working arrangements.

Your duties will include:

Understanding the organisational and operational environment enough to be able to contextualise the data and offer pragmatic solutions
Build expertise across multiple data systems both in understanding how they are used by the front end user, as well as the data created and how it can be utilised
Create documentation relating to the data that assists with business continuity and also builds a knowledge repository for data relating to our three key themes
Analyse data both for trends and for quality, and report on findings with confidence
Support overall command goals and business requirements by being flexible in taking on duties that extend beyond data analytics when required
Engage with colleagues and stakeholders with customer service as a focus, and enhance the general data literacy levels in the workplace
As the successful applicant, you will have:

Experience and understanding of data governance, quality, manipulation, and interpretation
Be comfortable with using Excel for data manipulation, cleansing and presentation
Experience with SQL will help in adapting to SAS Enterprise Guide, however transferrable skills from any programming language will be beneficial
Curiosity and passion: The driving force behind new discoveries, curiosity is essential in our approach to data. You will demonstrate a curious and inquisitive approach in following any piece of information in the data that could lead to answering big questions, digging deeper into issues and pulling at the thread, and overall, enjoy tracking the flow of data end to end. Enjoyment and passion toward enhancing data culture is key.
Requirements and relevant information:

One (1) x full-time, ongoing position available.
This position is located at Victoria Police Centre, 311 Spencer Street, Docklands.
Applicants must be an Australian Citizen, Permanent Resident or hold a valid work permit or visa.
The successful candidate will be required to undergo pre-employment checks which may include fingerprint checks and misconduct screening.
In accordance with the Acting Chief Health Officer's Direction – COVID-19 Mandatory Vaccination (Workers) Directions, you are required to be fully vaccinated (this includes a booster vaccination) and your employment with Victoria Police is subject to proof of vaccination.
Your application must include:

Resume (no more than three pages)
Completed application form – the word document (2. Application form) for you to complete and attach to your submission, is attached to the job advertisement. The application form must not exceed 5 pages.
Applications close midnight, 29 May 2022.
Please Note: All applications will need to be submitted through one of the following platforms; Jobs and Skills Exchange (JSE) website, Victorian Government careers website (Careers.vic) or Seek. Applications will not be accepted via other platforms or email.
Current Victorian Government employees must apply via Jobs and Skills Exchange (JSE).
For further information, please contact: Gordana on 0428 082 426 or via email idi-recruitment-mgr@police.vic.gov.au.You are encouraged to contact Gordana for an informal chat about the role prior to applying, just keep in mind you will gain more from the conversation if you have read the provided material in advance.
If you have a disability/medical condition and require a copy of this advertisement and attached documentation in an accessible format or would like to discuss an access requirements/reasonable adjustment for the recruitment process, please contact VPS Recruitment via email VPSRECRUITMENT@police.vic.gov.au or on (03) 8335 8081.

About Us:
Victoria Police has a dedicated workforce of more than 22,000 employees consisting of police, protective services officers, police custody officers, and public service staff. Each employee plays a vital role in providing the 24/7, 365 days a year emergency response and public safety capability the organisation delivers to its community. As a Victoria Police employee, you have a dedication and commitment to community safety.
Having a workforce that reflects the community we serve is important to Victoria Police. We want to attract and retain people of all genders, ages, religions, disability, sexual orientation, family and caring responsibilities, and cultures including people of Aboriginal and Torres Strait Islander heritage. If you are interested in a position, we encourage you to apply as we celebrate the benefit that diversity brings to our employees, our services, and our community.
Find out what it is like working as a Victorian Public Servant for Victoria Police: https://www.police.vic.gov.au/vps"
22,"Date: 06-May-2022

Location:
Perth, WA, AU

Department: In-Demand Skills

Description:
Job Requisition ID: 27651


A dynamic environment which will provide you with the platform to build your career
Training and development - at Deloitte, we believe in investing in our best assets, the people! You will have access to world-class training and funding towards industry and other professional certifications
Flexible work arrangements - work in a way that suits you best
Would you like to call Perth home?

We are calling on Risk Analytics Professionals to relocate to Perth, Western Australia. Relocation packages will be considered.

The Risk Analytics practice in Perth is a market leader in risk data and analytics capability across a number of areas including data risk and governance, risk analytics in payroll and conduct remediation, supply chain, safety and analytics in industry sectors such as Healthcare, Resources and Energy, Financial Services and Government and Public Services.

What will your typical day look like?
You will focus on some of the biggest and most complex risks for our clients, working in a team that embodies trust, value and collaboration with skills in data extraction-transformation-loading, analytics methods and tools and visual communications. You will translate business requirements into a technical approach and solutions to deliver insight, including tool selection and application of appropriate modelling techniques.

Your day will also involve:

Designing and building robust analytical models and solutions to deliver actionable insight for business users
Delivering a broad range of descriptive, predictive and prescriptive analytics engagements in a variety of areas (including supervised and unsupervised machine learning, natural language processing, and optimisation)
Communicating technical findings, models, and insights to different technical and non-technical audiences within the firm and to our clients
Creating comprehensive technical documentation and facilitate knowledge handover to clients, including designing and running end-user training courses
Keeping up-to-date with predictive and prescriptive analytics, new machine learning techniques, technologies, architectures and languages where necessary, and share your knowledge with the rest of the team to facilitate their personal growth and the growth of the practice
About the team
We don’t just work with our clients to manage risk, we help them understand and grab the opportunities it presents too, helping them gain a competitive advantage. Our expertise and industry knowledge runs deep here. At Deloitte, you’ll find yourself working with some of the most inspiring and experienced colleagues and with clients who trust you to lead the way to smart choices, better control frameworks and new systems, including bespoke solutions that have a direct impact on their bottom line.

Enough about us, let’s talk about you.

You are someone with:

3-5 years’ experience working with the analysis of data from complex data sets and systems
Experience with advanced analytics, business modelling, and optimisation, simulation modelling and statistical techniques
Strong consulting and/or technology implementation experience including the end-to-end project lifecycle (requirements gathering, user story elicitation, model design and built, testing and deployment)
Experience in designing and facilitating interviews and workshops, including requirements gathering
Experience of applying analytics tools and techniques to a variety of complex business problems and an understanding of which approaches are relevant in different scenarios, delivering value
Good understanding of data analysis and modelling concepts including regression modelling, segmentation, time series analysis, simulation modelling, machine learning and predictive modelling
Hands-on experience with a number of data manipulation tools and languages (e.g. SQL, Python, R, Spark, etc.)
Experience in data sourcing, cleansing, preparation and management including ETL processes and tools
Experience in business intelligence and visualisation tools such as Tableau, Microsoft Power BI, etc
Exceptional communication, presentation, business writing and professional skills, including being able to liaise with both technical and business contacts at our clients
Why Deloitte?

At Deloitte, we create positively differentiated work experiences that enable our people to feel valued and achieve their full potential. Deloitte Australia opens the door to a career that can cross borders virtually and physically across Asia Pacific to gain experience and access projects beyond Australia’s borders. We value difference, and embrace people with diverse backgrounds, experiences, gender identities, abilities and thinking styles. Knowing that people work best in a variety of ways, we are happy to discuss alternative arrangements if the working pattern you are looking for is not specifically indicated.

We’re committed to continually building a safe and respectful workplace, where all our people feel appreciated and accepted. Through the creation of endorsed employee-led diversity networks which promote cultural, disability, LGBTI+, Aboriginal and Torres Strait Islander people and gender equality, we’re leading the way to shape an environment where everybody can thrive.

We are proud to have been recognised for our efforts in inspiring change and accelerating progress – check out our careers site for recent recognition in this space."
23,"Date: 14-May-2022

Location:
Sydney, NSW, AU Melbourne, VIC, AU

Department: Financial Advisory

Description:
Do you have a dual background or experience across Commerce, Finance and Data Analytics, Business Intelligence or Information Systems? Then our Mergers & Acquisitions (M&A) Analytics team is the perfect place to take your career to the next level!

What will your typical day look like?

In response to the growing demand for our M&A analytics service offerings, we are looking to hire problem solvers to join our team in Sydney and Melbourne at Analyst and Senior Analyst level, delivering market leading advice and practical solutions that make a material impact to our clients, our people and society.

Our team are always looking for ways to innovate, embedding data, analytics and insight into our diligence processes through our global leading edge data analytics platform, iDeal, which enables us to provide deeper insights into the businesses involved in any transaction and add value beyond the core due diligence advice.

This role is critical with respect to providing analytically focussed Financial Due Diligence and M&A transaction support to our clients. The ideal candidate for this position will be able to bridge the gap between data analytics, financial analysis and the application of commercial acumen. You will play a pivotal role in delivering these specialised capabilities within our M&A teams:

Develop an understanding of the target businesses and their financial and operational drivers

Perform analysis, interpret, and assess business plans

Develop and communicate findings utilising BI tools to highlight and explain key deal issues

Analyse historical trading. quality of earnings, working capital, and cash flow etc.

Clearly and effectively communicate and insights to both clients and other team members

Manage project timelines and client deliverables effectively while collaborating extensively with clients and other Deloitte teams

Liaise with data science and data architecture teams to optimise client data for analysis

Enough about us, let's talk about you.

You will ideally have:
Completed an undergraduate degree in Finance, Accounting, Mathematics, Statistics, Computer Science or Engineering with outstanding academic credentials

1+ year of experience in a Finance/Commerce role with exposure to Business Insight tools - this is provided as a guide only, please don't let it limit you if you think you have something to add to our team

Working knowledge of financial statement analysis (CPA-CA/CFA an asset)

Ability to ETL data to facilitate analysis, strong knowledge of SSIS, SQL, Tableau, Power BI and other BI tools

Proven analytical skills and systematic problem solving in addition to ability to manage analyse and present findings from large volumes of data

Ability to develop and present new ideas and conceptualise new approaches and solutions

Good communication skills that allow you to present insights and findings back to the clients or other Deloitte teams

Why Deloitte?

At Deloitte, we create positively differentiated work experiences that enable our people to feel valued and achieve their full potential. Deloitte Australia opens the door to a career that can cross borders virtually and physically across Asia Pacific to gain experience and access projects beyond Australia’s borders. We value difference and embrace people with diverse backgrounds, experiences, gender identities, abilities and thinking styles. Knowing that people work best in a variety of ways, we are happy to discuss alternative arrangements if the working pattern you are looking for is not specifically indicated.

We’re committed to continually building a safe and respectful workplace, where all our people feel appreciated and accepted. Through the creation of endorsed employee-led diversity networks which promote cultural, disability, LGBTI+, Aboriginal and Torres Strait Islander people and gender equality, we’re leading the way to shape an environment where everybody can thrive."
24,"3 year day rate contract opportunity
prominent federal govt agency committed to innovation & creativity
Fully remote opportunity, Baseline Clearance provided

Our client, a prominent federal government agency committed to innovation, knowledge and creativity, is looking for a talented data analyst to work on a portfolio of projects geared to the enhancement of a data management & analytics platform in order to achieve better data warehousing, reporting, data analysis & transactional data storage.

3 year day rate contract opportunity
prominent federal govt agency committed to innovation & creativity
Fully remote opportunity, Baseline Clearance provided
The data analyst will be responsible for the following:

The review and analysis of datasets
The preparation of current state analysis
The use of excel formulas and manipulation to store and analyse data
The development of and contribution to ongoing project reporting requirements
The performance of qualitative and quantitative analysis within the design process
The development and maintenance of relevant design and project documentation
The oversight and validation of data and reports
The implementation of recommended practices to ensure data compliance and standards of information management in collaboration with the platform team
The data analyst will ideally have most of the following skills, knowledge and experience:

Experience and good working knowledge in the research and analysis of datasets
Experience using and working with Microsoft Excel to analyse data and collate findings
Proven ability to engage and work with a diverse range of stakeholders including working collaboratively as part of an agile, multidisciplinary team
Strong written and verbal communication skills
Experience in developing and maintaining relevant project and design documentation such as dataset catalogs, source to target mappings, use cases and conceptual data models
Experience with Agile methodologies
Experience with Microsoft Power BI
Experience with delivering solutions using a data warehouse platform and processes
This is an awesome, long-term, lucrative contract opportunity for a data analyst who wants to join an organisation committed to furthering innovation and creativity in Australia.

Please apply now for immediate consideration or reach out to Will Wetherall for more information on 0466 528 650 or will.wetherall@latitudeit.com.au"
