,0
14,"Business Analyst
Job no: 497044
Work type: Permanent Full Time
Classification: Band 7 ($96,178 - $106,680 pa)
Categories: Management, Human Resources, Business Strategy & Improvement, Project Management

Create our future together at the City of Greater Geelong
At the City of Greater Geelong, we are committed to working together for a thriving community. We do this by delivering over 130 services to our rapidly growing region and working hard to protect and improve what it is that makes Greater Geelong on Wadawurrung country such a great place to live, work and study.
We’re going through an exciting period of change that will help us serve our community better. From digital modernisation to the contemporary, sustainable office we’re building in Central Geelong, now more than ever is a great time to join our team at the City of Greater Geelong.
Our Community is made of diverse people from all walks of life, and it’s important to us that our workforce represents and celebrates this strength.
We encourage great people from all backgrounds to join us. We encourage authenticity, because inclusion makes us stronger.
If you’re excited about working together to create a Clever and Creative Greater Geelong, and joining a workplace where all people can thrive, then hit apply – we’d love to meet you!
We particularly welcome Aboriginal and Torres Strait Islander People and people from culturally diverse backgrounds.
About the role
As an integral member of the Strategy, Commercials and Partnerships team, you will be responsible for maturing and embedding our integrated strategic planning process and developing our strategic partnership model and approach. This newly created role will play a key role as a trusted advisor to senior stakeholders within the organisation, and to external stakeholders, partnering with them to undertake enterprise-wide strategy and partnerships initiatives and activities to support the successful execution and delivery of the City's strategic plans and programs.
You have the opportunity to create something new and exciting that does not currently exist in a Local Government setting.
Key responsibilities include:
Provide specialised analysis to support key strategy development and execution using various related tools and capabilities
Develop an org-wide partnership model and engagement plans using a variety of principles, such as human-centred design.
Conduct primary and secondary research and select relevant information to enable an analysis of key themes and trends that impact our industry and strategic direction
Develop models to determine the impact of potential disruptors to inform our strategy and allow the City to develop mitigation strategies
Prepare, organise and coordinate the completion of various projects by providing data and analytics reports.
Coordinate the activities and efforts of subject matter experts and technical team members in undertaking business analyst activities.
About you
To be successful in this role, you will be proficient in stakeholder management, highly experienced in data analysis, project management activities or leading major programs of work. You will have a professional approach to your work, be strategic in your thinking, with the ability to deal with changing priorities and experience working with a large, complex and multidisciplinary organisation.
Extensive experience conducting business analysis activities in support of strategic organisation transformation programs
Highly developed conceptual, analytical, and problem-solving skills in complex environments working with challenging internal and external stakeholders
Experience in strategic solution implementation and business process redesign pertaining to complex strategic projects
Ability to clearly, concisely and convincingly communicate information and advice in both a written and verbal form to different audiences.
Ability to negotiate and influence in an environment that is often complex and ambiguous to achieve objectives.
Relevant tertiary qualifications in Commerce or Business and experience in a Business Analyst role.
If this sounds like the role for you, then click apply now!
A career with us
With flexible working options, our people have choice in how and where they work. Our employees connect with us from across the Greater Geelong region and beyond. We’re also committed to supporting better accessibility for our customers and our people.
We encourage you to talk to us about any adjustments or additional support you may require during the recruitment process, as well as how this role can be flexible for you.
All employees who may attend a worksite or any face-to-face work-related activity will be required to be fully vaccinated for COVID-19 as a condition of employment.
We offer
flexible work arrangements (monthly RDO)
paid parental leave (16 weeks)
a healthy and safe environment
our employee wellbeing program
corporate membership rates at Swim Sport and Leisure facilities
career development opportunities.
Applications and Enquiries


Enquires: Bithia Hartley – Manager Strategy, Commercials & Partnerships | Bithia.Hartley@geelongcity.vic.gov.au
If we can assist you with any reasonable adjustments in order to submit your application for this role, please contact the Talent Acquisition team via email at careers@geelongcity.vic.gov.au noting your preferred method of communication and contact details and a member of the team will be in touch.


We collect demographic data to help us learn who our advertisements are reaching and how we can reach an even more diverse audience. We are committed to building a more diverse team. Your responses to our demographic questions are strictly confidential and will not be individually shared.


Advertised: 13 May 2022 6:00 PM AUS Eastern Standard Time
Applications close: 26 May 2022 11:55 PM AUS Eastern Standard Time"
15,"Greenfield role with multiple career progression opportunities
circa 100,000 package
Parramatta location | FMCG industry | Hybrid work from home/office model

Your new employer....

A large and diverse business based near Parramatta that features prominently in the Australian market. This progressive company has a reputation for being customer centric and developing its people to support their ongoing growth and direction. This business is at the forefront of a fast paced and highly competitive industry.

Your new role....

Due to continued growth, an opportunity has become available for a commercially astute and technically skilled Data and Insights analyst to take on a greenfield role and truly make the role their own.

Some of the key tasks aligned to this role will include:

Manipulate and maintain the integrity of large data sets in relation to products and pricing
Work with our key stakeholders (both internal & external) to understand their business requirements and tailor appropriate analytical solutions – i.e. strategic decision support
Support the development of a suite of self-service business intelligence tools that can be utilised by key stakeholders to enable data-driven decision making
Work with senior executive leaders to develop & execute on strategic initiatives which will continue to drive business growth
Support senior management in the annual budgeting and forecasting process
Identify pain-points & opportunities to improve existing processes – especially regarding data collection & sanitisation

About You!

Bachelor's degree in Finance, Economics, Statistics, Computer Science or Commerce with a minimum of 2-3 years of relevant experience within a medium to large business, operating in a similar style role
A proactive self-driven individual with strong organisational skills
Proficient with Microsoft Excel (including macro’s, PowerPivots, SQL), and Business Intelligence or Reporting tools (Tableau and/or Power BI is preferred
Has a ‘hands on’ work ethos and is comfortable working in the detail
Is a career minded individual who can effectively influence non finance stakeholders
Be Comfortable in managing large sets of data from multiple systems.

To apply use the Apply Now button or for further information and a confidential discussion please contact Bernad on 02 9689 8905."
16,"We have multiple Mid-level and Senior Business Analyst opportunities in our Reporting, Risk, Analytics & Platforms team within Macquarie’s Financial Management Group. Use your business knowledge and analytical experience to assist an established project team with the delivery of a significant & high-profile regulatory transformation project.
About the role
As a Business Analyst, you’ll support in delivering to our critical regulatory milestones in reporting and data. You’ll support in lifting remediation issues as a team player with an inquisitive, analytical mindset to delve deeper into the root causes. We have scope to hire at a mid or senior level.
As an instrumental part of our Group Treasury team, you will work closely with subject matter experts to understand and document, business and data requirements for products and calculations. You will act as a liaison between business users and the technology delivery teams and be able to articulate and assist with the understanding and interpretation of requirements. In addition, you may also participate in testing.
To be successful, you will have the following skills.
Ability to understand business processes and scenarios, their impacts, and effects on data
Ability to work closely with business and technical stakeholders at all levels as a team player
Business analysis experience; specifically in the financial or regulatory reporting space
Strong product knowledge; derivative and commodity knowledge preferable but not essential
Strong problem solving and analytical skills, with good attention to detail
Excellent verbal and written communication skills
Able to coordinate multiple assignments and work independently to meet project milestones and deadlines
’Can do’ proactive attitude, with a proven record of delivering project outcomes
About the Financial Management Group
The Financial Management Group provides financial, tax and treasury services to all areas of Macquarie. The group is focused on providing strategic analysis and advice to Macquarie's businesses and senior management, managing Macquarie's funding, liquidity and capital position, ensuring Macquarie continues to meet regulatory and compliance obligations and managing Macquarie's corporate affairs.
Our commitment to Diversity, Equity and Inclusion
The diversity of our people is one of our greatest strengths. An inclusive and equitable environment enables us to deliver innovative and sustainable outcomes for our people, clients, shareholders and communities. From day one, you'll be encouraged to be yourself and supported to perform at your best. If our purpose of ‘empowering people to innovate and invest for a better future’ is as inspiring to you as it is to us, please apply. With the right technology, support and resources, our people can work in a range of flexible ways.
We are committed to providing a working environment that embraces and values diversity, equity and inclusion. We encourage candidates to speak with a member of our recruitment team if you require adjustments to our recruitment process to support you, and the type of working arrangements that would help you thrive.


About Macquarie
A career at Macquarie means you’ll have the opportunity to develop and utilise new skills, explore interesting fields and do challenging work that will impact the lives of people around the world—whether it’s accelerating the green energy transition, helping sustain global food supplies, financing social housing projects or investing in essential infrastructure. At Macquarie, we’re empowering people to innovate and invest for a better future.
Our size and international presence means your work can take you anywhere—across business groups, disciplines, sectors and borders. With 17,000+ employees and offices in 33 markets around the world, we’re a truly global organisation.
You’ll be supported by a diverse team where the unique perspectives, ideas and experiences that all of our people bring are valued. You’ll be empowered to address unmet needs in our communities whilst advising and investing alongside our clients and partners. Working with us, you’ll have the opportunity to make a difference.
Macquarie is a global financial group providing clients with asset management, retail and business banking, wealth management, leasing and asset financing, market access, commodity trading, renewables development, specialist advisory, capital raising and principal investment.


Job no: FMG-964609
Work type: Permanent - Full time
Location: Sydney
Category: Mid-senior, Mid-level, Junior, Data & Analytics
Group: Financial Management Group
Division: Group Treasury
Recruiter: Verity Morison
Opening Date: 02/5/2022"
17,"About Alstom
We create smart innovations to meet the mobility challenges of today and tomorrow. We design and manufacture a complete range of transportation systems, from high-speed trains to electric buses and driverless trains, as well as infrastructure, signalling and digital mobility solutions. Joining us means joining a truly global community of more than 75 000 people dedicated to solving real-world mobility challenges and achieving international projects with sustainable local impact.


If you’re ambitious, driven and team-spirited, this is your opportunity to build a career as Data Analyst in West Melbourne,VIC .


Primary Responsibilities:
The Data Analyst will use their passion for data and highly developed analytical and problem-solving skills to assist Classic Fleet Engineering in providing technical and analytical support to the West Melbourne Alstom Maintenance team and V/Line. This position requires a person who is inquisitive and seeking a dynamic and varied role within a maintenance engineering team.
The successful candidate will be analysing a variety of data and making recommendations for improvements across various vehicle systems on the V/Line Classic Fleet. This is a challenging work environment, where the complex raw data that does not always follow black and white rules.
Maintain the the FRACAS database, and collating data to identify trends and root causes for daily and monthly fleet performance reviews.


Key Requirements:
Tertiary qualification in Engineering, Commerce or related analytical field
Strong analytical skills and attention to detail
Highly developed communication skills, with the ability to target your audience
Proficient in Microsoft Power BI and Microsoft Excel
Experience in using data visualisation tools to create reports
Knowledge of MAXIMO, SAP or other CMMS
An understanding of preventative maintenance regimes is highly desirable.


An agile, inclusive and responsible culture is the foundation of our company where diverse people are offered excellent opportunities to grow, learn and advance in their careers. We are committed to encouraging our employees to reach their full potential, while valuing and respecting them as individuals.



Job Segment: Database, ERP, SAP, Technology"
18,"We are MYOB
MYOB is the #originalstartup. Our roots are in finance and accounting software, but today we’re so much more! We’re building a business management platform to help more businesses in Australia & New Zealand Start, Survive & Succeed. Our team is continually transforming, inventing and disrupting conventions. We don’t want you to simply ‘fit’ into our already established culture, we want you to add to it, and make it even better! This is MYOB.

We are a tech company that exists to help other businesses succeed. Our team is continually growing, inventing and disrupting conventions. To make all this happen, we are dedicated in creating an exceptional flexible employee experience for all team members and offer a culture where you can be yourself. We don’t want you to simply ‘fit’ into our already established culture, we want you to come and add to it, and make it even better.



You’ll be part of an Enterprise Solutions team responsible for making, selling and supporting our locally developed bigger business software. The goal is simple: do all we can to take growing companies to the next level. We’re leading our category and changing the way people do business.



As the Consulting Services Systems Analyst you will be responsible for identifying areas for improvement in our processes and systems to ensure our Consulting Services team operates at a high level of efficiency. You will provide expert data analysis based on a combination of industry knowledge and business experience.



As an integral member of the Consulting Services team, you will interact with other teams to ensure outcomes for data accuracy.
The role will evolve with changing business needs, however the initial focus will include:
Analysis of existing systems, operational procedures, and work practices to identify inefficiencies and recommend better practices.
Development of operational reports.
Assessment and planning for future needs and system requirements.
Understanding the operational needs and business goals of the company.
Adhering to company policies and legal requirements in relation to data collection.
Presenting data and recommendations to senior management teams.



What you will bring
You are a driven, self-motivated, resourceful, naturally curious individual who uses a creative mind-set to solve problems and help the team achieve excellence consistently. You have a superior understanding of designing and conceptualising data models. You enjoy gaining and sharing information with the team and are comfortable with change, able to adapt as needed.

Designing target state conceptual, logical, and physical data models.
Delivering reporting requirements.
Data and information governance processes.
Sound Excel skills gained in a working environment.
Experience in extracting, preparing, modelling, and transforming data.
Experience in process mapping of complex processes and data flows.
Experience in driving system and process change in services operations.
Experience in Adobe Workfront (desirable)

Our Culture & Benefits
Our values have stood the test of time. If you want to work and collaborate where opinions are valued, and your ideas can make a difference, come to a place where Your Work Matters.
Do your best work in a flexible work environment, right down to financial assistance to set up your home office…it’s called Flexperience, and it’s designed by you and your team!
Our partnership with Smiling Mindhelps support the wellbeing of our team members and customers
Drive your own learning via conferences, in-house training, LinkedIn Learning, study assistance and a strong focus on leaders creating a learning environment
A multitude of leave options including up to an additional four weeks of purchased leave, generous parental leave, domestic violence leave, transgender leave, volunteer leave, study leave, plus more!
Communities built around ‘Wellness’, ‘Belonging’ and the ‘Planet’ where you can make a meaningful contribution
Access to best-in-class discounts and vouchers from leading retailers, and a lot more.
MYOB are an equal opportunity employer and champion diversity. We are proud to be a Circle Back Initiative Employer and we commit to respond to every applicant. We’d love to hear from you on regarding this role, or if it’s not the right time, join our talent community so that we can reach out regarding future roles."
19,"Aufgaben
IT Business Analyst

Accelerate your career with Mercedes-Benz Financial Services
Challenge yourself with a dynamic environment, ability to work flexibly
Join an exciting, high performing automotive financial services business

At Mercedes-Benz Financial Services Australia, we offer financial solutions and convenience that dealers and customers need—all at a great place to work. We strive to be the company of choice for all our customers’, from financing and insurance, through to a whole host of vehicle-related services.

As part of the global Mercedes-Benz Mobility AG organisation, we’re proud to be a driving force in the automotive sector. We’re firmly focused on the key global trends of our time: electrification, sustainability, digitalisation and artificial intelligence. We have a clear ambition:

Best-in-class mobility services — customer-centric, seamless and flexible.

We can’t achieve this ambition without dedicated, passionate employees. That’s why we’re on the hunt for a dynamic IT Business Analyst to join our small, collaborative team in our head office in Mulgrave.

What’s in it for you?

As an IT Business Analyst with Mercedes-Benz Financial Services Australia we will help set you up for success with ambitions for continuous improvement and development in both your direct work and as an IT professional. The IT Business Analyst will encompass the required skills in order to capture and maintain all requirements, discuss business and technical requirements with vendors, manage key stages of code delivery, manage testing cycles including defect management, keep up to date a schedule and report progress. This role will allow you to work flexibly within the office and remotely. If this sounds like the role you’ve been looking for, we’d love to have you on board—we can make a difference together!
If you’re someone who loves to be innovative, enjoys detail, and has a passion for developing projects then this might be your kind of role!
The NextGen programme is established to look into new generation technology to support growth and digitalization requirements of the organization. To enable process improvement, automation and digitization, NextGen aims to upgrade the Contract Management System (CMS), Wholesale Finance System (WFS), Credit Approval Process (CAP) and all surrounding systems in Australia and New Zealand. This role is open to be performed remotely, anywhere within Australia!
What you’ll do:

The end to end delivery of the system requirements into the live environment.
Gathering, analysing, prioritising and documenting requirements.
Supporting development and project activities.
Planning and executing workshops with the business and vendors.
Ability to manage a virtual team including business SMEs in BAU roles that are enhancement stakeholders.
Accountable for the management of multiple external vendors of the release of enhancements.
Responsible for tracking and managing multi-vendor delivery against contractual documents.
Qualifikationen
The skills we’re looking for:
Tertiary qualifications in IT with CBAP certification

A technical aptitude to learn systems, applications and processes with at least 3-5 years’ experience working as an IT professional
Good problem solving / troubleshooting skills with a methodical systematic style of analysis.
Excellent communication skills both verbal and written
Ability to understand and work with the customers as well as manage alternate stakeholders.
Good understanding of technologies associated to web, database and application servers
Prefer a basic understanding of scripting languages (vbscript, batch files, Powershell)
Prefer a good understanding of Microsoft SQL Server and able to write database queries from multiple data sources but not necessary.
Basic understanding of ITIL is highly regarded but not necessary.

If you believe you’re the right person for a full-time 12 month contract role as a Business Analyst, please apply by Tuesday 24th of May.

A perfect candidate will be organized and proactive with strong problem solving and critical thinking skills. They will also possess excellent communication skills and a can-do attitude. We are also looking for someone who is willing to be inquisitive and challenge the status quo to achieve positive outcomes.

About us as an employer
At Mercedes-Benz Financial Services, we believe our people make the difference. We proudly offer generous employee benefits, such as discounted car leasing and purchase options, on-site parking, gym, cafeteria and much more. We support our organisation with the opportunity to work flexibly with being in the office and working remotely from home.

We are proud to be recognised as a Workplace Gender Equality Employer of Choice and support a flexible and progressive work culture. Our passion for our people extends to Employee Recognition and Reward programs, as well as learning and development opportunities.

At Mercedes-Benz Financial Services Australia, we aim to facilitate improved business outcomes and achievement of business goals by embracing diversity and inclusion to ensure we are eliminating discrimination on the basis of race, colour, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, and gender identity."
20,"Our Purpose
We work to connect and power an inclusive, digital economy that benefits everyone, everywhere by making transactions safe, simple, smart and accessible. Using secure data and networks, partnerships and passion, our innovations and solutions help individuals, financial institutions, governments and businesses realize their greatest potential. Our decency quotient, or DQ, drives our culture and everything we do inside and outside of our company. We cultivate a culture of inclusion for all employees that respects their individual strengths, views, and experiences. We believe that our differences enable us to be a better team – one that makes better decisions, drives innovation and delivers better business results.
Job Title
Network Operations Analyst II
Globally partnering with our Customers to deliver world class technical support for MasterCard infrastructures and applications, enabling growth, diversification and new business generation.
Provide 24x7x365 technical operations support for MasterCard’s global infrastructure; with focus on minimizing impact to Customers and internal users.
Monitor the infrastructure, and be a key stakeholder in MasterCard Incident and Change Management processes.
Regularly perform data analysis to determine MasterCard’s performance and identify areas of improvement.
Have you worked in a control center environment?
Do you like to triage and drive events to resolution?
Do you like to interact with Customers, vendors, and support teams on a global scale?






Execute Incident, Change, and Problem Management processes.
Perform effective vendor management techniques to ensure forward-progress managed Incidents.
Monitor the performance of traffic, systems, and central site processing, addressing anomalies detected.
Conduct quarterly Release and patch rollout for European authorization system
Route central site and customer traffic as necessary to minimize downtime and impact to the brand and business.





Bachelor’s Degree or equivalent work experience.
Intermediate-level knowledge of routing, switching, tunneling, and Multiprotocol Label Switching (MPLS).
Expert -level ability to perform post-event analysis.
Demonstrates the ability to function in 4 of the following disciplines: UNIX, Mainframe, Production Control, File Transfer, Single-Message, Dual-Message, or Network), and has intermediate-level understanding in at least 3 areas.
Intermediate UNIX scripting and tool monitoring, JCL, MVS, batch scheduling, knowledge of tandem technology.
Effective problem and troubleshooting skills.
Effective written and verbal communication skills.
Effective organization skills.
Effective interpersonal skills.
COVID-19 Considerations
We value the safety of each member of our community because we know we’re all in this together. In many locations, which may change over time, we’ve implemented a virtual hiring process and continue to interview candidates by video or phone. In addition, in some locations, only individuals who have been fully vaccinated will be permitted inside Mastercard offices until further notice.
In the US, Mastercard is a government contractor, which may legally require most Mastercard employees to be vaccinated unless a verified approved medical or religious exemption is granted. Further, we are currently making every effort towards having employees return to work in the office 2 days per week, if that makes sense for their team. Everyone must be vaccinated to enter Mastercard offices at this time. Therefore, we expect all candidates to be vaccinated or to be approved for a medical or religious accommodation prior to commencing work at Mastercard.
Corporate Security Responsibility
All activities involving access to Mastercard assets, information, and networks comes with an inherent risk to the organization and, therefore, it is expected that every person working for, or on behalf of, Mastercard is responsible for information security and must:
Abide by Mastercard’s security policies and practices;
Ensure the confidentiality and integrity of the information being accessed;
Report any suspected information security violation or breach, and
Complete all periodic mandatory security trainings in accordance with Mastercard’s guidelines."
21,"Who are we?

Servian, is an award winning, regional and global tech consultancy with a rich heritage in Data, DevOps, Digital app dev, Machine Learning and cloud. We embrace innovation, change, and the positive impact it has for us and our clients. All roles at Servian involve personal and technical development pathways which aim to facilitate your career growth. We aim to build an employee experience where you will grow more with us, not be drowned out by the loudest voice, and hence we strive to set you up for a career which will have a greater impact.

We are currently looking for talented Data Analysts to join our Sydney team to support our Clients in making strategic, data-related decisions by analyzing, manipulating, tracking, and reporting data. Our data analysts & consultants are natural problem solvers - they are curious, ambitious, and experts in their fields. You will have the opportunity to collaborate and learn from our whole team.



You will be working on exciting and interesting projects, working with our clients to understand their needs and to help shape the engagements that allow Servian to provide services that will meet those needs.

If you have a passion for learning new technologies, want to be tech agnostic, and work with like minded technologists, Servian is the place to grow your career and have fun in the process!
You will be involved in:
Advising on data analysis and visualisation approaches and strategies.
Implementing solutions for the establishment of data analysis capabilities including data access, data wrangling and transformation and data analysis and visualisation.
Delivering a data analysis over a diverse range of data sources and formats, including structured, multi-structured and unstructured.
Guiding the interpretation and communication of results of data analysis, making recommendations to stakeholders of varying levels of data literacy.
Collaborating with system owners, data providers, analysts, managers and various other stakeholders to data projects.
Managing your time, the team, the stakeholders and the engagement, to deliver the data management capability.
Supporting pre-sales activity to promote Servian, our capabilities and value to current and prospective clients.
You will have:
Strong analytical thinker and problem solver with thought leadership and commercial awareness.
Strong knowledge of SQL, P/SQL, databases, integration, master data management, quality assurance, data wrangling and data governance technologies.
Sound understanding of data structures, data modeling and data optimisation techniques.
Ability to analyse large, complex datasets from diverse sources, structures and formats.
Ability to articulate highly technical concepts and insights, in a way that can be understood by stakeholders of varying degrees of technical literacy.
Collaboration skills and understanding of business challenges & drivers.
Knowledge of Cloud environments are desirable, including Google, AWS and Azure.
Awareness of AI and ML technologies and principles are desirable.
Why Servian?
At Servian we believe talented technologists matter, this means we want to help grow your career and develop your passion in the ever changing tech industry.
Variety of interesting projects, using emerging technologies.
Collaborative environment for talented technologists.
Continuous learning and development across multiple dimensions including technology, leadership and commerciality.
Wellbeing & Benefits:
Access to a wide range of internal training sessions, across both technical and consulting skills.
Sponsored certifications across all our partner technology vendors.
We provide employees with Life Insurance, Income Protection Insurance and access to an Employee Assistance Program.
Generous Parental leave.
We are proud to have a sociable workplace that values diversity and celebrates achievement with multiple company-wide, social, and family events throughout the year. Due to Covid-19, all social events are currently virtual.
Inclusion & Diversity:
Servian recognises individual differences and welcomes people from a variety of life and work experiences. The diversity of our people is core to our ability to innovate, grow and to fulfil our collective aspiration of helping people to own their tomorrow.
A natural curiosity, a respect for differences and a growth mindset are valued at Servian.
Our business is focused developing our people and offerings across the following:
Cloud & Technology - Cloud Services (AWS, Azure, Google Cloud Platform), DevOps and Automation inc HashiCorp.
Data & Analytics - BI/DWH, Big Data Analytics, Data Engineering, Data Science and Advanced Analytics.
Digital - Full stack Development, UI/UX Design, Mobile Development.
Customer Engagement - Marketing Campaigns, Campaign Analysis, Customer Insights.
Artificial Intelligence - Natural Language Processing, Computer Vision, Machine Learning, Deep Learning.
Cyber Security - DevSecOps, Penetration Testing, Multi-Cloud Security, Security Posture Analysis.
If this role sounds of interest, or you would like to hear about other exciting opportunities, please get in touch with the Servian Talent Acquisition Team.

Date posted 27/03/2022
Salary will be in line with your experience however for a junior-mid level consultant, the range will be from $70k - $100k"
22,"This is your opportunity to join an established Company & play a key role in supporting the Company to make informed financial and business decisions

Permanent & Full Time Job Opportunity
Excellent Benefits - Salary Packaging, Annual Leave Loading of 17.5%, Annual Bonus Incentive Scheme
Excellent Office Amenities with Hybrid Working Model
The Company
Our client is looking for a Data Analyst to join their Finance team on a permanent, full time basis. This is an opportunity to join an Organisation where you would enjoy going to work everyday as part of a tenured, collaborative team where you are part of an inspiring industry.
The Role
This is a role where you will be responsible for the following:
Boosting the organisation's financial performance through the analysis of business results, forecasts, variances, and trends.
Managing and designing the reporting environment, including data sources, and metadata.
Supporting the data warehouse in identifying and revising reporting requirements.
Creating and maintaining various spreadsheets and Power BI dashboards to support analysis and provide insight.
Assisting in the process of capital budgeting and expenditure planning.
Liaising closely with the Business Intelligence Team and various project managers to discuss performance.
Conducting and comparing analysis and market research to support internal business analysis.
Implementing technical tools such as Excel formulas and functions to handle business issues.
Guiding and handling cost analysis process by establishing and enforcing policies and procedures.
Creating and maintaining models to value potential investment opportunities.
Monitoring and reviewing budgets and expenses, and coming up with ways to reduce or reimburse expenses.
Your Skills & Experience
Bachelors Degree in Commerce, Economics, Business, Finance or related field.
CA/CPA qualification (highly desirable).
Experience in profiling, exploratory analysis and statistical analysis of large, complex datasets with a focus on data quality to identify issues and root causes.
Problem solving experience through statistical analysis or with large data sets such as in derivatives, structured finance or business analytics (SQL advantageous).
Strong Microsoft Excel and computer skills.
High level of proficiency in Excel.
Impressive experience in business intelligence reporting/visualization tool including Tableau, PowerBI, Qlik
Able to build and deliver effective presentations to audiences with wide-ranging backgrounds.
Exceptional communication and interpersonal skills.
About You
You have a strong combination of technical skills and the business insights to provide creative yet effective solutions to complex challenges. You are able to adapt quickly and effectively to changes in strategic priorities. Your exceptional communication skills allow you to condense complex ideas into concepts readily understood by colleagues without a financial background. A numbers person at heart, you have tremendous enthusiasm for data analysis, econometric modelling and statistical analysis, and you combine this with a creative flair and commercial know-how that allows you to see challenges from a fresh perspective and deliver innovative, workable solutions.
What's on offer?
An exciting opportunity to extend your ability and your skill set across a diverse and challenging role.
The chance to partner with senior executives on strategic deep dives and develop financial models and insights to inspire strategic resource allocation and business growth.
The encouragement and support of an energetic and highly professional team.
A fast-paced workplace where no two days are ever the same.
A work environment where your contribution will be valued and rewarded.
An employer committed to work-life balance.
Robert Half Ltd is committed to equal opportunity and we value diversity at our company. We do not discriminate on the basis of categories protected under local law."
23,"Vic, Clayton
Human Resources
11088BR
About us:
Lockheed Martin is a dynamic, growing, and energetic organisation offering stimulating, challenging work at the forefront of technology. Lockheed Martin is a leader in Australia’s National Security, and our collaboration with Australian industry spans the Aeronautics, Maritime, Surveillance and Defence domains. We employ approximately 100,000 staff worldwide, and over 1,000 staff in Australia across multiple locations.

Your responsibilities will include:
As a Compensation Analyst you will support the Compensation Lead and Head of Rewards for Asia Pacific in the delivery of compensation programs and initiatives. This role will be offered as a 12-month fixed term opportunity, day-to-day duties will include:
Supporting the delivery of annual compensation activities including Pay Reviews, Short Term Incentives, Early Careers and survey and WGEA submissions.
Contributing to ad hoc APAC Reward activities with data, analysis and insights including support to union negotiations.
Managing the internal ANZ Employee Awards annual event.
Providing compensation guidance to HR and key stakeholders across the business.
Preparing and maintaining internal peer and salary data and ad hoc reporting.
About you:
Tertiary qualifications in HR or a business-related discipline, and/or proven experience in a similar role.
Comprehensive numerical, communication and stakeholder management skills.
MS Excel proficiency, an analytical mindset and logical thinking.
Excellent attention to detail with ability to identify and correct errors and anomalies.

Highly desirable/advantageous:
Experience with job mapping and survey submissions.
Exposure to Asia Pacific.
Special Requirements:
Applicants are required to be Australian Citizens and be eligible to hold and maintain a CoA Baseline security clearance. This will depend on location, will be discussed at interview stage.

Employment may be contingent on the satisfactory result of criminal and/or other background screens, which require the collection and transfer of personal information.
What we offer you:
At Lockheed Martin we value our team and the contribution they make every day. We offer rewarding career pathways working on interesting projects that make a difference, continuous professional development and the opportunity to learn from a diverse team of talented individuals.

In return we offer:

Competitive Remuneration.
Training and development will be a big aspect of this position.
Options for genuine work/life flexibility – 8 or 9 day fortnight.
Access to our wellbeing and benefits program including retail discounts, health and wellbeing initiatives and an Employee Assistance Program
Salary packaging for car leasing.


Equal Opportunity Statement
Lockheed Martin supports Equal Employment Opportunity and Diversity in the workplace by creating a place of employment that is, harassment free, diverse, fair, ethical, inclusive, and values the contribution of all its employees. Diversity and inclusion are the foundation of our culture and reflect our values of doing what’s right, respecting others and performing with excellence. By leveraging our employees’ unique talents and experiences, we will deliver innovative, affordable solutions and unparalleled customer value.
Vacancy Country
Australia
Vacancy Type
Fixed Term
Employee Type
Full Time
Job Expires
16/06/2022"
