,0
14,"At EY, you’ll have the chance to build a career as unique as you are, with the global scale, support, inclusive culture and technology to become the best version of you. And we’re counting on your unique voice and perspective to help EY become even better, too. Join us and build an exceptional experience for yourself, and a better working world for all.

The opportunity

EY DnA is the data and advanced analytics capability within EY Asia-Pacific, with over 500 specialist employees working across multiple industry sectors.

We are always looking for talented people to join our ever-growing team. If you’re a Data Engineer, Technical Business Analyst, Architect or Analyst looking to grow your career and work with some of the brightest minds in the business, then we’d love to hear from you. When you join us you will support our clients in defining and implementing a data journey aligned with their strategic objectives.

To qualify for the role, you must have
Experience within a role in the data & analytics field

Ideally, you’ll also have
Experience in engaging with both technical and non-technical stakeholders
Consulting experience and background viewed favourably but not essential
Drive and desire to learn, and grow your career

What we offer

A tech career @ EY means working with 40,000 fellow technologists who are creating cutting edge applications in blockchain, AI, cloud, analytics, robotics and cyber, harnessing tech to power the human enterprise and build a more equitable, sustainable world. We offer world class training and a free Tech MBA to all our people.

Globally at EY, we are committed to offer:

Continuous learning: You’ll develop the mindset and skills to navigate whatever comes next.
Success as defined by you: We’ll provide the tools and flexibility, so you can make a meaningful impact, your way.
Transformative leadership: We’ll give you the insights, coaching and confidence to be the leader the world needs.
Diverse and inclusive culture: You’ll be embraced for who you are and empowered to use your voice to help others find theirs.

The exceptional EY experience. It’s yours to build.

The preferred applicant will be subject to employment screening by EY or by their external third party provider. Regarding this role, the minimum salary is $90,000 including 10% superannuation.

As this is an Expression of Interest, there can sometimes be a delay in our response. We thank you for your application and hope to be in touch very soon.

EY | Building a better working world

EY exists to build a better working world, helping to create long-term value for clients, people and society and build trust in the capital markets.

Enabled by data and technology, diverse EY teams in over 150 countries provide trust through assurance and help clients grow, transform and operate.

Working across assurance, consulting, law, strategy, tax and transactions, EY teams ask better questions to find new answers for the complex issues facing our world today."
15,"At EY, you’ll have the chance to build a career as unique as you are, with the global scale, support, inclusive culture and technology to become the best version of you. And we’re counting on your unique voice and perspective to help EY become even better, too. Join us and build an exceptional experience for yourself, and a better working world for all.

The opportunity

EY DnA is the data and advanced analytics capability within EY Asia-Pacific, with over 500 specialist employees working across multiple industry sectors.

We are always looking for talented people to join our ever-growing team. If you’re a Data Engineer, Technical Business Analyst, Architect or Analyst looking to grow your career and work with some of the brightest minds in the business, then we’d love to hear from you. When you join us you will support our clients in defining and implementing a data journey aligned with their strategic objectives.

To qualify for the role, you must have
Experience within a role in the data & analytics field

Ideally, you’ll also have
Experience in engaging with both technical and non-technical stakeholders
Consulting experience and background viewed favourably but not essential
Drive and desire to learn, and grow your career

What we offer

A tech career @ EY means working with 40,000 fellow technologists who are creating cutting edge applications in blockchain, AI, cloud, analytics, robotics and cyber, harnessing tech to power the human enterprise and build a more equitable, sustainable world. We offer world class training and a free Tech MBA to all our people.

Globally at EY, we are committed to offer:

Continuous learning: You’ll develop the mindset and skills to navigate whatever comes next.
Success as defined by you: We’ll provide the tools and flexibility, so you can make a meaningful impact, your way.
Transformative leadership: We’ll give you the insights, coaching and confidence to be the leader the world needs.
Diverse and inclusive culture: You’ll be embraced for who you are and empowered to use your voice to help others find theirs.

The exceptional EY experience. It’s yours to build.

The preferred applicant will be subject to employment screening by EY or by their external third party provider. Regarding this role, the minimum salary is $90,000 including 10% superannuation.

As this is an Expression of Interest, there can sometimes be a delay in our response. We thank you for your application and hope to be in touch very soon.

EY | Building a better working world

EY exists to build a better working world, helping to create long-term value for clients, people and society and build trust in the capital markets.

Enabled by data and technology, diverse EY teams in over 150 countries provide trust through assurance and help clients grow, transform and operate.

Working across assurance, consulting, law, strategy, tax and transactions, EY teams ask better questions to find new answers for the complex issues facing our world today."
16,"Our dynamic and internationally recognised research company Optimum Patient Care, (OPC) is looking for a highly motivated and dynamic member to join our research analytics team."
17,"Immediate Start
Great company values and culture
Able to work remotely
This is an excellent opportunity for a Data Analyst to work at Sanitarium Health & Wellbeing, a highly respected food manufacturing company based locally on the Central Coast. The opportunity offers an immediate start and will give the successful candidate the chance to design Business Intelligence solutions that will allow data driven business outcomes across a wide range of areas in the business.
Sanitarium Health Food Company is Australian owned and a leader in the food industry with much loved brands and category leaders like Weet-Bix, Up&Go and So Good. Sanitarium's mission is focused on improving health and wellbeing in our community and as an organisation it is recognised as one of Australia's most trusted brands.

The Role
You will be part of a small BI team with responsibilities for corporate reporting across a wide area of the business.
The role includes the design, testing and support of reporting and analytics solutions that will allow the business to get insights from its data through KPIs designed to measure progress and performance of each part of the business. This will involve interactions with business and operational stakeholders to identify opportunities to leverage data, removing pain points and maximise the value of data.
The successful candidate will have strong understanding of data mapping and data integration concepts as well as great knowledge of PowerBI and other reporting tools. Good knowledge of SQL is required to enable analysis of data in our datalake and other data sources.
The right candidate will be able to analyse large datasets, detect patterns and identify the most appropriate way to measure performance and progress.
The successful candidate must be a self-starter, who can pick things up quickly, and who can work unsupervised dealing with business stakeholders. The role requires an excellent eye for detail, and a diligent attitude to understand and resolve issues relating to complex business logic.

To be successful in this role you must have:
Excellent analytical skills - ability to validate business rules from large volumes of data
Great SQL experience used to model large datasets efficiently
Excellent reporting design (PowerBI & Excel)
Good stakeholders communication skills - ability to proactively identify, communicate and document process improvement opportunities driven by data analytics
Desirable
SAP ECC knowledge (MM, SD, FICO, PP)

We are an organisation driven by our mission and values. If you share our passion for what we do, our products and can respect our Christian based principles then this is a great opportunity for you.



Type: Permanent
Category: I.T.
Reference ID: SA0SANKB000126
Date Posted: 04/05/2022"
18,"A new and exciting opportunity to join the National Supply Chain department of ALDI Stores, based in Minchinbury, NSW. This is a permanent full-time opportunity.


As a Supply Chain Analyst, you will be responsible for maintaining project timelines, while ensuring all objectives and communication requirements are being delivered to the National Supply Chain teams, and wider business. The successful candidate with be comfortable in a fast-paced FMCG environment, while possessing technical reporting and analytical abilities to improve Supply Chain project performance and strategy and support operational activities.


What's in it for you?
Market leading remuneration - $124,900 - $142,500 including super
5 weeks annual leave
Hybrid working model - Up to 10 days a month working from home
Make an impact on the ALDI supply chain and see your work in action


Selection criteria:
3 years’ experience in Data Analytics, ideally with in a Supply Chain environment
Advanced analytical skills, including capturing, processing, and organising data to uncover actionable insights
Demonstrated ability to maintain project timeframes, objectives, and communications
Proven experience in creating and managing data spreadsheets, documentation, slide decks and reports for projects
Automation experience is highly valued
Good communication skills and ability to present analytical findings


Your responsibilities:
Plan, execute and prioritise across multiple Supply Chain projects and deadlines
Track, forecast and report on project progress
Identify opportunities for improvement within Supply Chain projects, providing actionable insights for operational and strategic decisions
Collate the necessary data and information required for project business cases and global reporting requirement
Verify data and information and analyse it to suit the direction of a project
Visualise data by creating and maintaining meaningful project reports and dashboards
Consolidate multiple data sources and analysing patterns, trends, anomalies, and root causes
#LI-Hybrid
#LI_Hybrid"
19,"Data Analyst – 1800RESPECT
Telstra Health is proud to work collaboratively with the Australian Government and specialist partners in preparation for the delivery of 1800RESPECT from 1 July 2022, as the national front door for people experiencing, or at risk of experiencing, domestic, family and sexual violence (DFSV) and workplace sexual harassment (WSH).
Vision: to achieve a significant reduction across the Australian community in the prevalence and impacts of domestic, family and sexual violence, including workplace sexual harassment - by improving first response processes, national sector integration, service reach and responsiveness to diverse groups; by strengthening community engagement; and by continuous enhancement of staff skills and technology.
Mission: to deliver a free, 24 hours per day, 7 days per week national service that provides information, counselling support and referrals to people experiencing, or at risk of, domestic, family and sexual violence, including workplace sexual harassment.
Purpose: to provide an accessible, high quality, clinically-informed and evidence-based service that meets the diverse needs and complex considerations of individuals seeking support.

About the role
The Data Analyst will support the Referral Pathways Coordinator in the development and maintenance of a service directory that remains representative of the diverse needs of individuals seeking support, so that they can access a high quality and safe service.

How you can help us achieve a sustained reduction across the Australian community in the prevalence and impacts of Domestic, Family & Sexual Violence (DFSV) through:
The Data Analyst conducts focussed research and analysis on the 1800RESPECT service directory, highlighting any gaps in service provision that would impact the delivery of support for people accessing the service, and maintains the directory as an up to date and representative resource for the service.
You will achieve this by:
Conducting desktop research into service providers to validate service details in order to develop and maintain a provider directory, that supports appropriate referrals based on the service user geography and immediate need
Working with internal and external stakeholders to develop safe, high quality and seamless referral pathways from the service to a range of other service providers nationally. These pathways will need to consider the most appropriate pathways for a range of different service users based on their needs, where they live, and what services are available locally or nationally.
Working with the team to review data and feedback from service users to determine the effectiveness of the referral pathways, preparing appropriate reporting to leadership and the service delivery stream to highlight gaps and opportunities
Ensuring service details are kept up to date in Salesforce
Work closely with the Cultural Engagement Coordinator to ensure that the needs of hard to reach groups are reflected in the referral pathways
The role will be expected to regularly collaborate with internal multidisciplinary teams.
Conducting analysis and providing reporting on the ways in which the service directory is being used in delivery of the service
Performing data analysis and delivering reports for internal and external meetings and governance forums
Ensure that all data assets, processes and systems have adequate documentation in place to ensure no single points of failure
About you
Experienced in research, reporting and analysis
Proficiency in office suite
Knowledge of Salesforce is desirable
Comfortable utilising multiple applications
Excellent customer service and relationship management skill
Knowledge of community services and types of service providers is highly regarded

What you’ll get from us:
Training and professional development
25% discount on Telstra services including home broadband and post-paid mobiles
Free 24/7 professional and confidential support for you and your family
Employee rewards program that includes discounts on shopping, gym memberships, movie tickets, health insurance and more
A supportive and inclusive working environment where you can bring your whole self to work
Flexible work including the ability to work from home with all equipment provided
Multiple leave options including paid parental, family and domestic violence leave, cultural, volunteer, study and pandemic leave, as well as the option to purchase additional leave.

We encourage people from all backgrounds, and across Australia to apply for roles in the delivery of this service.
To ensure the safety and well-being of our people and customers, this role will require the successful candidate to be vaccinated against Covid-19. However, please speak to us if you have any questions about this based on your individual circumstances.
We are a Circle Back Initiative Employer. We commit to respond to every applicant, and you will hear back from us soon."
20,"Want to do the best work of your life? Make your mark at Europe’s leading entertainment brand. Our people make Sky a truly exciting and inclusive place to work – a place where you can be yourself and let your skills shine.

As an Observability Ops Data Analyst, you’ll be working across multiple OTT domains with teams in Europe and North America. Building and combining knowledge against vast amounts of technology and tracking the performance, health and stability of our platform tied directly into the delivery of the best possible experience for our customers.

What you'll do:
Ensure all events/alerts/indicators are prioritised, detailed analysis is completed within the team to address or localise the behaviour and additionally support active investigations
Breakdown traditional alerting based eyes-on-glass way of working, allowing us to a deliver a modern world beating AI Ops function
Ensuring across the entire team we can provide detailed analysis & diagnostics for investigations, speeding up the resolution time, and reducing the overall impact to our customers / or platform
Drive continuous improvements to the function, continually provide guidance and mentoring across the operational teams
Responsible for local investigation comms / weekly & monthly reporting, ensuring additionally senior management are continually informed of priority investigations

What you'll bring:
Strong influencing and relationship management skills, with an excellent track record of quality; delegation/mentoring/coaching for appropriate outcomes
Excellent ability to manage multiple high priority efforts/ competing priorities and flexibility to adjust to changing requirements, schedules, and priorities
Outstanding interpersonal skills
Significant experience of working in a highly technical operational environment, with the ability to drive investigations with technical and non-technical teams
Organisational awareness-knowledge of managing both internal stakeholders and counterparts in interfacing organisations. Ability to think of approach beyond establishing traditional support arrangement boundaries for internal service management

Department overview:

We’re the Product Hub. We’re the team behind your favourite Sky products, and the platforms that power them. We make every moment magical, everywhere. Our team is made up of self-motivated, big thinkers who have a knack for solving problems and find new ways to captivate millions of customers by putting them at the heart of everything we do. From Sky Glass, Sky Q, Peacock and NOW to news and sports apps, we make entertainment even better and we can’t wait to get started on what’s next.

Team overview:
Global OTT Technology
Our team develops and supports market-leading video streaming services, underpinned by state-of-the-art engineering principles. We do this at huge scale: for over 50 million customers globally, spanning NBCUniversal Peacock in the US and Sky, NOW and SkyShowtime across Europe. No matter the device, the time or the place, we make sure that our diverse audiences can easily find and enjoy whatever they want to watch, choosing from the world’s best entertainment, news and sport.

The Rewards:
There's a reason people can't stop talking about #LifeAtSky. Our great range of rewards really are something special, here are just a few:
Sky Q, for the TV you love all in one place
A generous pension package
Private healthcare
Discounted mobile and broadband
Access a wide range of exclusive Sky VIP rewards and experiences

Where you'll work:
Osterley:
Our Osterley Campus is a 10-minute walk from Syon Lane train station. Or you can hop on one of our free shuttle buses that run to and from Osterley, Gunnersbury, Ealing Broadway and South Ealing tube stations. There’s also plenty of bike shelters and showers.
On campus, you’ll find 13 subsidised restaurants, cafes, and a Waitrose. You can keep in shape at our subsidised gym, catch the latest shows and movies at our cinema, get your car washed and even get pampered at our beauty salon.

Inclusion:
We take pride in our approach to diversity and inclusion: we’ve been recognised by The Times and Stonewall for this, and we’ve committed £30million to support the fight against racial injustice. We’ve also set ambitious targets for increasing ethnic diversity and representation throughout our organisation.
At Sky we don’t just look at your CV. We’re more focused on who you are and your potential. We also know that everyone has a life outside work, so we're happy to discuss flexible working.
And we'll do everything we can to support you during your application. If you need us to make any adjustments to our recruitment process, speak to our recruitment team who will be happy to support you.
Why wait?

Apply now to build an amazing career and be part of a brilliant team. We can’t wait to hear from you.

To find out more about working with us, search #LifeAtSky on social media. A job you love to talk about.
Just so you know: if your application is successful, we’ll ask you to complete a criminal record check. And depending on the role you have applied for and the nature of any convictions you may have, we might have to withdraw the offer."
21,"An exciting opportunity has become available for an experienced Program Evaluation Analyst (PEA) to join the WIL (Work Integrated Learning) Transformation Project at Swinburne. In this role, you will design, develop and deliver data analysis and evaluation support, centered on work integrated learning (WIL), career development learning, and employability. You will also be responsible for developing and delivering evaluation measures, data analysis and reporting as part of the WIL Transformation Project.

You will play a key role in reporting on the achievement of institutional and business area KPIs, as well as the development, integration, analysis and reporting of evaluation measures of project engagement and impact.

Drawing on their expertise in project and initiative evaluation design and statistical analysis, the incumbent will develop and interrogate data sets, conduct analyses and provide complex advice and reporting. The role demands an innovative approach with evolving analytical techniques. It also requires outstanding communication and interpersonal capabilities, to work with a wide range of data and reporting stakeholders.

Reporting to the Senior Project Manager, WIL, this role sits within the Employability Unit within the Education, Experience and Employability Portfolio. You will also be part of the WIL Transformation project team, also including a Learning & Teaching Consultant, Senior Business Analyst, and Careers Consultant.

Swinburne’s WIL Transformation strategic project comprises nine work packages, in particular, as the PEA you will take a leadership role in development and integration of evaluation and success and contribute expertise to the achievement of deliverables within the other work packages.

About Swinburne University of Technology
Swinburne is a young university with a long history. As a dual-sector university of technology, born of a technical college, we are proud of Swinburne’s technology DNA, and of our national and global standing. Our contribution to Technology, Entrepreneurship, Innovation and the STEM disciplines, and our track record of meaningful industry and community engagement, are natural manifestations of the legacy initiated by the vision of our founders George and Ethel Swinburne in 1902. We offer postgraduate, undergraduate, vocational education and online education to provide students with a variety of work-relevant pathways.


About you
To be suitable for the role you will have:

A degree in a field such as education, psychology, social sciences or economics with an emphasis on data analysis for research and/or business intelligence, with subsequent relevant experience; or extensive experience and specialist expertise.


Demonstrated ability to refine, develop and use educational program, project and initiative evaluation approaches and measures, including of program impact


Advanced applied univariate and multivariate statistical data analysis skills, and sound qualitative data analysis skills


Proven ability to retrieve, cleanse, combine, manipulate and analyse data from different sources to answer evaluative questions


Advanced use of statistical software and business intelligence tools (such as SPSS, SAS, Stata, R, Tableau, Power BI) and Microsoft Excel for data analysis

A full list of selection criteria is available within the position description.


Benefits
To find out more about the extensive range of benefits offered to Swinburne employees please visit Careers at Swinburne and refer to ‘Benefits’ section.

How to apply and further information
To view the position description or to start an application please click on apply or ‘begin’ and submit a resume, cover letter and a response to the Key Selection Criteria, as listed in the position description.

For further information about this position, contact Jaci Blumhagen - Senior Project Manager, WIL - jblumhagen@swin.edu.au

If you are experiencing technical difficulties with your application, please contact the Recruitment team on staffrecruitment@swin.edu.au

Diversity and Inclusion
Equity and diversity are integral to achieving our 2025 vision of bringing people and technology together to build a better world. Swinburne is a large and culturally diverse organisation and we are proud of our commitment to equity and inclusion through key initiatives such as:


Reconciliation Action Plan


Charter of Cultural Diversity


Science in Australia Gender Equity (SAGE) Action Plan

Swinburne LGBTIQA+ Pride, Gender Equality, Accessibility and Intergenerational inclusion strategies

For further information on all our initiatives visit our equity and diversity website. We welcome and encourage applicants from diverse backgrounds to apply.

Assistance and Support
We are committed to making the recruitment process fair and equitable for all our candidates. If you have specific accessibility or support requirements please contact Maree Norden, Diversity & Inclusion Manager at inclusion@swin.edu.au. For support or queries related to Aboriginal and Torres Strait Islander employment, please contact Timothy Werner at DeadlyCareers@swin.edu.au

Swinburne offers flexible working options, leave and parenting/carer policies to support work life balance.

Orders from Victoria’s Minister for Health require all Swinburne workers to be fully vaccinated against COVID-19, unless they are an Excepted Person as defined by the Pandemic COVID-19 Mandatory Vaccination (Specified Workers) 2021 Order (No. 1). All applicants must therefore be able to comply with this requirement.



Applications close at 5pm, Friday 3rd June 2022.

(Agency enquiries will not be accepted for this position)

#LI-SW"
22,"Job no: 924963
Work type: Full-time
Location: Geelong

Business Analyst Data Consultant
Full time, fixed term role until 30 September 2023
Geelong office location, with flexibility to work from home in line with TAC’s flexible working guidelines
Salary $122,296 plus superannuation
Our Story
The TAC is a Victorian Government-owned organisation whose role is to promote road safety, support those who have been injured on our roads and help them get their lives back on track.
To hear more about our story, follow this link:
https://www.tac.vic.gov.au/about-the-tac/our-organisation/what-we-do
About the Role
The successful incumbent will be responsible for performing business analysis, data analysis and relationship management using the available data to improve business efficiency, productivity and performance.
About the Team
This role will be a part of our Business Analysis team within the Scheme Insights branch. The team has a fantastic culture who promote an inclusive, supportive and collaborative team environment, and you will be challenged to achieve personal and business goals.
A Day in the Life
Develop and make recommendations for business solutions to improve business efficiency, productivity, performance and KPI’s.
Maintain strong working relationships with several key stakeholders
Conduct research, risk analysis and contingency plans
Develop, present and influence business solutions based on data
Support your assigned division to work through the proposed solutions
Document detailed and clear business requirements, ensuring translation for business users whilst maintaining specific detail for developers
Manage the assigned division’s request priorities in line with TAC organisational priorities and competing demand
What you’ll need to succeed
Strong communication skills and demonstrated experience in building relationships with internal and external stakeholders
Experience in a Business Analyst role with a focus on data, reporting and performance.
Experience and strong background in business analysis techniques and tools
Ability to translate complex technical documents and critical thinking
Demonstrated experience with corporate reporting software and tools and their associated visualisation in a data warehouse environment (relevant examples include: Power BI, SAS, Excel, SAS VA, SQL, Qlik Sense, Tableau, Data Vault 2.0)
Why join the TAC?
We foster an engaged and inclusive culture; our 2021 survey results show 95% of our employees feel proud to work for the TAC. Our people enjoy a range of rewarding benefits, including:
Competitive remuneration, annual bonus and salary packaging options
Genuine work-life balance with attractive leave options and work flexibility
A comprehensive wellbeing calendar of events and initiatives
Extensive professional development opportunities
Read more here: http://www.tac.vic.gov.au/about-the-tac/careers/our-employment-benefits
Together, our differences make us stronger
At the TAC, we believe that a diverse workforce operating within an inclusive culture is critical to achieving our purpose. We promote a workplace that actively seeks to include, respect and value the unique contributions of all people, because we believe that together, our differences make us stronger.
We are committed to inclusion, diversity and accessibility in our employment practices, and encourage Aboriginal and Torres Strait Island people, people with disability, women and gender diverse people, culturally diverse and LGBTIQ+ people to apply for our roles. If we can assist you with any reasonable adjustments in order to submit your application for this role, please contact the TAC People & Culture Team on (03) 5225 7500 or via email at People_Culture@tac.vic.gov.au and a member of the team will be in touch.
The Transport Accident Commission is committed to the health, safety and wellbeing of employees. This includes complying with the Chief Health Officer’s directions, including the TAC’s requirements to collect, record and hold vaccination information about its employees. Successful applicants will be required to provide evidence of their COVID-19 vaccination status or medical exemption prior to commencing employment.
We’d love to hear from you
If this opportunity excites you, click APPLY to submit your Cover Letter and Resume today. Successful applicants will be contacted and progress to an assessment. All applicants will be advised of the outcome of their application.
For further information, please refer to the attached Position Description or contact People & Culture at people_culture@tac.vic.gov.au for a confidential discussion. Applications for this role will be accepted up until 11:55pm on Sunday 29 May 2022.
If this role isn’t quite right for you but you know of someone who would be interested, please feel free to share the ad with them.
Business Analyst - Data Consultant PD.pdf
Advertised: 16 May 2022 AUS Eastern Standard Time
Applications close: 29 May 2022 AUS Eastern Standard Time"
23,"About the Job:
Job description:
What makes Cognizant a unique place to work? The combination of rapid growth and an international and innovative environment! This is creating many opportunities for people like YOU — people with an entrepreneurial spirit who want to make a difference in this world.
At Cognizant, together with your colleagues from all around the world, you will collaborate on creating solutions for the world's leading companies and help them become more flexible, more innovative, and successful. Moreover, this is your chance to be part of the success story.
Roles and Responsibilities:
Develop Stream sets code extract the data from source production Oracle and Microsoft SQL Server databases and ingestion data to Snowflake data base.
Migration of the oracle golden gate code from Analytical Cluster to snowflake
Create the production data pipeline and ingestion data and verify the data flow.
Design, develop, optimize, and maintain data architecture and pipelines that adhere to ETL principles and business goals
Make data available for consumption (through APIs, Event based publish / subscribe, Data Mart provisioning).
Create and manage database objects, such as Tables, Views and stored procedures as per the business users reports requirement.
Created scripts to create new tables, views, queries for new enhancement in the application ·
Setting up GOLDEN GATE for replication and migration, hands-on experience in golden gate error handling and Coordinated with the downstream teams to provide the necessary stored procedures and the necessary insight into the data.
Troubleshoot the Golden gate issues, extract, pump, replicate and manger issues.
Configuration of Stream sets pipelines from heterogeneous environments and create the jobs and run in the scheduled time.
Create the database objects in the snowflake and provide the required permission to the users based on the business owner confirmation.
Responsible for end-to-end project delivery such as development, SIT support, UAT support etc.
Monitoring of the Stream Sets Pipeline jobs to make sure the data is processing to critical production systems.
Troubleshoot the issue on priority to fix the critical applications unavailability issues. ·
Migrate the OGG old versions to newer versions and develop the new OGG pipelines for Oracle and SQL server Systems.
Skill and Experience Requirements :
8 years of experience in data warehousing and multiple database technologies such as Oracle Database, EXADATA, MS –SQL Server, Stream Sets, Snowflake, Oracle Golden gate
5+ years of experience in Oracle Golden Gate (ETL) to integrate with multiple source systems, transform the data and load into multiple target systems such as Oracle, SQL server, flat files, Avro, JSON etc. · Having strong experience in writing SQL queries in various databases.
1+ years of experience in Snowflake and stream sets to create semantic layer design and create reports based on business requirements.
Good hands-on experience on Stream Sets pipeline creation and scheduling the jobs and troubleshooting the critical production pipeline issues.
Salary Range: >$100,000
Next Steps:
If you feel this opportunity suits you, or Cognizant is the type of organization you would like to join, we want to have a conversation with you! Please apply directly with us.
For a complete list of open opportunities with Cognizant, visit http://www.cognizant.com/careers
Cognizant is committed to providing Equal Employment Opportunities. Successful candidates will be required to undergo a background check.
About Cognizant:
Cognizant (Nasdaq-100: CTSH) is one of the world's leading professional services companies, transforming clients' business, operating and technology models for the digital era. Our unique industry-based, consultative approach helps clients envision, build and run more innovative and efficient businesses. Headquartered in the U.S., Cognizant is ranked 185 on the Fortune 500 and is consistently listed among the most admired companies in the world. Learn how Cognizant helps clients lead with digital at www.cognizant.com or follow us @Cognizant.
#LI-CTSAPAC
Employee Status : Full Time Employee
Shift : Day Job
Job Posting : May 11 2022
About Cognizant
Cognizant (Nasdaq-100: CTSH) is one of the world's leading professional services companies, transforming clients' business, operating and technology models for the digital era. Our unique industry-based, consultative approach helps clients envision, build and run more innovative and efficient businesses. Headquartered in the U.S., Cognizant is ranked 185 on the Fortune 500 and is consistently listed among the most admired companies in the world. Learn how Cognizant helps clients lead with digital at www.cognizant.com or follow us @Cognizant."
24,"The Department of Environment and Science (DES) recognises the enormous value a clean environment, innovative society and economy, and vibrant culture makes to Queenslanders' lives. As a diverse organisation, the department brings together environment, heritage protection, national parks, science, and youth affairs functions to help achieve government objectives for a better Queensland. The DES Delivery Office was established in 2019 and exists to provide a portfolio view of the department's key initiatives and to work with program managers to resolve conflicting priorities, dependencies, risks and issues and to provide regular progress reports to the Executive and Minister. The DDO is on a drive to enhance the user experience of its reporting tool and to improve the quality and impact of reports to ensure maximum impact and value for decision-makers.
The Senior Data and Reporting Analyst is a technical position that requires a demonstrated high-level experience in building, maintaining, and improving the DDO business intelligence products on the Microsoft Office 365 platform (including Sharepoint, PowerApps, Power Automate and PowerBI) to help improve business performance. This includes the ability to build and maintain reports and data visualisations that create visual impact and support data analysis on project and organisation-related matters (e.g., project status, delivery performance, conflicting priorities, dependencies, risks, and issues). The role also includes the provision of specialist advice to the team Director and other areas of the department.
Working in the DDO provides a great opportunity to use your creativity and expertise to produce innovative, impactful visual solutions for our customers. You will gain exposure to the diverse agency work program and build relationships with people across the department. You can share your skills and be recognised as one of the agency experts in your data collection and visualisation solutions. The team is primarily Brisbane-based, but the role also offers flexibility in work location including up to 50 per cent work from home option.
The ideal candidate will: - respond positively to problem solving challenges that may involve some ambiguity, or evolving priorities and deadlines; - be creative but also have a good attention to detail, respected by peers and superiors and have a reputation for getting things done;- be excellent communicators, collaborative in nature and open to sharing their skills;- be willing to share skills and learnings, open to agile structures including 'leaning in' to help the team.Applications to remain current for 12 months.Job Ad Reference: QLD/418579/22Closing Date: Thursday, 19 May 2022This work is licensed under a Creative Commons Attribution 3.0 Australia License."
25,"Job Description
Location: Melbourne | CBD
Job type: Full time / Fixed Term 30 June 2024
Organisation: Sustainability Victoria
Salary: $88,955 - $100,930
Occupation: Analyst
Reference: VG/4534365
We are at the forefront of transitioning Victoria to a circular, climate-resilient economy. Our vision is simple – drive down emissions and reduce our waste. We employ the brightest minds, create the boldest plans and stay true to our vision. Our relationships with the industry, government, private and community sectors are what primes Victoria to deliver economic growth and sector resilience. Collectively our work, when combined, drives down emissions towards zero net levels and reduces waste – because everyone deserves a cleaner environment now, and for decades to come. We are listed in the AFR Boss Best Places to Work for 2022 in the Government, Education & Not-For-Profit sector. We are an agency of the Victorian Government. Join us.
About the role
Do you love visualising and interpreting complex data for influential decision makers?
Do you want to unveil where Victoria's recycling is going – and how we can do better?
Are you able to work with high and lower-quality data as we embark on this journey?
If you want to solve some of Victoria's trickiest problems, have a genuine impact on decisions, and work flexibly with a creative and diverse team - come join the (Recycling) Data Insights & Intelligence Branch as our new Data Analyst – Visualisation.
About you
As our main in-house Data Analyst Visualisation, you will analyse data from many sources through platforms such as Power BI to identify new insights for managing Victoria's waste, recycling, and ‘circular' economy. You will use these data and insights to deliver compelling visualisations, presentations, and other information products for Victorian Government executives, industry, communities, and Ministers.
About us
Sustainability Victoria (SV) is a trusted delivery agency of the Victorian Government and a market enabler. We are passionate about creating a future where waste is designed out of the system and products and materials stay in our economy for as long as possible.
What next?
Applications including a resume and statement addressing the Key Selection Criteria are to be submitted online. All documents are to be attached as a Microsoft Office Word document. Applications not addressing the Key Selection Criteria may not be considered."
