,0
10,"Macquarie is seeking an energetic and experienced Trading Analyst to join its Asian Power, Gas and Emissions team.

Based in Sydney, you will join a team with an active trading, structuring and financing presence across a number of energy and environmental markets in the region including Australia, Japan, New Zealand and Singapore. The team engages in these markets in a number of ways including financial trading and derivatives sales, physical supply and delivery, and value creation for our clients by combining our trading and risk management capabilities to provide innovative solutions. You will have exposure to a fast paced trading desk that is dealing at the forefront of the changing nature of both Australian power and regional carbon markets.

We are looking for a commercially driven individual to join our growing team in an electricity/carbon analyst and execution role. You will have responsibility for analysing market data across electricity and carbon markets, creating pricing models as well as providing support to traders with real-time position keeping, deal recording and trade execution. You will demonstrate the ability to think independently to provide innovative products and solutions to existing and new clients and counterparties, drawing on your experience and interest in global energy markets and the energy transition.

You will demonstrate success in this role through the ability to analyse market data, create models which forecast supply/demand dynamics, support the trading desk operations and possess a strong knowledge of electricity and carbon policies across Australia and New Zealand. This role will suit those with a keen interest in energy and environmental markets, a strong commercial drive and outcome focus, passion for innovating and exploring new markets and opportunities in volatile and dynamic markets in a fast paced setting.

To be successful in the role, ideally you will come with:


3-5 years of experience in the National Electricity Market
Strong commercial acumen, drive and outcome focus
Demonstrated power and carbon trading experience and ability to independently interact with internal and external stakeholders of different seniority
Intellectual curiosity for energy markets and commercial opportunities arising from energy transition
Strong financial literacy including understanding of financial products and derivatives, ability to analyse market data to articulate broader themes and modelling skills in Excel
Demonstrated experience in an analyst/power trading role within the NEM and the development of new opportunities



About Commodities and Global Markets
Commodities and Global Markets provides clients with an integrated, end-to-end offering across global markets including equities, fixed income, foreign exchange and commodities.
Our commitment to Diversity, Equity and Inclusion
The diversity of our people is one of our greatest strengths. An inclusive and equitable environment enables us to deliver innovative and sustainable outcomes for our people, clients, shareholders and communities. From day one, you'll be encouraged to be yourself and supported to perform at your best. If our purpose of ‘empowering people to innovate and invest for a better future’ is as inspiring to you as it is to us, please apply. With the right technology, support and resources, our people can work in a range of flexible ways.
We are committed to providing a working environment that embraces and values diversity, equity and inclusion. We encourage candidates to speak with a member of our recruitment team if you require adjustments to our recruitment process to support you, and the type of working arrangements that would help you thrive.


About Macquarie
A career at Macquarie means you’ll have the opportunity to develop and utilise new skills, explore interesting fields and do challenging work that will impact the lives of people around the world—whether it’s accelerating the green energy transition, helping sustain global food supplies, financing social housing projects or investing in essential infrastructure. At Macquarie, we’re empowering people to innovate and invest for a better future.
Our size and international presence means your work can take you anywhere—across business groups, disciplines, sectors and borders. With 17,000+ employees and offices in 33 markets around the world, we’re a truly global organisation.
You’ll be supported by a diverse team where the unique perspectives, ideas and experiences that all of our people bring are valued. You’ll be empowered to address unmet needs in our communities whilst advising and investing alongside our clients and partners. Working with us, you’ll have the opportunity to make a difference.
Macquarie is a global financial group providing clients with asset management, retail and business banking, wealth management, leasing and asset financing, market access, commodity trading, renewables development, specialist advisory, capital raising and principal investment.


Job no: CGM-964468
Work type: Permanent - Full time
Location: Sydney
Category: Mid-level, Commodities, Data & Analytics, Trading
Group: Commodities and Global Markets
Division: Commodity Markets and Finance
Recruiter: Reveka Papadopoulos
Opening Date: 13/4/2022"
11,"READY FOR ANYTHING


At IAG, we live and work by our purpose to make your world a safer place. We are motivated by a unique culture that celebrates honesty, creativity, empathy, equity and collaboration. We call it the IAG way, and it means we all share a ‘ready for anything’ mindset that sets the tone for positive actions and positive outcomes. We put heart into everything we do which guides us to create amazing things for our customers, our people and our communities.


We’re brimming with ideas, ambition and a readiness to apply bold thinking and risk awareness to make a difference where it matters most.


As the largest general insurance group in Australia and New Zealand, we own some of the region’s most trusted brands, including NRMA Insurance, CGU, SGIO, SGIC and WFI. We are ready for anything.


We have an exciting opportunity for a Reporting & Governance Analyst to join our team. The purpose of this role is to support the delivery of Decommissioning and Technical Debt services to squads across Technology in accordance with established frameworks. For your role to make a difference, you will work collaboratively with projects, initiatives, remediation and/or continuous improvement activity, acting as a SME providing advice, guidance and deliverables as required.


Key Responsibilities


Enable effective and efficient project delivery through the design, implementation, evolution and management of systems and processes including but not limited to:
Lead the establishment and ongoing maintenance of the Decommissioning Delivery and Technical Debt framework and associated templates, tools and governance
Support maintenance of consolidated project and financials, including Decommissioning forecasts for both costs and benefits
Maintenance and provision of department capacity views
Ensure decom squad compliance with GT/ePMO demand and capacity obligations
Champion Agile and Lean methodologies, and drive a culture of accountability at source, collaboration, and continuous improvement towards a world leading contemporary delivery framework
Support project logistics as required


Skills & Experience


Undergraduate / postgraduate degrees in Science, Engineering, Business or IT qualifications preferred
3 years of demonstrable experience working in a project delivery environment
Demonstrated exposure to varying project delivery methodologies, including Agile or other frameworks
Good understanding use of Jira, Confluence SharePoint, Excel and Microsoft project & project management tools
Good working experience in project management -scope, budget, timeline & stakeholder management
Experience working with technical (application and infrastructure) and business stakeholders


Ready for anything? Let’s talk.


Start your career journey with us Applications close on 3rd of June at 23.59pm.


IAG rewards and recognises its people with generous benefits, career development opportunities and real work-life balance. Employees also enjoy 13% superannuation, up to 50% insurance discounts, flexible work and leave options, generous parental leave and return to work programs, various corporate partner discounts and a people-focused culture that celebrates achievements big and small.


Creating a workforce that actively embraces diversity, inclusion and a sense of belonging is key to our success. We believe in treating everyone fairly which means that inclusion, removing barriers, striving for equity and embracing diversity are woven through our values and behaviours. We encourage applications from all backgrounds and communities and are committed to providing a work environment that enables you to thrive, whatever your circumstances. If we can provide support with access requirements, alternative work arrangements please advise us via your application.


IAG has committed to the reconciliation movement in Australia for First Nations people and focus on providing a safe and supportive work environment for all our employees. More information on our Reconciliation Action Plan can be found on our company website."
12,"See yourself in our team
Technology is responsible for the world leading application of technology across every aspect of CommBank, from innovative product platforms for our customers to essential tools within our business.
Within Technology, the Chief Data and Analytics Office (CDAO) develops the Group’s data strategy, data policy, standards and governance, and provides Data Warehouse and Data Lake platforms, architectures, and enabling technologies. The team also facilitates a wide data analytics community that shares best practices and innovations, and builds data talent and capabilities.
You will work within the Risk Engineering team who are responsible for the revamp and migration of our credit decisioning engine.


Do work that matters
As a Senior Technical Business Analyst, you will provide specialist support for projects and operations by defining business and functional requirements and analyse business needs and requirements to identify opportunities for improvement in business and process.
Core Responsibilities
Convert business needs into functional designs using knowledge of system capabilities, data, rules, and architecture
Identify and manage gaps, determining the effectiveness of proposed solution, facilitate writing user stories with the team and develop Business Requirements documents and models
Work closely with stakeholders and change management to identify impacts to business processes as a result of system or application changes
Evaluate effectiveness of solution delivery (SDLC) tools, processes and methodologies, and make recommendations for continuous improvement
In depth data analysis and help inform business requirements
Work with data analytics and help to optimise and understand large amounts of data
Effectively communicate to stakeholders, manage conflicts, issues, and change to ensure stakeholders and project team members remain in agreement on solution scope.
Skills & Experience
Technical business analysis experience in banking/financial services domain
Strong SQL, data analysis skills. Ability to render analysis to business stakeholders
Ability to write requirements, user stories and use SQL in database management systems
Demonstrated experience for data/interface mapping and system integration
Strong communication skills required to comfortably deal with, manage and influence stakeholders
Demonstrated Agile experience working in large, complex teams.
If you have the above skill, experience and passion, we would love to hear from you! Apply today.
The health and safety of our people, customers and communities is our number one priority. This means that we require all of our employees to be fully vaccinated against COVID-19. Please speak to us if you have any questions about this based on your individual circumstances
If you're already part of the Commonwealth Bank Group (including Bankwest), you'll need to apply through Sidekick to submit a valid application. We’re keen to support you with the next step in your career.
We're aware of some accessibility issues on this site, particularly for screen reader users. We want to make finding your dream job as easy as possible, so if you require additional support please contact HR Direct on 1800 989 696.
Advertising End Date: 03/06/2022"
13,"Company Description

Welcome to This Australian Life.
From the millions of Australians we protect, to those that make it happen every day at TAL, people really are what we’re all about. We want to grow with you. Achieve with you. And support you to do your best work. That's why we're focused on developing leadership, promoting diversity, rewarding excellence and retaining great talent.
We're always looking for people who want to go further with us. People who do what’s right, aim high, and work smart. Why not see where we can go?


Job Description

As an IFRS17 Business Analyst you will work with the IFRS team, Finance, and managers across TAL to develop reports and ways of explaining TAL’s financial results to TAL’s management, shareholders and regulators. You will help drive and finalise required reporting, planning and budgeting solutions and long term forecasting including amendments to existing reports.
In this role you will be responsible for:
Implementing required changes for proforma Statutory Financial Reports
Documentation of accounting guidance notes and policies
Assisting with the changes required for TAL management, Dai-ichi (Ultimate Foreign Parent company) and Board reporting
Delivering necessary input and changes to long term planning and forecasting
Working with the Finance System Specialists to direct necessary mapping required for inputs into and out of general ledger
Finalising design of sub-ledger/general ledger
Developing a controls framework including data reconciliation


Qualifications

To be successful in this role you will have:
A chartered accountant qualification with a minimum 6 years’ experience (3 post qualification)
A strong and demonstrated understanding of existing standards (including IFRS 17 knowledge)
Experience working within Life Insurance
Good time management and prioritisation skills
Ability to investigate and resolve complex issues
High attention to detail
Direct experience in financial reporting and interpretation
Good communication and inter-personal skills
Strong stakeholder engagement
Strong Microsoft Office Suite skills
You’re always accountable for your actions. You never give up. You strive to find the best outcomes for customers and partners. And you value working together to find the best solutions for problems.

Additional Information

Work is a big part of this Australian life, and we work hard to make it one of the best parts. We don’t just say it; we do it. We offer a workplace that’s inclusive and flexible, supporting our people with options that let them make the most of their careers.
We know the value of having different people from all walks of life, with varied points of view and attributes regardless of their age, ethnicity, religion, sexual orientation, gender identity, intersex status or any disabilities they might be living with. We strive for a diverse and inclusive workplace where a sense of belonging encourages people to bring their full selves to work.
#LI-Hybrid
Everyone at TAL has a responsibility to do the right thing and is accountable for the way they conduct themselves. Our expectations are that you follow the principles set out in our Code of Conduct when you come to work every day. Risk management is everyone’s responsibility.
If you are already a TAL employee please apply via the SmartRecruiters button in Workday and navigate to the Employee Portal. This is important to ensure that your application is recorded accurately."
14,"Job description
Arvensys Technologies is a well-established organization offering Software Services and Partnered IT Products & Solutions. We are looking for a Business Analyst who will be the Vital link between our information technology capacity and our business objectives by implementing and ensuring the successful completion of analytical, building, testing and deployment tasks of our software needs based in Sydney NSW for a full time role.
ICT business analysts work with users to formulate system requirements, develop system plans and documentation, review and evaluate existing systems, and design and modify systems to meet users' business needs including Robotics Process Automation (RPA) technology to create automated solutions for the business. The role is a key link between the technical team, Process Excellence and business stakeholders to ensure effective solutions are delivered which drive meaningful and measurable business value.
The role will analyze and document complex business processes (AS-IS and TO-BE) for targeted processes. The candidate would also support the facilitation of discovery sessions across multiple teams and business units and lead the adoption / implementation activities associated within the business.
The Business Analyst works with cross-functional teams and business units to understand, challenge and provide thought leadership on strategy to achieve the company’s goals through business and technology transformation. They identify automation opportunities, define RPA value proposition and re-engineer processes to improve automation potential.
Key Responsibilities:
Partner with the Business Process Owner(s) and Process Excellence Team members to develop a deep end-to-end understanding of processes targeted for automation and outline the impacted processes and business requirements
Engage with cross-functional teams to develop business requirements documentation of the process to be automated in a manner that is understood by the business users and can be shared with solution design and development teams
Proactively communicate, collaborate, lead and participate in various stakeholder workshops and engagements like requirements gathering, validation, discovery playbacks and showcases, to deliver product’s functional requirements like screen, interface, and GUI designs.
Preparing artefacts supporting project delivery (traceability matrix, solutions gap analysis, support creation of service transition artefacts as required)
Works with Technical Team members to facilitate the planning and execution
Work with Business Units to perform value analysis (ROI) for the processes
Coordinate with the business and technical team to identify and provide support for solution designs for production issues and enhancements
Identify scope, benefits, constraints, and risks, capture and document current processes
Identify and document best practices
Facilitate sessions with stakeholders to drive out requirements
Consider change management implications for implementation of new processes
Deliver key business analysis artifacts, using best practices and tools, for the design, solution and execution of medium and large projects
Document and diagram the existing environment and data-flows
Gather non-functional requirements such as security, capacity performance and availability
Act as a liaison between business and technical resources
Recommend ‘to-be’ process map designs using Cross-functional flowcharts.
Define configuration specifications and business analysis requirements
Conduct Process diagnostics & opportunity identification
Define requirements, creating user stories
Help design, document and maintain system processes
Creating Business Case and ROI which can be submitted for review and approvals
Essential Knowledge and Skills:
Strong customer service focus with the proven ability to develop and maintain effective working relationships with team members, stakeholders and management. Demonstrate strong collaboration across all levels of the organization
Ability to work independently, with limited supervision
Effective Persuasive Communication including the ability to influence SMEs and business stakeholders toward change, automation and continuous improvement
Knowledge of best practices with process improvement and operational excellence
Understand the needs of and support a company with global operations
Ability to translate requirements into processes and controls
Strong analytical skills, coupled with a logical, disciplined and structured approach to documentation and procedures
Flexible and dynamic personality
Excellent spoken and written communication. Assertive and confident raising action points with senior individuals
Experience of working on major projects
Experience/knowledge of a range of technical platforms and solutions
Work with individuals to understand and build detailed process maps and business requirements documents
Ability to rapidly grasp processes and identify potential solutions
Integrate leading practices on process discovery & mapping into the day-to-day delivery of business requirements documents
A team player that is willing to learn and adapt in a high pace delivery environment
Desirable Knowledge and Skills:
Good to have JIRA, Confluence experience
Experience working with automation software (e.g., UiPath)
Experience writing SQL queries for data analysis
Job Types: Full-time, Permanent
Salary: $75,000.00 – $90,000.00 per year
Schedule:
8 hour shift
Work Authorisation:
Australia (Preferred)"
15,"Company Description

Welcome to This Australian Life.
From the millions of Australians we protect, to those that make it happen every day at TAL, people really are what we’re all about. We want to grow with you. Achieve with you. And support you to do your best work. That's why we're focused on developing leadership, promoting diversity, rewarding excellence and retaining great talent.
We're always looking for people who want to go further with us. People who do what’s right, aim high, and work smart. Why not see where we can go?


Job Description

As an IFRS17 Business Analyst you will work with the IFRS team, Finance, and managers across TAL to develop reports and ways of explaining TAL’s financial results to TAL’s management, shareholders and regulators. You will help drive and finalise required reporting, planning and budgeting solutions and long term forecasting including amendments to existing reports.
In this role you will be responsible for:
Implementing required changes for proforma Statutory Financial Reports
Documentation of accounting guidance notes and policies
Assisting with the changes required for TAL management, Dai-ichi (Ultimate Foreign Parent company) and Board reporting
Delivering necessary input and changes to long term planning and forecasting
Working with the Finance System Specialists to direct necessary mapping required for inputs into and out of general ledger
Finalising design of sub-ledger/general ledger
Developing a controls framework including data reconciliation


Qualifications

To be successful in this role you will have:
A chartered accountant qualification with a minimum 6 years’ experience (3 post qualification)
A strong and demonstrated understanding of existing standards (including IFRS 17 knowledge)
Experience working within Life Insurance
Good time management and prioritisation skills
Ability to investigate and resolve complex issues
High attention to detail
Direct experience in financial reporting and interpretation
Good communication and inter-personal skills
Strong stakeholder engagement
Strong Microsoft Office Suite skills
You’re always accountable for your actions. You never give up. You strive to find the best outcomes for customers and partners. And you value working together to find the best solutions for problems.

Additional Information

Work is a big part of this Australian life, and we work hard to make it one of the best parts. We don’t just say it; we do it. We offer a workplace that’s inclusive and flexible, supporting our people with options that let them make the most of their careers.
We know the value of having different people from all walks of life, with varied points of view and attributes regardless of their age, ethnicity, religion, sexual orientation, gender identity, intersex status or any disabilities they might be living with. We strive for a diverse and inclusive workplace where a sense of belonging encourages people to bring their full selves to work.
#LI-Hybrid
Everyone at TAL has a responsibility to do the right thing and is accountable for the way they conduct themselves. Our expectations are that you follow the principles set out in our Code of Conduct when you come to work every day. Risk management is everyone’s responsibility.
If you are already a TAL employee please apply via the SmartRecruiters button in Workday and navigate to the Employee Portal. This is important to ensure that your application is recorded accurately."
16,"Job description
Arvensys Technologies is a well-established organization offering Software Services and Partnered IT Products & Solutions. We are looking for a Business Analyst who will be the Vital link between our information technology capacity and our business objectives by implementing and ensuring the successful completion of analytical, building, testing and deployment tasks of our software needs based in Sydney NSW for a full time role.
ICT business analysts work with users to formulate system requirements, develop system plans and documentation, review and evaluate existing systems, and design and modify systems to meet users' business needs including Robotics Process Automation (RPA) technology to create automated solutions for the business. The role is a key link between the technical team, Process Excellence and business stakeholders to ensure effective solutions are delivered which drive meaningful and measurable business value.
The role will analyze and document complex business processes (AS-IS and TO-BE) for targeted processes. The candidate would also support the facilitation of discovery sessions across multiple teams and business units and lead the adoption / implementation activities associated within the business.
The Business Analyst works with cross-functional teams and business units to understand, challenge and provide thought leadership on strategy to achieve the company’s goals through business and technology transformation. They identify automation opportunities, define RPA value proposition and re-engineer processes to improve automation potential.
Key Responsibilities:
Partner with the Business Process Owner(s) and Process Excellence Team members to develop a deep end-to-end understanding of processes targeted for automation and outline the impacted processes and business requirements
Engage with cross-functional teams to develop business requirements documentation of the process to be automated in a manner that is understood by the business users and can be shared with solution design and development teams
Proactively communicate, collaborate, lead and participate in various stakeholder workshops and engagements like requirements gathering, validation, discovery playbacks and showcases, to deliver product’s functional requirements like screen, interface, and GUI designs.
Preparing artefacts supporting project delivery (traceability matrix, solutions gap analysis, support creation of service transition artefacts as required)
Works with Technical Team members to facilitate the planning and execution
Work with Business Units to perform value analysis (ROI) for the processes
Coordinate with the business and technical team to identify and provide support for solution designs for production issues and enhancements
Identify scope, benefits, constraints, and risks, capture and document current processes
Identify and document best practices
Facilitate sessions with stakeholders to drive out requirements
Consider change management implications for implementation of new processes
Deliver key business analysis artifacts, using best practices and tools, for the design, solution and execution of medium and large projects
Document and diagram the existing environment and data-flows
Gather non-functional requirements such as security, capacity performance and availability
Act as a liaison between business and technical resources
Recommend ‘to-be’ process map designs using Cross-functional flowcharts.
Define configuration specifications and business analysis requirements
Conduct Process diagnostics & opportunity identification
Define requirements, creating user stories
Help design, document and maintain system processes
Creating Business Case and ROI which can be submitted for review and approvals
Essential Knowledge and Skills:
Strong customer service focus with the proven ability to develop and maintain effective working relationships with team members, stakeholders and management. Demonstrate strong collaboration across all levels of the organization
Ability to work independently, with limited supervision
Effective Persuasive Communication including the ability to influence SMEs and business stakeholders toward change, automation and continuous improvement
Knowledge of best practices with process improvement and operational excellence
Understand the needs of and support a company with global operations
Ability to translate requirements into processes and controls
Strong analytical skills, coupled with a logical, disciplined and structured approach to documentation and procedures
Flexible and dynamic personality
Excellent spoken and written communication. Assertive and confident raising action points with senior individuals
Experience of working on major projects
Experience/knowledge of a range of technical platforms and solutions
Work with individuals to understand and build detailed process maps and business requirements documents
Ability to rapidly grasp processes and identify potential solutions
Integrate leading practices on process discovery & mapping into the day-to-day delivery of business requirements documents
A team player that is willing to learn and adapt in a high pace delivery environment
Desirable Knowledge and Skills:
Good to have JIRA, Confluence experience
Experience working with automation software (e.g., UiPath)
Experience writing SQL queries for data analysis
Job Types: Full-time, Permanent
Salary: $75,000.00 – $90,000.00 per year
Schedule:
8 hour shift
Work Authorisation:
Australia (Preferred)"
17,"Work with and contribute to a world class financial reporting team.
Our Financial Management Group’s strategy is to strengthen foundations and enable growth. It's through our culture of being curious, generous and bold that we are able to partner with our customers to deliver quality solutions for complex demands and adapt to market, business and regulatory-driven change.
Joining our Group Financial Reporting team in Sydney as an Executive, supporting the Head of Group Financial Reporting, your voice, passion, and vision will empower and steer this crucial team towards meeting their objectives.
This is an exciting and rare opportunity to develop breadth and depth of expertise, demonstrate measurable value and deliver key financial reports, several of which form part of the group’s reporting to its external stakeholders that include shareholders and other providers of capital. In this role you will be responsible for assisting in the production of key group external financial reporting deliverables that include group, bank and non-bank interim and annual financial statements, related regulatory reports and other reports that rely on related financial information.
With a global lens, you will be partnering with the broader financial reporting team as well as other finance teams group regulatory reporting teams, the group’s Accounting Policy and Advisory Group and Group Financial Planning and Analysis across our Financial Management Group and other functions such as our legal and governance team.
You will also be responsible for the production of several deliverables for the consideration of internal governance committees and participating in several financial reporting-related projects that contribute to the continued success of this function. In addition, you will assist in preparation of board audit committee documents and board papers.
Your knowledge of financial reporting and controls will be leveraged to regularly engage and consult with the data team, business units, risk management and the senior leadership team. You will also be interested in improving operational processes, providing financial reporting advice, interpreting regulatory reporting requirements within a business context and enjoy communicating with a variety of stakeholders.
You will also be involved in implementation of strategic projects including:
opportunities for automation
process improvement opportunities
creating efficiencies on a regular basis.
Your technical skills and qualifications will include:
a tertiary degree in Business/Commerce and hold or working towards a CA
previous experience and knowledge of Financial Statements and Accounting requirements and standards (Australian Accounting Standards / International Financial Reporting Standards)
good relationship building skills and stakeholder management skills will also be paramount to your success in this role.
If you have a collaborative approach, are curious with the ability to learn and adapt quickly whilst adhering to change, then apply today.
About the Financial Management Group
The Financial Management Group provides financial, tax and treasury services to all areas of Macquarie. The group is focused on providing strategic analysis and advice to Macquarie's businesses and senior management, managing Macquarie's funding, liquidity and capital position, ensuring Macquarie continues to meet regulatory and compliance obligations and managing Macquarie's corporate affairs.
Our commitment to Diversity, Equity and Inclusion
The diversity of our people is one of our greatest strengths. An inclusive and equitable environment enables us to deliver innovative and sustainable outcomes for our people, clients, shareholders and communities. From day one, you'll be encouraged to be yourself and supported to perform at your best. If our purpose of ‘empowering people to innovate and invest for a better future’ is as inspiring to you as it is to us, please apply. With the right technology, support and resources, our people can work in a range of flexible ways.
We are committed to providing a working environment that embraces and values diversity, equity and inclusion. We encourage candidates to speak with a member of our recruitment team if you require adjustments to our recruitment process to support you, and the type of working arrangements that would help you thrive.


About Macquarie
A career at Macquarie means you’ll have the opportunity to develop and utilise new skills, explore interesting fields and do challenging work that will impact the lives of people around the world—whether it’s accelerating the green energy transition, helping sustain global food supplies, financing social housing projects or investing in essential infrastructure. At Macquarie, we’re empowering people to innovate and invest for a better future.
Our size and international presence means your work can take you anywhere—across business groups, disciplines, sectors and borders. With 17,000+ employees and offices in 33 markets around the world, we’re a truly global organisation.
You’ll be supported by a diverse team where the unique perspectives, ideas and experiences that all of our people bring are valued. You’ll be empowered to address unmet needs in our communities whilst advising and investing alongside our clients and partners. Working with us, you’ll have the opportunity to make a difference.
Macquarie is a global financial group providing clients with asset management, retail and business banking, wealth management, leasing and asset financing, market access, commodity trading, renewables development, specialist advisory, capital raising and principal investment.


Job no: FMG-963468
Work type: Permanent - Full time
Location: Sydney
Category: Mid-level, Junior, Accounting & Finance
Group: Financial Management Group
Division: Finance
Recruiter: Badrul Alam
Opening Date: 25/2/2022"
18,"About Ofload
Ofload are the fastest growing technology start-up in the Australian logistics space with the ambitious goal of eliminating all waste in road freight. Every third truck on Australian roads today drives empty, we use technology to efficiently allocate supply and demand, and thereby eliminate the enormous waste in the industry.


Why join us?
We have just raised $20m Series A at $100m+ valuation!
Our business is set to grow by 10X in value to 1B in the next 24 months so it’s a huge opportunity to develop career defining moments.
Our team is outcomes focused - we value and embrace flexible working to enable your best working conditions.

More info about us and our amazing team:


About the opportunity
This role will be in our Operations team to conduct data analysis on industry and client data, assist in pricing/costing, work on large tender submissions, and other analytical tasks.

About you


You are a strong operator and enthusiastic self-starter who is eager to get your foot in the door as an early member at a fast paced, rapidly growing technology start up.
You want to get your hands dirty and assist in building data modelling from scratch, to assist in providing meaningful business insights
You take a high degree of ownership in your work and are ready to attack unfamiliar problems with high energy and a refusal to settle. You are enthusiastic to learn new skills and thrive in a fast-paced high growth environment.

Responsibilities


Conduct analysis of client and industry data such as volumes, pricing, freight flows, etc.
Working with the Sales and Operations teams to develop pricing
Assist in the optimisation of freight movements - a core part of our vision to reduce waste in the freight industry
General analysis for the Operations and Sales teams as required
Possess 2-3 years post-grad experience in a consulting, finance, or other similar analytical role
MUST have advanced Excel and data analytical skills
Ability to work proactively, loves a challenge, and is passionate about process improvement
Experience with SQL & Tableau will be advantageous
Great communication skills as you will be working with a wide range of stakeholders both internally and externally
More about our culture
We embrace our differences
To innovate, we collaborate
Change the game with Tech
Get behind the wheel at Ofload
Have a truckload of fun!

Benefits
Competitive salary
Flexible working hours, we value work-life balance
Gourmet shared breakfasts
Pet friendly offices
Sponsored social and team events
Yearly offsite event - 20% work 80% play!
Awesome Ofload swag
Cool warehouse office space with pool table, snacks, friday drinks and more

Awards & Articles about Ofload
Ofload gets $100m valuation with new $20m cash injection
Ofload an ABA100 Winner for Digital Innovation in The Australian Business Awards 2021
Ofload an ABA100® Winner for Tech Innovation in The Australian Business Awards 2021
Global VC Foundamental makes first local investment in Ofload
60th Supply Chain & Logistics Association of Australia Start-Up Award Finalist"
19,"2 Years Temporary, full-time role
Location – Armidale, Coffs Harbour, Dubbo or Queanbeyan (other locations within Regional NSW will be considered)
Salary from $99,431 plus super and leave loading
Clerk Grade 7/8
Who is the Department of Regional NSW? Why work for us?
Our Department is responsible for building resilient regional economies and communities, strengthening primary industries, managing the use of regional land, overseeing the state’s mineral and mining resources and ensuring government investment in regional NSW is fair and delivers positive outcomes for local communities and businesses.
We encourage applicants from all backgrounds including Aboriginal and Torres Strait Islander peoples, culturally and linguistically diverse groups, the LGBTIQ+ community, veterans, refugees, and people with disability. We support an inclusive workplace where staff have access to opportunities and resources at all levels, enabling our team members to drive innovation, productivity and delivery of high-quality services. We provide dignified access to reasonable adjustments both during the recruitment process and in the workplace. If you require reasonable adjustment during the recruitment process, please call or text the contact for this role.
About the role
The Investment Attraction Analyst is responsible for providing high quality data, advice and insights across priority sectors in Regional NSW to increase competitiveness and assist in the attraction of new investment, whilst supporting investors through a range of facilitation services.
Key responsibilities for the Investment Attraction Analyst role include, but not limited to:
Support the development and execution of investment attraction initiatives and provide fundamental data and insights to encourage inward investment
Prepare high quality presentations on industry sectors and trends, and advise on commercial opportunities
Contribute to advice to sector leads, Director and Executive Director on linkages between market trends, regional endowments, priority precincts and inward investment
Prepare and maintain project documentation for reporting, monitoring and evaluation and support effective decision making
Communicate with key stakeholders to support policy and legislative requirements for the delivery of divisional activities
Provide customer service and support investors in making strategic investment decisions through provision of facilitation services
This role will be delivering a range of project management and support services, given tight deadlines, limited resources and the need to manage competing priorities.
This role will report to the Investment Manager. To see the exciting projects the team is working on currently check out Invest Regional NSW: Overview | LinkedIn
About You
You will be a highly motivated professional with proven project and relationship management experience and the ability to manage client and stakeholder relationships professionally and confidently. You will have a passion and in-depth understanding of the issues facing Regional NSW, as well as the markets and industries that will play a key role in the development of our regions.
Key knowledge and experience
Knowledge of economic analysis and measurement methodologies, including contemporary models to undertake impact assessments of activities and projects.
Ability to identify key data points and prepare infographic documents to drive strategic investment discussions, including managing and updating data sets.
Understanding of commercial drivers and realities, and insight into how Government can support economic transformation.
Essential requirements
Tertiary qualifications in economics, trade, statistics, commerce, business management or public policy (with a strong data analysis component) or equivalent.
Experienced in contemporary data visualisation and presentation techniques including data dashboards and online presentation tools.
Evidence of the COVID-19 vaccination must be provided upon commencement of employment. This is a condition of engagement should you be successfully appointed to a position within the Department of Regional NSW (which includes Local Land Services and the Soil Conservation Service).
Current NSW Driver Licence
Applying for the Role
Apply by submitting a current resume and brief cover letter (maximum 2 pages) that outlines your skills and experience relevant to the role.
Application Closing Date – Thursday 26 May 2022 11:55pm
For further information about this opportunity please contact Mark McClean - Director Investment Attraction on 0412 981 110 or via mark.mcclean@regional.nsw.gov.au
Please view the role description here.
Additional Information
A talent pool may be created from this recruitment action for ongoing and temporary roles of the same standard that may become available for filling over the next eighteen months. The successful applicant in this role may be required to undergo a police check, health assessment and other assessments as required.
All Department of Regional NSW employees are required to show evidence of:
being fully vaccinated with a TGA approved COVID-19 vaccine and; or
having an approved medical contraindication.
You will be required to show proof of your COVID-19 vaccination status or approved COVID19 Vaccination medical exemption at the time of your application submission."
