,Unnamed: 0,0
42,42,"About Milwaukee
Milwaukee Tools is an industry leader in the manufacture of cordless & electric power tools, accessories, and hand tools. We pride ourselves on an unrelenting strategic focus on powerful brands, innovative products and exceptional people.

Our culture is centered around improving the lives of our users, something that not only drives our product development but underpins everything we do.
About the role
The key purpose of this role is work with the Research & Insights Manager and the wider team to launch and lead Milwaukee’s Research & Insights programmes and strategy
The Research & Insights Analyst will work with the wider Research & Insights team to generate a thorough understanding of the Australian and New Zealand end-user marketplace and competitive landscape. Using quantitative and qualitative methodologies, they will share understanding of market drivers and support strategic decision making across the business.
What will you do?
The Research & Insights Analyst will:
Regularly track, measure and report on Milwaukee brand health and market share to extract
maximum value for the business
Contribute to writing, set up and design of quantitative surveys
Moderate qualitative bulletin boards, groups and IDIs
Assist on key strategic research pieces to understand new markets and key opportunities
Identify, guide and optimise marketing and communications messaging to different audiences
Undertake analysis and compile ad hoc and quarterly reports
Present key findings of reports, including actionable insights for stakeholders, designed to
grow Milwaukee's revenue and market share
We are looking for the following qualities, skills and experience:
2+ years in Research & Insights and / or Marketing (including market research agencies)
Broad experience in qualitative and quantitative research methodologies
Ability to think commercially and strategically
An aptitude for project management
Strong organisational skills with the ability to manage multiple projects, stakeholders and deadlines
Ability to run data tables and conduct analysis in Q Software (or similar)
Any experience in running online insights communities or exposure to Voice of the Customer programmes would be appreciated (but is not essential)
Why Milwaukee?

In return, you will be rewarded with:
A competitive total remuneration package
Participation in a bonus scheme
Access to extremely generous company product discounts
A career defining leadership role
A key role in a fast growing and energetic global business
Greenfields environment with an opportunity to build a best practice team and capability
Make a meaningful impact to the business
Work within a collaborative and innovative culture
If you fit the above attributes and are excited at the prospect of joining a large, successful, and dynamic organisation, then please APPLY NOW"
43,43,"What is it like working at Harris Farm Markets?
Fun, fast paced and in IT you will have opportunity to work on multiple platforms and cutting-edge technologies. As family owned dynamic fresh food retailer who is rapidly growing, to thrive you will need to be open to being incredibly flexible and agile in order to meet business demands. In other words, it is busy and very fun!
As for our team, we are a small team of innovative developers who deliver quality solutions to the technical challenges of a rapidly growing company who have been a household name since 1971.
The Company
Harris Farm Markets has built a strong reputation for delivering good quality fresh food at great value for our customers.
For over 40 years we’ve remained 100% family owned and operated. We’re 26 stores (and counting) across Sydney and NSW and home to over 2,200 wonderful employees all with a common purpose, to reconnect Aussies with the joy of food.


The Role
We’re looking for a strong Business Intelligence & Data Warehouse Developer to join a fast-paced team to design and develop new BI solutions as well as redesigning the existing legacy solutions. The BI/DW Developer will also be responsible for the ongoing maintenance of those solutions. They will create & complete data requests & queries through visualization & reports, present the information that’s required to provide commercial insights to support a fast growing organisation.
You need to be an ideas person who can seek out ways to do your role smarter, thinking outside the box. This role is all about building a powerful BI capability that supports the evolution of business objectives & underpins exec level decision making such that they are better equipped & informed to drive the company forward.
We need to find the right person who can demonstrate proficiency in the following technologies:


About you
Essential skills/experience you will have
Experience evaluating and improving existing BI systems for legacy data warehouse
Experience designing the BI/DW to achieve optimal storage & reporting queries
Conducting troubleshooting on BI models
Working with senior developers to optimise database structures for existing BI systems in-place
Strong SQL (primary Microsoft SQL Server), working with advanced SQL concepts like stored procedures, views, functions and query optimization & performance tuning (Essential)
Strong SSIS (SQL Server Integration Services) skills for data integration and data modelling
Experience/Understanding in data warehouse design and concepts
Understanding of C# programming (Console applications)
Understanding of SSAS (SQL Server Analysis Services), MDX Queries, Partition management and processing
Maintaining data analytics platforms, preferred SSRS
Exposure to Oracle/MySQL/MariaDB databases and aware of PL/SQL programming
Non-essential skills/experience
Understanding of SSRS (SQL Server Reporting Services), to design reports and manage reporting platform
Exposure of QlikView/Qlik sense
Experience with Azure DevOps Source Control
If you have a keen interest in data science that would certainly be looked upon favourably as there is the potential for this role to evolve into having that flavour so any python experience would very beneficial.


Why you should apply
Work with an awesome team!
A highly varied role that will challenge you to think outside the box
Opportunity to work with multiple technologies and IT Platforms
Workplace Flexibility
25% Staff Discount"
44,44,"Growth opportunities across the end-to-end & cloud-based Data & Analytics
Exciting part-time opportunity to work either in Melbourne or Sydney office.
Flexible working arrangements



About BSA
The BSA Group is a comprehensive technical services contracting company that has successful long-term relationships with our clients, founded upon a commitment to provide innovative, flexible solutions and a culture that promotes continuous improvement. We comprise of two divisions, BSA|APS (Advanced Property Solutions) and BSA|CUI (Communications & Utility Infrastructure). BSA|APS designs, constructs and maintains the systems that make Australia’s buildings efficient, safe and comfortable. BSA|CUI is a national provider of strategic advice, design, implementation, operations and maintenance services, specializing in telecommunications networks and technologies.
We are a people business and an equal opportunity employer - we support and recognize the importance of a workplace culture that values diversity and inclusion. Proudly, our executive leadership team comprises of almost half female employees.

Position overview
As our Power BI Reporting Analyst , you will be responsible for building reports within power Bi and maintain all reporting within Power BI
You will have the ability to not only develop and present data and reporting but own it and take it a step further! You will identify the root causes of our performance and tell us the ‘why’ to support us in creating the right plans that align to our overall strategy and business goals. This is an exciting part-time opportunity to work either in our Melbourne (Dingley) or Sydney (Lidcombe) office.

Here is what you can expect:

Ensure working relationships with relevant internal and nbn stakeholders to ensure that their requirements for business improvement, data and reporting are met.
Agree Business Improvement projects and manage the customer interaction and Business
Improvement deliverables effectively
Ability to benchmark performance and identify which actions/approach are ‘best practice’ to standardize this and ensure our approach is aligned nationally
Ability to interpret data and provide relevant insights back to key stakeholders in a simple format to help shape our business plans and strategy
Attend and contribute to management meetings to discuss performance and determine actions with both peers and nbn stakeholders
Ensure adequate processes are in place within the business to enable timely, efficient, and accurate KPI analysis and reporting
Understand current and future industry trends together with likely changes to contract and business policies, technology and regulatory legislation affecting the business.
Here is what we require:

Tertiary qualifications in a relevant field
Experience in PowerBI is desirable.
Minimum 2-3 years practical experience in a Data Analytics/Insights related work environment.
Stakeholder management with ability to influence outcomes
Ability to promote thinking “outside the box” and develop plans to implement change
Strong attention to detail.
Why work with us:

A competitive salary package
Flexible work arrangements
Reward and Recognition program
Health & Wellbeing program
Learning and Development opportunities
Join us and be a part of a progressive culture that is enjoyable, flexible and results-driven.

If you believe you have the capabilities to succeed in this role, please do not hesitate to click “Apply for this job” and attach your cover letter and resume.

Please note, COVID-19 vaccination is a condition of employment for this position and the successful candidate will be subject to mandatory pre-employment checks including a Police Check. Should your application be unsuccessful, we will keep your details on file in case there are suitable vacancies in the future. If you do not wish for your details to be retained, please let us know by emailing Recruitment@BSA.com.au"
45,45,"Senior Data Analyst - Quality and Patient Safety (523197)
Department of Health
Clin Quality, Rgltn & Acred
CQRA - Clin Governance, Qlty & Ptnt Sfty


Applications must be submitted by Sunday 29 May, 2022 11:55 PM
Position details
Applications close:
Sunday 29 May, 2022 11:55 PM AEST


Award/Classification:
Health and Human Services (Tasmanian State Service) Award/General Stream, Band 6




Employment Type:
Part Time


Region:
North


Applicants are advised that in accordance with Tasmanian Public Health Directions, all employees of the Department of Health must be fully vaccinated against COVID-19. This step is critical in protecting both our health workforce and vulnerable Tasmanians in our care.
The Team:
The Clinical Quality, Regulation and Accreditation Group (CQRA) consolidates specialist advice on health professional, policy and clinical issues impacting the Tasmanian health system, to the Secretary of the Department of Health (DoH).
The Role:
The Senior Data Analyst - Quality and Patient Safety contributes to the successful positioning of the Agency as a leader in the provision of high quality, accountable and measurable healthcare, both internally and externally, by:
Acting as an expert resource to the statewide Quality and Patient Safety Service (QPSS) within Clinical Quality, Regulation and Accreditation regarding clinical data and information management indicators associated with the service.
Providing data analytics services to the statewide QPSS, including the provision and management of relevant, high quality informatics.
Working extensively with the QPSS teams within the services/regions and clinicians to promote and support the effective use of data through development of data analysis and reporting mechanisms that meet the strategic plan for the Service.
Producing regular reports for governing entities that reflect Patient Safety, Quality Improvement and Compliance System Key Performance Indicators.
Note: - Please refer to the Statement of Duties for all the selection criteria of this position to address in your application.
Details of Appointment:
Permanent, part time day work position working 7.6 hours per fortnight commencing 6 June 2022.
notwithstanding hours may be negotiated with the successful applicant
Applicants should note that, for a period of six months from the date of publication, this selection process may be used to fill subsequent or similar full time and part time vacancies.
Location:
Launceston
Salary: $97,266 to $110,374 pro-rata per annum+ 10% superannuation
Salary range is in accordance with Public Sector Unions Wages Agreement 2019
Applicants should note the following criteria are desirable:
Relevant postgraduate qualifications
Current Driver’s Licence
The Head of the State Service has determined that the person nominated for this job is to satisfy a pre‑employment check before taking up the appointment, on promotion or transfer. The following checks are to be conducted:
Conviction checks in the following areas:
crimes of violence
sex related offences
serious drug offences
crimes involving dishonesty
Identification check
Disciplinary action in previous employment check.
Download the Statement of Duties and any Associated Documents
We encourage you to review the Applicant Guide and Statement of Duties, prior to applying for an overview of the duties, program, selection process and selection criteria.


Applicant Guide


How to Apply


You will be prompted to complete a 1-2 page application detailing your experience, skills and knowledge as they relate to the attached Statement of Duties.
Please Note:
We do not require a separate statement addressing the selection criteria in the Statement of Duties.
All attachments must be in Microsoft Word or PDF format.
Referee details are submitted as part of the online application so make sure you have the contact details of two referees before applying.
For More Information
Amanda Cruwys
Patient Safety Manager – Consumer Engagement
(03) 6777 4235
amanda.cruwys@ths.tas.gov.au


Important Information
The email account you provide when submitting job applications will be used in correspondence to you. It is important that this is kept up to date and monitored regularly.
To update your email address (or contact number), log in to www.jobs.tas.gov.au and look for “Existing applicant login” where you can update your details
The Department of Health values workforce diversity and recognises the value each person offers which is shaped by their unique characteristics, background, experiences, knowledge, skills, values and perspectives."
46,46,"This is an exciting opportunity to join the Disney+ AUNZ team, in a role responsible for contributing to ongoing subscriber growth and retention through measurement, analysis and insight generation, with a particular focus on marketing performance.

This role partners with local strategy, insights, marketing, content and finance teams, and collaborates with colleagues within a regional and global analytics structure, to improve business results through statistical rigor, data analysis and reporting, and fast-paced execution, with an emphasis on the timely, clear communication of results, insights and actionable recommendations.

Based in Melbourne, this role will play a critical role in supporting awareness and acquisition media channels including Paid Search, Display, Social, Video, Audio and Affiliate. This role analyzes complex data from both internal and external sources to help identify opportunities, inform media buying, optimize conversion funnels and ensure media dollars are optimally invested.

The successful candidate will demonstrate acute attention to detail, a strong sense of accountability, and solid hands-on experience with large datasets, a passion for digital and linear media landscapes, and a good understanding of the intricacies and unique attributes of each step in the marketing funnel.

Responsibilities :

Marketing Performance Reporting, Visualization, and Regression Management: Be a primary partner for awareness and acquisition marketing stakeholders, focused on reporting and optimizing digital and linear marketing channel performance (across social, display, search, audio, video and affiliate channels), and marketing budget optimization.
Deep-Dive Analysis: Analyze marketing performance data across channels, tactics, partners and individual ad networks to identify patterns, uncover opportunities, and optimize budget / drive marketing spend efficiencies through the funnel.
Build automated reporting, and present results to the broader organization.
Experimentation and Tracking: Develop test and learn strategies related to targeting, creative and other variables to improve end-to-end conversion throughout the funnel. Support data tracking integrations both internally and with third parties to ensure global best practices are deployed for the Disney+ AUNZ business.
Data-Driven Culture: Be an approachable team member who enhances the data culture within Disney, and collaborate with senior stakeholders to co-design and communicate a strategic roadmap and backlog for marketing data analytics. Be a data ambassador to cross-functional teams, coaching best practice in use of reporting tools, data enrichment, and governance.
Metric Alignment and Code Development: Work with colleagues regionally and globally to align metric definitions, and update and maintain the code base in line with regional and global team best practices.

Basic Qualifications :

2+ years work experience developing in SQL, especially in an ETL processing pipeline
1+ years of analytical experience
Familiarity with Python/R or other statistical programming languages
Familiarity with data exploration and data visualization tools like Tableau, Looker etc.
Strong communication skills, as well as written and verbal presentation skills
Degree in an analytical field
Qualifications:
Experience in the technology industry, knowledge of data products preferred.
Experience in the streaming media industry or other subscription-based service an advantage.
Bachelor’s degree in relevant focus (i.e., Computer Science, Data Science, Statistics or Machine Learning)

Preferred Qualifications:

Strong Technical Skills (SQL, Python, R or other statistical programming language)
Strong Microsoft Office skills including Excel, Word and PowerPoint
High attention to detail and accuracy
Ability to examines issues from a broad perspective while considering impact beyond immediate scope
Logical and lateral thinker
Excellent time management and organisation skills to ensure all priorities and multiple deadlines are met
A strong team player who contributes to an environment that embraces innovation
Strong communication skills including written, verbal and interpersonal

Additional Information :
This is unique opportunity to join the talented team that develops and delivers unparalleled entertainment across Australia and New Zealand so if this role captures your imagination then apply now!

The Walt Disney Company is an Equal Opportunity Employer. We strive to be a diverse and inclusive workforce that is representative of our audiences, and where all can thrive and belong. We are committed to building a team that includes and respects a variety of voices, identities, backgrounds, experiences and perspectives."
47,47,"Ongoing APS Level 5 Opportunity
Position available in Sydney or Melbourne
We are looking for a Data Analyst at the APS 5 level in the Calculations Team, within our Compliance Branch.

Successful candidates will work closely with our Fair Work Inspectors, Calculations Officers and IR technical experts, to analyse payroll records and data received from employers as part of investigations to assess compliance with modern awards and agreements.

About the FWO

The Fair Work Ombudsman (FWO) is an independent statutory office established by the Fair Work Act 2009. Our functions outline the responsibilities we have as set by the Fair Work Act 2009 to achieve our purpose:

provide education, assistance, advice and guidance to employers, employees, outworkers, outworker entities and organisations
provide and monitor compliance with workplace laws
inquire into and investigate breaches of the Fair Work Act
take appropriate enforcement action
perform our statutory functions efficiently, effectively, economically and ethically.

What our employees say about us

We are one of the most engaged and high performing agencies in Australia; consistently scoring above average on employee engagement and wellbeing when surveyed against other APS agencies.

What we offer you

We provide a diverse, inclusive and supportive work environment with access to:



Great training and development opportunities
Generous leave and flexible working arrangements
Our Employee Assistance Program (EAP), a free counselling service for you and your family
A competitive salary, plus 15.4% superannuation
Rewards and recognition initiatives.

Eligibility

To be eligible for employment with the FWO you must be an Australian citizen.
The successful candidate must hold a current Australian Government Security Clearance (AGSVA) or be willing to undergo and obtain a Baseline security clearance.
Subject to the public health advice in place from time to time, the successful candidate will be required to attend the FWO offices regularly and, depending on the role, be required to attend other locations. In accordance with this requirement and the FWO’s work health and safety obligations, employees generally must be vaccinated against COVID-19, and provide satisfactory evidence of vaccination status.
For further information about the Fair Work Ombudsman, please visit www.fairwork.gov.au.

For information about our office locations please visit https://www.fairwork.gov.au/contact-us/offices

About the team

The Calculations Team supports the FWO’s compliance and litigation activities via the provision of time and wage calculations and self-reported underpayment analyses. The team works closely with other areas of the FWO, including Fair Work Inspectors and the Legal team, to deliver thorough and accurate time and wage assessments as matters track towards an enforcement outcome.

Typical Duties

The typical duties of a Data Analyst (APS5) include, however, are not limited to:



Develop and build data mining and data analysis solution on payroll data from a range of employers against minimum entitlements contained in modern awards and enterprise agreements
Develop and build automation and calculation solution on large and complex payroll records to support investigations
Apply consistent, timely, thorough, and accurate methodology to complex time and wage calculations and large-scale corporate payroll investigations
Identifying ways to streamline existing processes, optimise and continuous improvement of calculations tools
Effectively managing competing work priorities to meet tight deadlines in a fast-paced and dynamic work environment.

Selection Criteria

Strong analytical and problem-solving skills, with the ability to use technology to analyse data, information and documentation to inform investigation strategies and identify non-compliance with workplace laws.
Advanced statistics and analysis skills, 5+ years hands on experience in Microsoft Excel including writing complex formulas, automation, and applying best practice principles.
Experience with modern data analytics and data science tools for data analysis, visualisation and reporting. This includes the analysis and quality control of large data sets and associated processes.
Good verbal and written communication skills including the ability to communicate and summarise complex information from a range of sources.
The ability to work independently and collaboratively across teams, and build rapport with internal and external stakeholders
Applicant Information Kit Opens in new window
Job Description - DOCX Opens in new window
Job Description - PDF Opens in new window"
48,48,"$106,074 - $119,651 (plus super)
Edinburgh - SA, Fairbairn - ACT, Fishermans Bend - VIC
The Role
The Defence Science and Technology Group (DSTG) is offering two permanent positions as an Advanced Technology Foresight Analyst.
You will develop a sound understanding of a broad range of technologies, including current technologies and those that may be developed in the future. You will work with planners and operations analysts to foresee how these technologies might strengthen or weaken Australia’s national interests.

One position, located in Canberra, will focus on national security and the way it may operate in the future, including foreseeing disruptions or entirely new concepts of operations. The other position, located in Melbourne will focus on Defence capabilities, including foreseeing disruptions or entirely new capabilities. Although the positions are based in Canberra and Melbourne, we are open to the idea of having our candidate work from Edinburgh, SA.

The role involves desk-based technical research and analysis as part of a large team responsible for providing emerging technology and foresight advice to Defence and other government departments. You will be responsible for a technical area that corresponds to your current S&T skills, and will broaden your expertise into a range of fields relevant to Defence (for example AI, cyber, biotechnology, quantum and many others).

You will be trained in role-specific analytic skills, including data analytics and foresight techniques. You will develop a deep understanding of the structure and decision-making processes of the Defence Department, to ensure your advice is tailored to have an impact. You will develop into a communications expert, able to concisely explain technical issues to busy, non-technical stakeholders. Outputs will include written reports, verbal briefings, multi-media and infographics. The role requires building networks across our own team of experts, as well as broader DSTG, Defence and intelligence.

About our Team
The technology analyst team is a part of the Defence Impacts of Emerging Technology (DIET) Group, within Strategy and Joint Force (SJF) Major Science and Technology Capability (MSTC), which is itself within the Joint and Operations Analysis Division of the Defence Science and Technology Group (DSTG).

This team is organised under DSTG’s Strategic Futures Project, and works closely with the Critical Technology Foresight (CTF) Group. You will be joining a project team of approximately 25 staff, including technology analysts (like this position), experts in tools and methods (such as AI experts who write programs to assist the analysts) and social scientists (who evaluate the impact of technology on society).

The Strategic Futures Project is a centre of gravity within government for emerging technology and foresight advice. Our advice feeds into decision-making, such as for senior Defence committees, the Department’s S&T portfolio planning and capability planning for the ADF. We play a key role in whole-of-government decision-making via our strong linkages to the Critical Technology Policy Coordination Office in PM&C. We partner with DSTG’s 2000 experts, across Defence, policy and intelligence agencies, and with international experts.

Our team is passionate, professional, welcoming and inclusive.

Our Ideal Candidate
We are seeking an Australian citizen who is naturally curious and motivated to develop broad expertise across diverse emerging technologies. Candidates from all S&T disciplines will be considered, but we especially seek experts in the physical sciences, engineering or systems analysis. We seek science-communicators who are passionate about making an impact for the nation. Ideally you will have experience in the APS, or have been responsible for leading and delivering projects in academia or industry. A pre-existing interest in Defence is not required, but you must be open to developing this.

S&T 5 level jobs are typically suitable for mid-career professionals rather than entry level jobs for graduates. You will have no formal responsibilities for supervising staff, but you will be expected to show leadership and take responsibility for driving outcomes and enhancing the capabilities of our team.

A PhD or equivalent qualifications/experience is required."
49,49,"Location:
Melbourne, Victoria


Job Type:
Contract


Specialisation:
Telecommunications


Salary:
Negotiable


Reference:
CR/010749_1652763925


FinXL IT Professional Services. We are an innovative Australian owned company providing our clients with technology enabled business solutions and consulting services. As the 'go-to' mid-tier Service Provider for many Australian and International clients, FinXL enjoys a diverse client portfolio.

We have an outstanding opportunity for a Data Analyst with a strong background in advanced excel analysis to join a growing team and exciting company.

Required Experience;

Must have strong excel skills with experience in VBA Scripting and Auto form generation
Investigate and understand the source data use formulas and maros in excel to fulfil the business needs
deep dive analysis and work on excel and create new spreadsheets
If you believe you are the right candidate for this role please do not hesitate to apply.

Due to the anticipated volume of applications, only shortlisted candidates will be contacted."
50,50,"ACCIONA is a global company, leading in the development of regenerative infrastructure that creates a positive impact on society. Our workforce consists of more than 41,500 professionals, present in more than 40 countries across the five continents, all contributing in our mission to design a better planet. Are you a passionate individual who wants to make a difference, promote sustainable development, and find solutions to the biggest global challenges including climate change, overpopulation, and water scarcity? Come and join us in building the infrastructure our planet needs to achieve a sustainable future.
Since establishing a presence in Australia in 2002, ACCIONA has made significant investments in local opportunities and project development. ACCIONA employs more than 3,000 people in its renewable energy, infrastructure, and water projects across Australia & New Zealand.
Job Description
Coleman Rail has a long-standing reputation as the leading rail and infrastructure contractor in Australia, providing construction services for major rail and transport infrastructure projects Australia-wide, part of the ACCIONA group of companies with a presence in more than 40 countries.
Based in Port Melbourne at the project office the role of Data Analyst will require you to produce regular reporting on behalf of the Project Controls team, including overseeing the development and management of ongoing reporting requirements for internal and external purposes to internal stakeholders, Rail Projects Victoria (RPV) and relevant government bodies and authorities.
Responsibilities
Develop and manage the implementation of a strategy for the Systems, Reporting and Analytics function for the Alliance to assist people leaders in decision making
Own, deliver and manage the Alliances information systems to support outcomes to achieve Murray Basin Rail Projects (MBRP) Business Plan, regularly reviewing the capability is aligned to the needs of MBRP
Design and deliver effective reporting systems/tools/framework/metrics/data to meet statutory and compliance requirements as well as ad hoc requests
Maintain appropriate control environment with systems, tools and frameworks and assist the Alliance in leading a continuous improvement culture within the Alliance
Develop and produce monthly reporting requirements for the Alliance, ensuring integrity of data and reporting and analytics enables decision making
Required Skills and Competencies
Tertiary qualification in relevant discipline
Minimum 4 years’ experience in a similar role
An extensive background in developing metrics for complex, project-based environments, demonstrated ability to develop dashboards with accurate and meaningful data for decision making
An extensive background in the implementation and ongoing management and development of fully integrated cloud-based information systems
Current Driver Licence and your own reliable vehicle
ACCIONA has been given the Top Employer 2022 certification in Australia, which certifies the company's commitment to excellence in human resources management and those who focus on putting their people first through their exceptional HR policies. Since establishing a presence in Australia in 2002, ACCIONA has made significant investments in local opportunities and project development. ACCIONA employs more than 3,000 people in its renewable energy, infrastructure and water projects across Australia & New Zealand
We are an Equal Opportunity Employer and promote equality and diversity. Indigenous Australians and candidates from minority groups are encouraged to apply."
51,51,"SAP Master Data Analyst – Immediate Start - 4 Months
About the role
We have an urgent need for an experienced SAP Master Data Analyst to join UGL. Working in a team of 2, you will manage the entire master data of UGL including all divisions and numerous lines of business. You will be based out of our corporate head office in North Sydney.
The role plays an integral part within UGL’s control framework managing data implementation across areas such as material masters, vendor masters, customer masters, chart of accounts, cost collectors, reporting hierarchies and workflows. This includes:
Ensure the application of UGL’s control framework to all creation and maintenance requests relating to SAP master data
Manage vendors in Bureau Van Dijk (BVD) system to ensure the Third-Party Due Diligence of every vendor to assess Third Party Anti-Bribery, Corruption and Business Integrity
Maintain vendors in the Felix system – centralised management of insurance and compliance information
Provide expert assistance to stakeholders including the supply of advice on the impact of suggested changes. Includes concise feedback where requests are rejected and assistance/training where regular preventable issues are identified
Implement all correctly submitted change requests via online systems within agreed timeframes
About you
Substantial experience in a similar SAP Master Data Analyst position
High-level written and verbal communication skills
Methodical with a high attention to detail
What we offer
Diverse opportunities to grow, back yourself and achieve
Flexible working arrangements
Potential to extend beyond 4 months
About Us
UGL is a well-known and respected for providing end-to-end engineering, construction and maintenance services within; rail and transport, communications and technology systems, oil and gas, power, renewables and resources, water and defence markets. UGL partners with some of the world’s largest blue-chip companies and government agencies, private enterprises and public institutions. We are a member of the CIMIC Group of companies
At UGL, we value diversity – in the backgrounds, ideas, work styles and perspectives of our team. We are an Equal Opportunity Employer and strongly encourage people with disability, Aboriginal & Torres Strait Islander people, mature aged workers and people from culturally diverse backgrounds to apply.
Please note that relevant screening checks will be conducted as part of the recruitment process. These may include a national criminal history check and for you to undergo pre-employment medical assessment including drug and alcohol screen.
Ref: 247826
Discipline: Systems Specialist
Primary Location: Australia-NSW-North Shore & Northern Beaches
Work Type: Casual"
52,52,"Do work that makes a difference
The Corporate Services Group is responsible for the effective provision of information technology, and data management services to support the delivery of the Bank’s operational and corporate objectives.
Your role
You will establish, standardise and centralise reporting using information from various sources, and automate where possible to support business decision making.
To be successful in this role you will:
Have advance knowledge of MS Excel and Power BI (DAX).
Demonstrate the ability to create dashboards from multiple sources with inconsistent data and automate it.
Maintain and develop processes, tools and technology solutions that enable effective and efficient data and information management.
Design and develop data analytics solutions and reporting to support the Bank's analysis.
Contribute to development and implementation of recommendations, guidelines, standards, policies, procedures or operations.
Effectively communicate and support business decision making.
Have a strong data mindset.
Why RBA?
The RBA pursues national economic policy objectives and undertakes a range of associated activities in financial markets and banking. It also issues Australia's banknotes and operates infrastructure critical to the payments system, all of which contributes to the welfare of the Australian people.
Our people have a critical role to play in achieving these objectives, whether directly or in a supporting capacity. As a values driven organisation, our people conduct themselves with a high degree of integrity, while striving for excellence in the work they perform and the outcomes they achieve. We encourage intelligent inquiry, we treat one another with respect, while promoting the public interest in our efforts.
The Reserve Bank of Australia is an equal opportunity employer. We are committed to creating a diverse and inclusive workplace and encourage applications from experienced candidates seeking workplace flexibility.
Advertised12 May 2022"
53,53,"Johns Lyng Group
Full Time Employment
Sydney Office Location
Career Growth Opportunities
Johns Lyng Group has been established since 1953 and has a reputation for excellence. Underpinning the company’s success is our in-house Business Intelligence capability in which an opportunity now exists for a motivated and enthusiastic Junior Data and Reporting Analyst.

Based in our Sydney , the key focus of this role is to support the Disaster Recovery Team by providing a scheduled and ad hoc reporting capability to a broad range of business units.
This position will best suit an individual currently in a junior role looking to step up to a mid-level role and who is self-motivated, adaptable, flexible and willing to challenge, be challenged and continually learn. You will need to have excellent communication both written and verbal, strong attention to detail, along with problem solving, analytical and organisational skills to succeed in this position.
This is a fantastic chance to join a stable and secure company that values its people above all else. Opportunities for career progress will also be available.

Key Duties & Responsibilities:

Gather, extract & manipulate raw data from multiple databases
Transform data into reporting solutions & insights, enabling informed decision making to drive improved business performance across a broad range of business units
Liaise with executives, senior management and a wide variety of internal & external stakeholders
Contribute to business improvement projects & working groups
Analyse variations to targets & forecasts, highlighting implications & providing recommendations for improvement
Prepare & deliver reports to support contractual obligations & the performance of our business to internal & external customers
Key Selection Criteria:

Do you have proven examples of demonstrating drive and energy? Are you extremely motivated and can think outside the box? Do you want the opportunity to potentially work your way into a partnership? Being able to demonstrate and highlight examples of these are the key criteria for you to be successful in joining our existing talented and passionate team. The following selection criteria is also important, but we are happy to teach and mentor you along the way.

Previous experience in a similar role and/or relevant qualification
Experience performing data extracts against large data sets using SQL
Ability to create highly interactive dashboards using Power BI
Ability to create tabular reports using SSRS
Experience developing Python scripts to create special-purpose reports
Timely, accurate & insightful operational reporting & analytical support skills
Ability to adapt quickly & effectively to changes in departmental or strategic priorities
Please note: A criminal background check will make up part of the recruitment process."
