,0
11,"We have multiple Mid-level and Senior Business Analyst opportunities in our Reporting, Risk, Analytics & Platforms team within Macquarie’s Financial Management Group. Use your business knowledge and analytical experience to assist an established project team with the delivery of a significant & high-profile regulatory transformation project.
About the role
As a Business Analyst, you’ll support in delivering to our critical regulatory milestones in reporting and data. You’ll support in lifting remediation issues as a team player with an inquisitive, analytical mindset to delve deeper into the root causes. We have scope to hire at a mid or senior level.
As an instrumental part of our Group Treasury team, you will work closely with subject matter experts to understand and document, business and data requirements for products and calculations. You will act as a liaison between business users and the technology delivery teams and be able to articulate and assist with the understanding and interpretation of requirements. In addition, you may also participate in testing.
To be successful, you will have the following skills.
Ability to understand business processes and scenarios, their impacts, and effects on data
Ability to work closely with business and technical stakeholders at all levels as a team player
Business analysis experience; specifically in the financial or regulatory reporting space
Strong product knowledge; derivative and commodity knowledge preferable but not essential
Strong problem solving and analytical skills, with good attention to detail
Excellent verbal and written communication skills
Able to coordinate multiple assignments and work independently to meet project milestones and deadlines
’Can do’ proactive attitude, with a proven record of delivering project outcomes
About the Financial Management Group
The Financial Management Group provides financial, tax and treasury services to all areas of Macquarie. The group is focused on providing strategic analysis and advice to Macquarie's businesses and senior management, managing Macquarie's funding, liquidity and capital position, ensuring Macquarie continues to meet regulatory and compliance obligations and managing Macquarie's corporate affairs.
Our commitment to Diversity, Equity and Inclusion
The diversity of our people is one of our greatest strengths. An inclusive and equitable environment enables us to deliver innovative and sustainable outcomes for our people, clients, shareholders and communities. From day one, you'll be encouraged to be yourself and supported to perform at your best. If our purpose of ‘empowering people to innovate and invest for a better future’ is as inspiring to you as it is to us, please apply. With the right technology, support and resources, our people can work in a range of flexible ways.
We are committed to providing a working environment that embraces and values diversity, equity and inclusion. We encourage candidates to speak with a member of our recruitment team if you require adjustments to our recruitment process to support you, and the type of working arrangements that would help you thrive.


About Macquarie
A career at Macquarie means you’ll have the opportunity to develop and utilise new skills, explore interesting fields and do challenging work that will impact the lives of people around the world—whether it’s accelerating the green energy transition, helping sustain global food supplies, financing social housing projects or investing in essential infrastructure. At Macquarie, we’re empowering people to innovate and invest for a better future.
Our size and international presence means your work can take you anywhere—across business groups, disciplines, sectors and borders. With 17,000+ employees and offices in 33 markets around the world, we’re a truly global organisation.
You’ll be supported by a diverse team where the unique perspectives, ideas and experiences that all of our people bring are valued. You’ll be empowered to address unmet needs in our communities whilst advising and investing alongside our clients and partners. Working with us, you’ll have the opportunity to make a difference.
Macquarie is a global financial group providing clients with asset management, retail and business banking, wealth management, leasing and asset financing, market access, commodity trading, renewables development, specialist advisory, capital raising and principal investment.


Job no: FMG-964609
Work type: Permanent - Full time
Location: Sydney
Category: Mid-senior, Mid-level, Junior, Data & Analytics
Group: Financial Management Group
Division: Group Treasury
Recruiter: Verity Morison
Opening Date: 02/5/2022"
12,"This is an exciting new opportunity to join Macquarie’s Risk Management Group, focused on key Financial Crime Risk initiatives. This is a high visibility role, on a multi-year, CRO sponsored program!
Focused on key Financial Crime Risk (FCR) initiatives, this role sits within an experienced team and involves working with FCR stakeholders, colleagues in technology, operations and other business groups to assess impacts on current state, as well as shape and deliver solutions which manage our external obligations and allow our Risk Management Group to effectively manage risk.
We are seeking both a Manager and a Senior Manager with Business Analyst capability. In this role you will assess impacts on current state, as well as shape and deliver solutions which manage our external obligations and allow our Risk Management Group to effectively manage risk.
As a member of the Projects and Change team, you will be responsible for:
Business Analysis at all stages of the project lifecycle (from initiation to implementation)
Working to deadlines, delivering to scope
Contributing to working group packs
Maintain an open dialogue with the team
Communicate identified risks.
To be successful in the role you will bring with you at least 3+ years prior Business Analyst experience, ideally gained within the financial crime domain. You will use your strong written and verbal communications skills to communicate with a broad range of stakeholders, and be able to work both independently and has part of team.
If this sounds like you then we would love to hear from you, please apply via the link below.
About the Risk Management Group
The Risk Management Group (RMG) is an independent, centralised unit responsible for ensuring all risk across Macquarie are appropriately assessed and managed. Its divisions include Behavioural Risk, Compliance, Credit, Financial Crime Risk, Internal Audit, Market Risk, Operational Risk, Regulatory Affairs and Aggregate Risk, and RMG Enterprise Support.
Our commitment to Diversity and Inclusion
The diversity of our people is one of our greatest strengths, and in combination with our inclusive environment, it enables us to deliver innovative and sustainable outcomes for our people, clients, shareholders and communities. From day one, you'll be encouraged to be yourself and supported to perform at your best. If our purpose of ‘empowering people to innovate and invest for a better future’ is as inspiring to you as it is to us, please apply. With the right technology, support and resources, our people can work in a range of flexible ways.
We are committed to providing a working environment that embraces and values diversity and inclusion. We encourage candidates to speak with a member of our recruitment team if you require adjustments to our recruitment process to support you, and the type of working arrangements that would help you thrive."
13,"At EY, you’ll have the chance to build a career as unique as you are, with the global scale, support, inclusive culture and technology to become the best version of you. And we’re counting on your unique voice and perspective to help EY become even better, too. Join us and build an exceptional experience for yourself, and a better working world for all.

At EY, you’ll have the chance to build a career as unique as you are, with the global scale, support, inclusive culture and technology to become the best version of you. And we’re counting on your unique voice and perspective to help EY become even better, too. Join us and build an exceptional experience for yourself, and a better working world for all.

The opportunity

We’re looking for a Product Analyst, within our Digital and Emerging Technologies team. The Product Analyst is responsible for the delivery of market research data and the development of tangible consumer benefits. Through your efforts to analyse data, marketing strategies are developed which will be used to enhance the reception of our product in the market.

How do you achieve this?

Work collaboratively with product leads to understand the product vision and business objectives to scope and roadmap the product’s delivery
Assist with presenting technical features for prioritisation through the Program Management Group (PMG) and ensure the business features are presented to PMG by business reps
Work collaboratively across the team to ensure that features to be created are assigned to the relevant areas
Support the team and track progress through mechanisms like stand-up meetings, periodic planning and stakeholder workshops
Assist assist delivery teams to progress design and escalate any risks and issues as required to ensure delivery
Suggest product enhancements to improve the user experience and support our client’s objectives

To be successful in this role, you must have:

Experience in software development projects, ideally having contributed to large enterprise scale Data and Analytics platform work
Ability to understand solution design and technical architecture and assist with preparing detailed technical features documents in collaboration with stakeholders
Highly developed verbal and written communication skills and the ability to work effectively in a cross functional team and stakeholders
Strong analytical skills to assist product leads break down a solution into parts and understand the solution holistically
Excellent attention to detail to pick up gaps and ability to solve problems by engaging the correct stakeholders
Preferable to have experience in Cloud environment (AWS/Azure)
Agile/Scrum/Scaled Agile experience will be a big advantage
You must be an Australian citizen and be able to hold security clearance to be eligible for this position.

EY | Building a better working world

EY exists to build a better working world, helping to create long-term value for clients, people and society and build trust in the capital markets.

Enabled by data and technology, diverse EY teams in over 150 countries provide trust through assurance and help clients grow, transform and operate.

Working across assurance, consulting, law, strategy, tax and transactions, EY teams ask better questions to find new answers for the complex issues facing our world today.

EY | Building a better working world

EY exists to build a better working world, helping to create long-term value for clients, people and society and build trust in the capital markets.

Enabled by data and technology, diverse EY teams in over 150 countries provide trust through assurance and help clients grow, transform and operate.

Working across assurance, consulting, law, strategy, tax and transactions, EY teams ask better questions to find new answers for the complex issues facing our world today."
14,"What you'll do as a Quantitative Research Intern at Akuna:
Our Quantitative Team are a mixture of mathematicians, statisticians and technologists that find solutions to problems. We create trading models and strategies scientifically by combining our quantitative expertise with an understanding of derivatives and financial markets. We are seeking interns to join the team to apply their quantitative skills to exciting problem. You don't need a background in finance or trading, instead we look for maths and coding skills.
Our Quantitative Researchers work closely with our developers and traders to analyse and predict all facets of derivative pricing and develop trading strategies using statistical and machine learning algorithms. They create, conduct, and analyse experiments to develop a deep understanding of derivatives and financial markets, test solutions using historical parameters and market data, and perform extensive data analysis to directly improve our trading strategies, design and implement optimisation algorithms for portfolio construction, and advances existing initiatives to explore opportunities for new research topics.
This internship will include a mixture of Akunacademy training sessions, project work, and mentoring opportunities. If this sounds interesting to you, apply now! We are looking for people who have innovative ideas, think analytically, and have an entrepreneurial mindset and want to make an immediate impact in our growing company and contribute to Akuna's strategy portfolio.
Internship dates: 10 weeks from November 2022- February 2023
This is a paid internship with an annual salary of $100K AUD pro rata for the summer. We, further, provide travel and housing for anyone not living in Sydney.
Requirements for this role:
Australian or NZ citizen or Australian Permanent residences only
University Degree, graduating between August 2023 and January 2024
An understanding of statistics and machine learning
Basic programming skills in Python or C++
Strong maths skills: able to apply concepts of probability, calculus and linear algebra
Strong verbal and written communication skills
Ability to run a project in a fast paced, team environment
Financial experience or studies are NOT a requirement
Qualities that make great candidates:
Bachelor, Honours, Masters or PhDs in Statistics, Mathematics, Physics, Computer Science, Engineering, or related degrees
Distinction Average & proven strong academics
Awards, prizes, medals, competitions, & scholarships
Experience in research within an academic or professional environment
Achievements outside of studies through your hobbies & interests
About Akuna:
Akuna Capital is an innovative trading firm with a strong focus on collaboration, cutting-edge technology, data driven solutions and automation. We specialise in providing liquidity as an options market maker – meaning we are committed to providing competitive quotes that we are willing to both buy and sell. To do this successfully we design and implement our own low latency technologies, trading strategies and mathematical models. At Akuna we have a flat structure, where the best idea wins.
Our Founding Partners, including our CEO Andrew Killion, first conceptualised Akuna in their hometown of Sydney. They opened our first office in 2011 in Chicago, the heart of the derivatives & options industry. Akuna then expanded to Sydney in 2018 to be the centre of our Asian trading operations, and in 2021 we moved to our Barangaroo waterfront office. We currently trade in HK, Korea, India, cryptocurrencies, and US night markets and are excited for expansions into all the major Asian exchanges. We also have offices in London, Shanghai and Boston.
At Akuna, we believe that the people are the centre of everything we do. Our Sydney office has a start-up feel with less than 200 people, which means you really get to know the team! We run social poker competitions, happy hours, have a fully stacked breakfast and snack room, host social events, go on company trips, social club events, and offer great training with our Akuna University. We are expanding rapidly and looking for the best talent to join us on this journey. If you enjoy being part of smart, driven teams with real challenges to solve- this could be the place for you!"
15,"Company Description

Connecting people and communities| Driving eCommerce | Moving Australia & New Zealand
With an unrivalled and expansive network, Global Express builds unique, innovative, and tailored transport and logistics solutions.
From a shipload of containers full of fresh produce, urgent medical deliveries on the next available flight, end-to-end retail to every corner by road or rail, or simply delivering gifts to friends and family, we connect people, communities, and businesses across Australia and New Zealand.
Backed by Allegro Funds, Australia’s most awarded and largest transformation and turnaround private equity firm, we’re looking to the future and working towards new and exciting ways to put our customers’ businesses at the heart of ours.


Job Description

As a Business Analyst you will collaborate and engage with diverse stakeholders to ensure that the client’s organisational objectives are understood through the analysis and synthesis of information.
You will ensure alignment with strategic planning, business model analysis, process design and systems analysis and directly engage with the team and business stakeholder’s ensuring business is supported at all times.
What you'll do:
Setting priorities, assist in budgeting and plans to achieve overall unit strategy, goals and targets
Balance capabilities to align to the IT strategy and its alignment to the Business strategy
Ensure business analysis approach, provide input and develop the business case for projects by identifying the benefit associated and determine the operational dependencies and assumptions
Create and develop plans for growth and innovation to conduct business analysis
Ensure team understanding by defining business needs and translating them into business processes, designs and system needs
Lead/assist with project briefs – to identify benefits associated with particular pieces of work, operational dependencies, and establish appropriate proposals to clearly articulate the requirements


Qualifications

What are we looking for?
Bachelor’s or master’s degree in computer science, information technology or a related discipline
About You:

An open mindset to continuously develop and strive for a career at Global Express along with a can-do attitude will set you apart.
The role requires someone driven, passionate, organised, and tenacious. The Business Analyst will have strong communication and negotiation skills with a desire to continuously learn and grow their skillsets and a team player.
Proven and consistent problem-solving ability
Highly developed interpersonal skills
Self-motivated and enthusiastic approach to work
Demonstrated capability in working with large volumes of data from different sources
Able to work autonomously or as a leader/member of a team
A forward-planning/strategic work outlook
Able to improvise, adapt and overcome objections/resistance and achieving goals
Integrity, accountability, respect, honesty, initiative and openness
Customer service focus
Results-driven
High level of energy and enthusiasm
Desire to promote innovation and continuous improvement

Additional Information

We believe nurturing a diverse and inclusive workplace, which celebrates different points of view and gives everyone the chance to contribute, as we build to a bigger and brighter future.
As an Equal Opportunity Employer, all qualified applicants will receive consideration for employment without regard to race, religion, gender identity or expression, sexual orientation, age, marital or disability status.
It’s never been a more exciting time to join our team as we take the next step in our journey.
To find out more about us, visit https://www.tgexpress.com.au/careers [link removed]
To be considered, you must be entitled to work in the specified country and be prepared to undertake pre-employment checks including a criminal history check and medical assessment."
16,"TruRating – be part of something which will change the world.
Take the plunge. Live the dream. Do something you know will affect the lives of millions the world over, which will change the way businesses, consumers, and even governments think. Get out of bed in the morning for that adrenalin hit, love the pace, love the challenge, love doing what has never been done before – and love being the best you’ve ever been.
TruRating is a global, rapidly scaling data & tech startup. With our multi-award-winning, game-changing technology, we take a pulse of consumer sentiment whenever a customer pays, on the payment terminal, via their mobile or online. With an average of 88% of consumers responding in-store and 50% online, for the first time ever, businesses can now gain access to mass, representative and validated feedback. This unique data set also feeds a consumer website to compete with the likes of Yelp! and TripAdvisor, so consumers get trustworthy and representative recommendations from real customers.
Our customers include some of the best performing and highest-profile retailers in the world – and this group is growing all the time. We are collecting millions of ratings and over 150m data points every week and are ‘live’ in the UK, Europe, North America, Australia, and NZ. With 320m ratings now under our belt and global patents granted / registered, the world is there for the taking. We need to grow our passionate team to help us live out the dream and deliver on our incredible opportunity.
*
The role in a nutshell*
You will be responsible for delivering actionable and in-depth data analysis and recommendations to our clients - helping them to better understand and meet the needs of their consumers to grow and evolve their businesses.
You will also be part of a cross-functional team that continues to develop our insight as a service product - making recommendations on useful data sets to incorporate, developing new data analytics / insights and reviewing the ways in which the data is visualized and presented.
The role requires a talented and highly motivated individual who fits well into the team, has excellent communication skills and a keen eye for the detail. The successful candidate will need to quickly understand the capabilities of our software, the value of our data assets and the challenges and opportunities retailers who use our service face. You will be a great communicator and fantastic at articulating findings. You will immediately come in and add value to our discussions with retailers.
The successful candidate will have some previous data insight experience in at least one of the following areas with a desire to expand their knowledge across the others:
Retail
Restaurants/Hospitality
Ecommerce
Customer Experience
Market Research
Requirements
Key responsibilities
To turn large customer sentiment and transaction data sets into easy to understand, compelling and impactful data visualisations with clear commentary
To deliver robust and actionable analysis and recommendations that lead to business change for our retail clients
To explore and incorporate additional third party data sets that can be added to the existing data to provide deeper insight and context
To write or select new market research questions and design new market research campaigns to uncover further insight and key drivers of performance.
We would love to bring on board someone who is/has…
A curious instinct with a high aptitude for problem solving, resourcefulness and attention to detail
Highly proficient in using Excel, PowerPoint and BI tools to query, manipulate and visualise data Ability to interpret data, present insights and add commentary focussed on the business opportunity
Confident presenting analytics directly to clients with the ability to simplify complex data analytics and communicate to a non-technical audience. The ability to tell a story and to provide recommendations using the data and insights
An understanding of statistical techniques (e.g. regression models, clustering, statistical tests etc) supported by a university degree in a numerate discipline
Able to plan, prioritise and reliably deliver, to scope and on time, across multiple projects in collaboration with colleagues across time zones and locations
A team player with fantastic interpersonal and verbal and written communication skills
Self-reliant, resilient and proactive with a high motivation to make things happen, deliver effectively and efficiently.
Benefits
TruRewards
We offer our TruFamily members many benefits including 25 days holiday, a fun and creative working environment, supportive and high-quality colleagues, a fully stocked kitchen of treats and drinks, plus our fun summer and winter days out. We also provide a yearly allowance towards any personal health insurance policies that team members might hold which we pay monthly on top of annual salary.
Job Type: Contract"
17,"About us
The NSW Institute of Sport (NSWIS) is a high-performance sporting organisation that supports Australian athletes to become world’s best. We reach all regions of NSW with an Olympic and Paralympic training facility based at Sydney Olympic Park and high-performance hubs across NSW that provide world class daily training environments for our athletes and coaches. Our experts work in collaboration with partners within the national sporting system to create and deliver high performance support services and environments to prepare athletes and coaches for international competition.
About the role
NSWIS aspires to be a leader in sport intelligence and technology and is offering an exciting opportunity to fill a Section Lead, Senior Data Analyst role until 31 December 2024.
This role will play a significant part in the ongoing execution of an organisation-wide road map and best practice approach to data analytics ensuring NSWIS develops an international reputation as a progressive leader and provides our athletes with access to world class performance environments and services. This will include identifying ways of commercialising our sport intelligence capabilities via product development and industry partnerships.
Working closely with counterparts from the AIS and broader national high performance system to ensure NSWIS is aligned and integrated with the system, able to leverage its capability and resources, and develop a sustainable operating model.
This is a full-time position with an immediate start, offering a salary range $126,511 – $138,371, plus superannuation, which will be negotiable based on the successful candidates.
This is an identified position requiring a Working with Children and Police Check.
For further information about the role and the key accountabilities please see the .


About you
You will have:
You are a dynamic leader who has turned a passion for data and technology innovation into a career that has given you:
Demonstrated experience leading a team of data science/analytics experts where you have developed the capability of the team and driven the development and implementation of strategies and projects.
Led the development of systems to gather, manage and review information from a variety of sources, applied exploratory data analytics to detect trends, and built statistical models to make predictions and distil meaningful insights.
Deep understanding of high performance sport (Olympic & Paralympic sport is desirable).
Ability to frame business/organisational problems into mathematical models, develop analytics-based solutions, and present actionable recommendations to key stakeholders.
Possess a balance of analytical problem solving, and strong interpersonal, and relationship development skills.
Remain curious of and acquire new knowledge and skills (coaching the team to promote capability development).
Essential requirements
University-level qualifications in one of the following areas: Data Science, Mathematics, Statistics, Computer Science, Information Technology, Engineering, or similar.
Fluent programming skills in: R and SQL (Python is a plus).
5-10 years experience working in a high performing inter-disciplinary environment in data analytics or sport intelligence.
Technical knowledge and understanding of how technology can enhance athlete and organisational performance.
Experience in project management and strategy development in a similar-sized organisation
Exposure to embedded systems and machine learning.
Experience in leading the technical capability development of a team.
Microsoft SQL Database experience including SQL scripting.
Level 1 & 2 Sport Integrity Australia (Anti-Doping Certificate)
Sport Integrity Australia – Anti-Doping Fundamentals and annual update 2022.
Sport Integrity Australia – PBTR – Child Protection and Safeguarding
Current driver’s license
Applying for the role
To apply for this role please submit:
A cover letter outlining how you meet the requirements and focus capabilities in the for the role (maximum 1 page)
An up-to-date CV outlining experience, qualifications and achievements (please include at least two referees)
A response to the pre-screening questions
In no more than two pages please answer the below questions:
Provide a recent example of where you have utilised data science techniques to successfully inform organisational decision making. Please describe the problem, your data sources, and your approach. (You can provide code snippets to supplement your answer).
Describe a recent example where you worked in a R environment. Specify techniques and libraries utilised, why you used them, how you enabled collaboration in the project and how environment replication was conducted.
If you would like to enquire about the role please contact Kirsten Thomson, Director Corporate & Communications via 02 9763 0222.
To apply complete your application via the iworkforNSW by midnight Sunday 22 May 2022. Only those applications that address the selection criteria and focus capabilities will be considered by the Selection Panel.


This recruitment may be used to create a Talent Pool for similar future roles that may arise over the next 18 months.
For more information about the NSW Institute of Sport please visit www.nswis.com.au.
The NSW Institute of Sport encourages all applicants who can be safely vaccinated for COVID 19, to be so. Candidates unable to receive the COVID-19 vaccination due to a medical condition may be requested to provide an NSW Health COVID-19 Vaccine Medical Contraindication form completed by a medical practitioner.

Commitment to Diversity
The NSW Institute of Sport is committed to creating a diverse and inclusive workforce which reflects our community, sport partners and athletes. We encourage applications from suitable candidates including; of all ages, genders, Aboriginal and Torres Strait Islander people, culturally and linguistically diverse groups, veterans, refugees, LGBTIQ+ community and people with disability."
18,"· Bachelor’s Degree · 2+ years of relevant professional experience · Excel skills (Pivot Tables, VLookups) · Experience working a queue of requests and meeting SLAs
Job summary Amazon Web Services (“AWS”) has been the world’s most comprehensive and broadly adopted cloud platform. AWS offers over 100 fully featured services to millions of active customers around the world—including the fastest-growing startups, largest enterprises, and leading government agencies—to power their infrastructure. Here at AWS, we embrace our differences. We are committed to furthering our culture of inclusion. We have ten employee-led affinity groups, reaching 40,000 employees in over 190 chapters globally. We have innovative benefit offerings, and we host annual and ongoing learning experiences, including our Conversations on Race and Ethnicity (CORE) and AmazeCon (gender diversity) conferences. Amazon’s culture of inclusion is reinforced within our 14 Leadership Principles, which remind team members to seek diverse perspectives, learn and be curious, and earn trust. The AWS RI Team is in need of a driven, analytical, and process-oriented individual to own the creation and processing of EC2 Reserved Instance transaction requests. We're looking for a motivated self-starter who is excited to escalate systemic issues, identify opportunities for improvement, has experience meeting strict SLAs, is comfortable working from a ticket queue, and has a passion for accuracy. Candidate must have English and Korean language skills (oral and written). Key Responsibilities · Process Reserved Instance purchases and modifications · Occasionally act as escalation point for Reserved Instance requests and issues · Quickly establish root causes and communicate appropriately to internal stakeholders · Vocally self-critical to allow for self-correction of errors · Communicate effectively across all related channels to ensure transparency of process · Occasionally retrieve and evaluate data using Excel and other data management/BI systems Mandatory Requirement: • Strong verbal and written communication skills, including ability to communicate effectively with both business and technical teams in both English and Korean language. • Strong data presentation skills, including ability to communicate effectively with both business and technical teams in both English and Korean language. This job is not eligible for immigration sponsorship.

Functional experience with quantitative, analytical and organizational skills


Attention to detail and excellent problem solving skills


Existing knowledge of AWS Reserved Instances and tooling


Effective verbal/written communication and data presentation skills, including an ability to effectively communicate with both business and technical teams


Track record for being detail-oriented with a demonstrated ability to self-motivate and follow-through on projects


Highly organized, excellent multi-tasking skills, and efficient in ambiguous situations


Meets/exceeds Amazon’s leadership principles requirements for this role


Meets/exceeds Amazon’s functional/technical depth and complexity for this role

Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, visit https://www.amazon.jobs/en/disability/us."
19,"Do you enjoy complex problem solving and have an interest in understanding how a global financial services group operates? Are you curious and like to be challenged whilst learning new skills?
Join a high-calibre, collaborative workplace within Liquidity Risk in Macquarie’s Group Treasury division. This is a unique opportunity which will necessitate you to think broadly, be forward-thinking and proactive, and consider how domestic and international regulatory changes and other internal and external factors will shape Macquarie's business activities.
We are looking for an Executive level to join Liquidity Risk. The team is responsible for developing internal liquidity frameworks, interpreting regulatory liquidity requirements, and monitoring compliance. Within this role, you will be involved in, but not limited to:
Developing the internal liquidity policy and framework across the Macquarie Group, including regional liquidity management and monitoring
Interpreting and updating liquidity assumptions and treatments
Regulatory interpretation – APS210 and Basel framework in particular
Advising senior management and business units on implications of internal and regulatory liquidity frameworks
Liquidity scenarios and stress testing
Stakeholder management and senior management reporting
Your technical skills and qualifications will include:
Outstanding academic background in a financial or quantitative degree, e.g. actuarial, accounting, economics, engineering, mathematics
Strong numerical and analytical skills, coupled with an ability to understand and succinctly explain complex data sets and concepts
Clear and concise written and verbal communication skills
You will be confident in interacting with stakeholders and resolving competing priorities
A high level of attention to detail and commercial acumen
The following experience will be viewed favourably:
Previous experience within a Treasury function with exposure to liquidity risk or similar
Knowledge of the banking sector and regulatory environment
Understanding of accounting concepts and principles including profit and loss and balance sheet analysis
This role will give you exposure to senior stakeholders and the broader Group Treasury team, including the Liquidity / Markets team responsible for managing short-term liquidity and Funding team who manage and execute long-term debt issuance, banking relationships and funds transfer pricing.
About the Financial Management Group
The Financial Management Group provides financial, tax and treasury services to all areas of Macquarie. The group is focused on providing strategic analysis and advice to Macquarie's businesses and senior management, managing Macquarie's funding, liquidity and capital position, ensuring Macquarie continues to meet regulatory and compliance obligations and managing Macquarie's corporate affairs.
Our commitment to Diversity and Inclusion
The diversity of our people is one of our greatest strengths, and in combination with our inclusive environment, it enables us to deliver innovative and sustainable outcomes for our people, clients, shareholders and communities. From day one, you'll be encouraged to be yourself and supported to perform at your best. If our purpose of ‘empowering people to innovate and invest for a better future’ is as inspiring to you as it is to us, please apply. With the right technology, support and resources, our people can work in a range of flexible ways.
We are committed to providing a working environment that embraces and values diversity and inclusion. We encourage candidates to speak with a member of our recruitment team if you require adjustments to our recruitment process to support you, and the type of working arrangements that would help you thrive.


About Macquarie
A career at Macquarie means you’ll have the opportunity to develop and utilise new skills, explore interesting fields and do challenging work that will impact the lives of people around the world—whether it’s accelerating the green energy transition, helping sustain global food supplies, financing social housing projects or investing in essential infrastructure. At Macquarie, we’re empowering people to innovate and invest for a better future.
Our size and international presence means your work can take you anywhere—across business groups, disciplines, sectors and borders. With 17,000+ employees and offices in 33 markets around the world, we’re a truly global organisation.
You’ll be supported by a diverse team where the unique perspectives, ideas and experiences that all of our people bring are valued. You’ll be empowered to address unmet needs in our communities whilst advising and investing alongside our clients and partners. Working with us, you’ll have the opportunity to make a difference.
Macquarie is a global financial group providing clients with asset management, retail and business banking, wealth management, leasing and asset financing, market access, commodity trading, renewables development, specialist advisory, capital raising and principal investment.


Job no: FMG-960097
Work type: Permanent - Full time
Location: Sydney
Category: Accounting & Finance
Group: Financial Management Group
Recruiter: Fred Howe
Opening Date: 21/2/2022"
20,"Company Description

Connecting people and communities| Driving eCommerce | Moving Australia & New Zealand
With an unrivalled and expansive network, Global Express builds unique, innovative, and tailored transport and logistics solutions.
From a shipload of containers full of fresh produce, urgent medical deliveries on the next available flight, end-to-end retail to every corner by road or rail, or simply delivering gifts to friends and family, we connect people, communities, and businesses across Australia and New Zealand.
Backed by Allegro Funds, Australia’s most awarded and largest transformation and turnaround private equity firm, we’re looking to the future and working towards new and exciting ways to put our customers’ businesses at the heart of ours.


Job Description

As a Business Analyst you will collaborate and engage with diverse stakeholders to ensure that the client’s organisational objectives are understood through the analysis and synthesis of information.
You will ensure alignment with strategic planning, business model analysis, process design and systems analysis and directly engage with the team and business stakeholder’s ensuring business is supported at all times.
What you'll do:
Setting priorities, assist in budgeting and plans to achieve overall unit strategy, goals and targets
Balance capabilities to align to the IT strategy and its alignment to the Business strategy
Ensure business analysis approach, provide input and develop the business case for projects by identifying the benefit associated and determine the operational dependencies and assumptions
Create and develop plans for growth and innovation to conduct business analysis
Ensure team understanding by defining business needs and translating them into business processes, designs and system needs
Lead/assist with project briefs – to identify benefits associated with particular pieces of work, operational dependencies, and establish appropriate proposals to clearly articulate the requirements


Qualifications

What are we looking for?
Bachelor’s or master’s degree in computer science, information technology or a related discipline
About You:

An open mindset to continuously develop and strive for a career at Global Express along with a can-do attitude will set you apart.
The role requires someone driven, passionate, organised, and tenacious. The Business Analyst will have strong communication and negotiation skills with a desire to continuously learn and grow their skillsets and a team player.
Proven and consistent problem-solving ability
Highly developed interpersonal skills
Self-motivated and enthusiastic approach to work
Demonstrated capability in working with large volumes of data from different sources
Able to work autonomously or as a leader/member of a team
A forward-planning/strategic work outlook
Able to improvise, adapt and overcome objections/resistance and achieving goals
Integrity, accountability, respect, honesty, initiative and openness
Customer service focus
Results-driven
High level of energy and enthusiasm
Desire to promote innovation and continuous improvement

Additional Information

We believe nurturing a diverse and inclusive workplace, which celebrates different points of view and gives everyone the chance to contribute, as we build to a bigger and brighter future.
As an Equal Opportunity Employer, all qualified applicants will receive consideration for employment without regard to race, religion, gender identity or expression, sexual orientation, age, marital or disability status.
It’s never been a more exciting time to join our team as we take the next step in our journey.
To find out more about us, visit https://www.tgexpress.com.au/careers [link removed]
To be considered, you must be entitled to work in the specified country and be prepared to undertake pre-employment checks including a criminal history check and medical assessment."
