,0
14,"At Allianz, we care for all the things that make you, you. For feeling like you belong. For a place where learning never stops. For growing new skills and opening up exciting possibilities. For your curiosity to thrive and help transform an industry. And when life twists, there's flex for balance and the support you need. So, come and share your ideas, give back and feel proud to be part of a company doing work that matters across climate change and mental health. Let's care for everyone's tomorrow so we can create a better future together.
Looking for a role that allows you to take deep ownership of your work?
Due to an internal move we have a rare opportunity to join our Financial Assurance team. Reporting into Manager, Financial Assurance the primary purpose of this role is to assist in the completion of financial reviews of intermediary remuneration agreements, and other strategic arrangements and business cases.

You'll be responsible for:

Assisting in the development and implementation of a valuation and review framework to assess the financial viability of proposed intermediary remuneration agreements, and other strategic arrangements and business cases.
Working collaboratively with other departments to understand value drivers and to gain a strategic view of the proposed arrangements whilst also challenging these assumptions to ensure a robust valuation is presented.
Assiting in preparing reports to present to senior management
Assessing the impact of any risk indicators or issues as well as internal and external audit findings on financial reporting
Working with the wider Finance team, 1st and 2nd line Risk and the business to assist in identifying key financial reporting risks and mapping these to key processes and controls. Escalating any gaps and future areas of risk to relevant stakeholders.
Important to your success:

Experience in an analyst, audit or risk and compliance role, for a complex, organisation.
Demonstrated technical understanding of design and operating effectiveness of controls.
Proven analytical and critical thinking capability to interpret a range of data, identify patterns, trends and links that inform judgements and solutions.
Ability to interpret and analyse complex information, extract meaningful insights and evaluate options for decision making.
Ability to plan and prioritise effectively organise tasks and manage competing resources and demands
Excellent verbal and written communication skills, capable of communicating with audiences at all levels with clarity, impact and influence.
What's on offer?


What matters to you, matters to us too. Feel supported to have open, honest conversations about the flex you need so that you're able to take care of your personal wellbeing and deliver your best work.
You'll be given the opportunity to make a meaningful impact on how we do things
Learn through being supported and encouraged to take on new challenges that will help you to develop new skills
Feel supported to give something a go - try different things, take on new responsibilities and explore opportunities
Want to fast-track your career? We'll help you to find the right projects, opportunities and training to develop the capabilities you need to go further, faster
Walk straight into stable, high-trust client relationships that will enable you to confidently deliver meaningful outcomes to your clients from day one
About us
Allianz is one of the most trusted insurance and asset management companies in the world. Caring for our employees, their ambitions, dreams and challenges, is what makes us a unique employer. Together we can build an environment where everyone feels empowered and has the confidence to explore, to grow and to shape a better future for our customers and the world around us.
Allianz is committed to enabling a culture where inclusion is embedded, everyone belongs and new ideas are embraced. We welcome and value talent from all backgrounds, experiences and ways of working Please advise us if you require any reasonable adjustments to fully participate in the recruitment process or perform the requirements of the role.
Let's care for tomorrow. For a career with plenty of room to grow. Care to join us? www.allianz.com.au/careers
We are a 2022 Circle Back Initiative Employer – we commit to respond to every applicant.
#LIAllianz-AU"
15,"As a delivery-oriented Business Analyst or Senior Business Analyst, with strong data management experience, you will work with stakeholders to understand business processes and data flows. This may include metadata management for use of business glossary, data linage, data dictionaries, and data governance tools. You should be able to translate technical concepts into business concepts that non-technical people can easily understand.
In this role, you will be required to work across multiple business groups and build and maintain strong relationships. You will use your ability to influence and support a diverse set of stakeholder Groups to contribute to the completion of the data deliverables within a project/change initiative. This role will allow you to expand your experience in understanding frameworks and capabilities and applying them to new systems and scenarios in a way that you can communicate to the business and embed practices with Data Owners and Data Stewards.
Day to day, you will be responsible for:
Use requirement gathering skills to build the understanding of the end-to-end business processes in scope of the change, concepts, terms & definitions, and high-level architectural design
Work with the Group data team to define the critical data in preparation for presentation and approval at internal Data Working Groups and Councils. Also facilitate change forums related to data, ensuring a robust process is set up and data is governed and fit for purpose for changes across systems and databases
Plan and execute initiatives to implement data management practices for good data quality outcomes including reference data and master data across the data landscape. This include identifying the data in scope of the project and critical data points by making use of Group data guidelines and use definitions and technical specification skills to ensure that the right data will be captured within the expected format/structure to ensure quality data.
Analyze and Identify Data Quality issues with the data in scope and facilitate the determination of issue impact, root cause and resolution options; work with Product Owners, Systems teams, Business Operations, and Project Teams to deliver good data management practices into project delivery, supporting changes to processes and behaviors.
Engage a diverse set of business stakeholders to assist you with capturing metadata, business data lineage, data ownership across the data lifecycle, business & Data Quality rules and establishing data quality measuring and monitoring.
For data migration initiatives or reporting transformation, you will be required to complete/validate source to target mapping, capture whether data needs to be cleansed, constructed, or transformed, obtain business approval of the mapping document, conduct data impact assessments and gap analysis on legacy systems, reports, or change initiatives to understand data and reporting requirements.
What skills will you use?
To be successful in this role, you will bring with you 5+ years Business Analyst experience working with Data, data warehousing, BI, data migration or analytics projects.
Strong delivery skills gained through project experience, in both planning and delivery capacity
Strong communication across a broad set of business and technology stakeholders
Ability to translate frameworks and operating models into implementation
Good understanding of data quality, reference data, master data, metadata management concepts and real world application
Experience with data mapping and tracing data lineage
Experience defining data quality rules or requirements / business rules / data controls
Experience across Salesforce (CRM, Workflow, Transaction management), Loan or trade systems, data lakes and data warehousing or data governance/meta data management tools (Axiom, Collibra, ICG) will be highly regarded.
If this sounds like you, please apply today or reach out to Maddy Wilson to learn more at maddy.wilson@macquarie.com
About Macquarie Capital
Macquarie Capital offers global capability in M&A Advisory, Debt and Equity Capital Markets, Principal Finance, and Equity Trading and Research underpinned by deep specialist expertise across a range of sectors. Our people are empowered to think innovatively to address client challenges and originate opportunities, thinking beyond individual transactions to become a trusted adviser and partner over the long haul. From origination to execution, our unique combination of ideas, capital and expertise is transforming opportunity into reality for our clients and partners around the world.
With staff in 35 offices transacting across 31 countries, Macquarie Capital is a truly global business. A role in the team will expose you to a dynamic working environment and the opportunity to contribute to high-profile transactions whilst working in a business with the best people in the industry.
Our commitment to Diversity and Inclusion
The diversity of our people is one of our greatest strengths, and in combination with our inclusive environment, it enables us to deliver innovative and sustainable outcomes for our people, clients, shareholders and communities. From day one, you'll be encouraged to be yourself and supported to perform at your best. If our purpose of ‘empowering people to innovate and invest for a better future’ is as inspiring to you as it is to us, please apply. With the right technology, support and resources, our people can work in a range of flexible ways.
We are committed to providing a working environment that embraces and values diversity and inclusion. We encourage candidates to speak with a member of our recruitment team if you require adjustments to our recruitment process to support you, and the type of working arrangements that would help you thrive.


About Macquarie
A career at Macquarie means you’ll have the opportunity to develop and utilise new skills, explore interesting fields and do challenging work that will impact the lives of people around the world—whether it’s accelerating the green energy transition, helping sustain global food supplies, financing social housing projects or investing in essential infrastructure. At Macquarie, we’re empowering people to innovate and invest for a better future.
Our size and international presence means your work can take you anywhere—across business groups, disciplines, sectors and borders. With 17,000+ employees and offices in 33 markets around the world, we’re a truly global organisation.
You’ll be supported by a diverse team where the unique perspectives, ideas and experiences that all of our people bring are valued. You’ll be empowered to address unmet needs in our communities whilst advising and investing alongside our clients and partners. Working with us, you’ll have the opportunity to make a difference.
Macquarie is a global financial group providing clients with asset management, retail and business banking, wealth management, leasing and asset financing, market access, commodity trading, renewables development, specialist advisory, capital raising and principal investment.


Job no: MacCap-961814
Work type: Maximum term, Permanent - Full time
Location: Sydney
Category: Mid-level, Data & Analytics
Group: Macquarie Capital
Division: Central
Recruiter: Maddy Wilson
Opening Date: 14/12/2021"
16,"Classification: APS Level 6
Location: Sydney, Canberra, Melbourne, Brisbane, Adelaide, Perth, Hobart
Division/Section: Strategy & Planning / Strategic Analytics
Reports to: Assistant Director Data Analytics
Employment status: Ongoing / Non-ongoing (temporary) *
Hours: Full time - 37.5 hours per week
Security clearance: Baseline Vetting
Salary: $87,725.71 - $98,327.39 p.a. plus 15.4% super
Closing date: Sunday, 22 May 2022
Contact for questions: Mark Wicht – Ph: (02) 8233 7875
AFSA actively promotes flexibility with working options in this role to support your family
commitments and personal interests
This recruitment process is being used to fill a current ongoing position in either our Adelaide, Brisbane, Canberra, Melbourne,
Perth, Hobart or Sydney office. A merit pool of suitable candidates may be established as a result of this process to assist AFSA
to fill similar ongoing and non-ongoing positions that may become available over the next 12 months. Non-ongoing positions
may be offered for a period of up to 18 months with the possibility of extension (up to a total period of 3 years). Should a non-
ongoing position become ongoing or should an ongoing position become available, the merit pool established by this process
may be used to determine a suitable candidate(s).
)
Eligibility
Please note that this opportunity is open only to Australian Citizens. The successful applicant must have,
or be willing to undergo a security clearance to the level of Baseline Vetting as a condition of
employment.
To satisfy character requirements all AFSA employees must undergo a police records check. Where a
person has received a redundancy benefit from APS agency employment and their corresponding
redundancy benefit period has not expired, they may be ineligible for employment.
About the area
The Strategy and Planning Division is responsible for shaping the agency’s strategic agenda and
positioning AFSA as an agency striving to be a world class service provider and firm and fair regulator.
The Division responsibilities include: 
Managing the Enterprise Strategy and associated planning for AFSA, including drawing insights
from a range of sources to provide advice to enable effective decisions 
Guiding and supporting the Program Governance Committees to take a strategic approach to
policy development 
Managing the data analytics capability for the agency, including providing insights to both internal
and external users to inform performance of the agency and the economy 
Managing the agency’s parliamentary and reporting responsibilities 
Support the agency’s service improvement culture by reviewing insights from feedback and
working with divisions on the transformation 
Delivering internal and external communications across the agency, including AFSA’s approach
to stakeholder engagement 
Delivering the annual report and other key strategic documents
The Data Analytics Section plays a key role in coordinating business insights across the agency as well
as providing data analytic functions, including research and the publication of the agency’s statistical
data. The section leads AFSA’s analytical capability by providing an array of services including quality
advice, analysis and modelling, and trusted statistics on topics relevant to AFSA, our Minister and
portfolio, other key government stakeholders, as well as the financial services sector.
Purpose of the position
The Senior Data Analyst will contribute to the agencies strategic approach to data and insights, which
includes delivering statistical advices, analyses and publications. The Senior Data Analyst will be
responsible for working with disparate data sources, including financial, demographic and geospatial
data sources, to extract, consolidate and analyse regulatory data for different audiences, internal and
external to AFSA.
)
Key Accountabilities
As the Senior Data Analyst, you will: 
Actively contribute to the Data Analytics Section’s commitment to delivering high quality statistical
advices, timely reports and the development of regulatory program insights. 
Support the Assistant Director of Data Analytics to deliver statistical publications, data quality
initiatives, data integrity and data analyses to internal and external stakeholders. 
Interpret data requirements and extract regulatory program data to service ad-hoc data requests
and support the development of data-driven insights. 
Analyse datasets utilising tools like Excel, SQL and other analytical products to contribute to
regulatory program insights and data integrity. 
Develop dashboards, codify business requirements and deliver program insights using PowerBI
and/or Tableau. 
Apply data storytelling skills and communicate effectively with a diverse range of stakeholders
from both technical and non-technical backgrounds. 
Actively contribute to data sharing activities and promote data linkage initiatives by applying
current privacy and data governance practices.
Skills and Capabilities


Services 
Communicates simply and clearly 
Collaborates internally and externally
Data and Compliance 
Understand and uses data effectively 
Uses information to make evidence-based decisions
Governance 
Operates efficiently to achieve business outcomes 
Demonstrates judgment and common sense
Technology 
Applies digital dexterity 
Drives innovation and continuous improvement
Qualifications, accreditations and experience
To be successful in this role, you will have: 
A tertiary qualification in applied finance, engineering, mathematics, statistics or other
quantitative discipline. 
Demonstrated experience (3 – 6 years) working as a Data Analyst in the financial services,
regulation or other related industry delivering reports and publications.
)

Strong data storytelling and data visualisation skills, with the ability to communicate findings to a
range of stakeholders. 
Strong understanding of data management best practices and the Australian public data system. 
Demonstrated competence in data analysis and statistical modelling using tools such as Stata,
SAS, R, Python etc is desirable but not essential.
Application details
The application is the tool that the selection committee will use to shortlist applicants.
Your application must include:
1. A completed Position Application Form (available on the AFSA website)
2. A current Resume/ CV including contact details for at least two recent referees
3. A two-page pitch, that considers the key responsibilities and essential capabilities of the position
and states the following:


Why you are interested in the position 
How your skills and experience make you the best person for the position 
What value you can add to AFSA and the Strategy and Planning Division.
4. State the position title and location in the subject line and email: recruitment@afsa.gov.au
Applications must be submitted no later than Sunday, 22 May 2022.
A selection decision may be made on the basis of your application only. A telephone interview may be
conducted in the first instance. Candidates may also be required to undergo psychometric and/or work
sample testing as part of this selection process.
All pre-employment checks will be conducted via an external party (Equifax). For further information on
Equifax’s privacy policy please refer to: https://www.equifax.com.au/privacy
We encourage applications from Indigenous Australians, peoples from culturally diverse
backgrounds and people with disabilities. We are committed to providing a working environment
that values diversity and supports staff to reach their full potential.
If you are an applicant with a disability or other special needs, please contact the Disability Access
Coordinator on (02) 8233 6999 to discuss any requirements that may assist you in your application.
Thank you for your interest in this position.
)"
17,"We are looking for an Operational Data Analyst to provide operational data analytics support to our Field teams and across our business, while seated within the Data Analytics Team. This position is responsible for data analysis and the creation and maintenance of reporting dashboards and will work closely with Data Scientists and Analysts in the Data Analytics Team.
About Saluda
Saluda Medical is the pioneer in closed-loop Spinal Cord Stimulation (SCS), a ground-breaking SCS therapy that can measure the spinal cord’s response to stimulation and make real-time adjustments to therapy. We are a cutting edge, progressive Australian based Medical Device company with offices and employees based in Europe, Australia, and the U.S We are at the forefront of spinal cord stimulation technologies for the management of chronic pain.
Our team is made up of world-class engineers, clinicians, and seasoned professionals with experience in bringing medical technologies to life.
What we’re looking for
As our experienced Operational Data Analyst, you are driven by passion to use data to improve patient outcomes and drive real world therapy innovation in a commercial environment. Take ownership and responsibility for maintaining the quality of our operational data collection, performing data analysis, and creating and maintaining reporting dashboards in support of our international operation teams. As we go through explosive growth, this is a rare opportunity to support and improve our field operations and to work with R&D teams and Analysts/Data Scientists at the forefront of neuromodulation science and engineering.
Accountabilities and Associated Responsibilities:
Serve as the hub for data requests from our global Field Teams (primarily European and Australian teams).
Ensure integrity of data collection and flow through Saluda by managing and monitoring entry, validation, and analysis of patient device data from a wide range of data sources, including medical devices and clinical studies.
Design, create and maintain up-to-date patient data dashboards, reports and visualisations for Field team case review meetings and external presentations.
Understand, troubleshoot and optimise field issues as required. As applicable, report and track issues to closure.
Work with the data analytics team and software engineering to develop a data management plan and analytics support tools.
Conduct exploratory and statistical analysis on relevant data sources to meet stakeholder needs and improve patient outcomes.
Performs duties in compliance with Saluda Medical’s Management System comprising the company policies regarding health, safety and environmental compliance.
About you:
The ideal candidate will have demonstrated outcome-oriented focus and strong technical skills, balanced with a research background and ability to understand and drive hypothesis-driven analyses with biomedical/neuromodulation data. Have several years of hands-on commercial experience working with data and meeting the needs of a diverse range of stakeholders. You enjoy the prospect of working for a company experiencing rapid growth, and you are comfortable with working in a dynamic changing environment.
Essential Requirements
At minimum, a technical bachelor’s degree in Biomedical Engineering/Biological Sciences/Software/Electrical/Mathematics or related discipline.
2+ years of relevant commercial / industry analytics experience, including statistical hypothesis testing. Additional research experience highly regarded.
Intermediate to advanced Python programming skills, applied in a commercial environment.
Demonstrated experience designing, creating and using data visualisation and dashboarding tools to support data-driven commercial decisions. Power BI experience desirable.
Intermediate database manipulation and development skills, applied in a commercial environment.
Experience collecting and determining design requirements to meet user needs.
Pragmatic ability to produce top quality work under tight deadlines, and to find practical and innovative solutions to complex and ambiguous problems.
Excellent communication and organisation skills that are effective in driving outcomes with diverse international stakeholders. Must have demonstrated ability to present and communicate technical concepts to technical, business, physician and lay audiences.
Proficient in Microsoft Word, Excel and PowerPoint.
This role requires flexible work hours, particularly evening work, to enable meetings with our global field teams in Europe and the United States.
This role may include domestic and/or international travel.
Desirable* Requirements*
Passion for technological innovation, helping patients, and building lasting relationships with end customers.
Strong ability to gather feedback from partnered physicians, prioritise clinical needs, and translate needs into specific clinical systems requirements, architecture, and interface specifications.
A demonstrated ability to work with staff at different levels within investigator sites and an ability to deal sensitively with people from different cultures.
Undergraduate or postgraduate degree with extensive experience of biostatistics.
Experience with cloud-based data platforms such as AWS, Google Cloud, or Microsoft Azure.
Experience in medical device design, development and regulatory requirements.
At Saluda, we challenge boundaries. We innovate and think beyond the conventional. We disrupt.
Are you Ready to Join? If you would like to be part of our team developing the world's next generation of implantable device technology, enjoy working with complex systems, and working through challenges knowing your indirectly contributing to making an impact to patient care then this is the opportunity for you! Please APPLY NOW!
Applications will only be considered from candidates who have the appropriate approval to work in Australia, no visa or sponsorship support is available for this role.
Saluda Medical is an equal opportunities employer. We are committed to building a team that value the variety of unique experiences , qualities, characteristics, and skills. We believe people are the source of our inspiration and innovation , sharing and learning from each other embracing a diverse and inclusive work environment.
Saluda Medical is a class 3 medical device company; we support the health of our patients, our vendors and our employees. Therefore, we request that all those joining our team are fully vaccinated against Covid-19. Please do let us know if you would have any concerns around providing us with a record of your current vaccination status should you be successful in this role.
All eligible candidates are invited to apply; We respectfully ask for no agency approaches
Location
Artarmon, New South Wales
Department
406 - Therapy Development Support
Employment Type
Full-Time
Minimum Experience
Mid-level
Job Type: Full-time"
18,"Description
Location of work-Australian Capital Territory
Length of contract-12 Months ( possible 6 Month Extensions )
Security clearance-Must have current baseline clearance
1. Demonstrated experience analysing and producing data visualisations and analytics tools to allow users to explore data and personalised insights.
2. Represent the department in negotiations to access and agree usage parameters for data sources.
3. Explain methodologies for the representation of data to non-technical audiences in formal and informal settings.
4. Curation, QA and automation of datasets to power online tools and information.
Essential criteria
Demonstrated experience analysing and producing data visualisations and analytics tools to allow users to explore data and personalised insights.-25%
Represent the department in negotiations to access and agree usage parameters for data sources.-25%
Explain methodologies for the representation of data to non-technical audiences in formal and informal settings.-25%
Curation, QA and automation of datasets to power online tools and information.-25%
Desirable criteria
Exposure and demonstrated experience applying data science methodologies to provide informed insights to users.
Email your resume to ramani@inkitsolutions.com.au
Please note only shortlisted candidates will be contacted for the role
INK IT Solutions is a global IT consulting company, dedicated towards maximizing our client’s performance and help them achieve their vision. The company started in Australia in 2013 and now employs more than 150 people in 4 countries."
19,"This role’s main tasks will include performing detailed requirements analysis, documenting processes, and performing some user acceptance testing. To succeed in this role you should have a natural analytical way of thinking and be able to explain difficult concepts to non-technical users.
Location
Brisbane, Australia or Austin, Texas, USA
Responsibilities
Evaluating business processes, anticipating requirements, uncovering areas for improvement, and developing and implementing solutions.
Leading ongoing reviews of business processes and developing optimization strategies.
Staying up-to-date on the latest process and IT advancements to automate and modernize systems.
Conducting meetings and presentations to share ideas and findings.
Performing requirements analysis.
Documenting and communicating the results of your efforts.
Effectively communicating your insights and plans to cross-functional team members and management.
Gathering critical information from meetings with various stakeholders and producing useful reports.
Working closely with clients and team members.
Allocating resources and maintaining cost efficiency.
Ensuring solutions meet business needs and requirements.
Performing user acceptance testing.
Managing projects, developing project plans, and monitoring performance.
Updating, implementing and maintaining procedures.
Prioritizing initiatives based on business needs and requirements.
Serving as a liaison between stakeholders and users.
Managing competing resources and priorities.
Monitoring deliverables and ensuring timely completion of projects.
Preferred Qualifications
A bachelor’s degree in business or related field or an MBA.
A minimum of 5 years experience in business analysis or a related field.
Exceptional analytical and conceptual thinking skills.
The ability to influence stakeholders and work closely with them to determine acceptable solutions.
Advanced technical skills.
Excellent documentation skills.
Fundamental analytical and conceptual thinking skills.
Experience creating detailed reports and giving presentations.
Competency in Microsoft applications including Word, Excel, and Outlook.
A track record of following through on commitments.
Excellent planning, organizational, and time management skills.
Experience leading and developing top performing teams.
A history of leading and supporting successful projects.
Desire to join a startup environment
Why You’re Going to Love Working with One Model (aka, Benefits)
Healthcare Reimbursement Program - Healthy employees are happy employees. Get reimbursed for medical, dental, vision, and/or other qualified healthcare-related expenses. (For US employees)
Unlimited PTO - Relax and recharge with One Model’s generous vacation policy. (For US employees)
Profit Sharing - When One Model wins, the whole team wins. Enjoy monthly bonuses that reflect the company’s successes.
Supportive Team - Join a team that wants to see you succeed! We’ll give you help when you need it, and autonomy to kill it on your own when you don’t.
Awesome Company - Join a team that’s passionate about what we do, work with customers who LOVE the product, and join an industry that’s excited about One Model’s solution!
About One Model
One Model provides a comprehensive suite of people analytics directly from various HR technology platforms to measure all aspects of the employee lifecycle. Use its out-of-the-box integrations, metrics, analytics, and dashboards, or create your own. One Model’s newest tool, One AI, integrates cutting-edge machine learning capabilities into its current platform, equipping HR professionals with readily-accessible, unparalleled insights from their people analytics data."
20,"As Novon grows our Business Consulting Practice is continuing to expand and we have another opportunity for an experienced Technical Business Analyst to join our growing on-site team.

To be a part of our expert team we are searching for Business Analysts who have a strong passion for data, problem solving, delivering high quality solutions for our customers. Your first assignment within the Novon team will be working for one of our key customers who have a high profile project to uplift their enterprise data platform from on-prem for their HR Data.

This role will include a focus and drive for data remodelling, working closely with Product Lead, Architects and Engineers to map technical design solutions.

To be successful:

Extensive Business Analysis skills in a Data environment
Experience working on large data/integration projects
Ability to document source data identify issues/inefficiencies in current state
Knowledge of data warehouse and data modelling principles and schema
Work very closely with senior stakeholders to design solutions
Who we are: Novon are a growing consultancy headquartered in Sydney. We are focused on building our expertise around Data, Integration and Business Consultancy and are technology agnostic ensuring that our customers get the best solution for their business. This is an exciting time to join the team, with many opportunities for you to develop outside of your comfort zone and help build a best in class consulting organisation.

Why work at Novon?

Interesting and diverse projects with customers such as large retail, investment and neo banks, transport, and government
Locally based projects for locally based consultants
Meritocracy – you are valued for how good you are and what you do, not your tenure
Regular check points and social events (currently remotely) and monthly team meetings
Value sharing knowledge and helping to build other skills and experience.
Help you grow both technical and consulting skills.
We live our values of Be Innovative, Be Humble, Be Yourself.
To apply to this role please click the link. For other opportunities please check out our careers page at novon.com.au"
21,"Initial 6 + 6 month contract to commence in July 2022 paying up to $950/day
Brisbane CBD location with some WFH flexibility

Our client, a newly formed federal government agency, are currently seeking a Business Analyst for an initial 6 + 6 month contract opportunity.

The successful candidate will have a broad range of skills who can work with internal and external stakeholders/vendors to deliver outcomes for people affected by natural disasters Australia. You will be joining a multi-talented and diverse team.

The Business Analyst will:
Conduct consultations with internal and external stakeholders and build stakeholder maps.
Facilitate workshops with key business stakeholders and subject matter experts.
Document business processes (as-is and to-be)
Initial 6 + 6 month contract to commence in July 2022 paying up to $950/day
Brisbane CBD location with some WFH flexibility

Our client, a newly formed federal government agency, are currently seeking a Business Analyst for an initial 6 + 6 month contract opportunity.

The successful candidate will have a broad range of skills who can work with internal and external stakeholders/vendors to deliver outcomes for people affected by natural disasters Australia. You will be joining a multi-talented and diverse team.

The Business Analyst will:
Conduct consultations with internal and external stakeholders and build stakeholder maps.
Facilitate workshops with key business stakeholders and subject matter experts.
Document business processes (as-is and to-be)
Provide guidance and expert advice regarding businesses process design.
Communicate and validate business processes & solutions with business leaders and the user community
Contribute to the efficient and effective analytical support for the Agency assisting it to achieve its objectives with key focus areas
Work collaboratively with the project team to provide advice and assistance on best practice approach to BI tailored to a small Agency.
Develop appropriate processes and governance for data requests, data collections, data survey, report, development, testing and publishing
Essential criteria;
Must be an Australian Citizen as the successful candidate will be required to obtain baseline security clearance
5 years + hands-on Business Analysis experience in an enterprise environment with a focus on data sharing projects.
Strong experience and understanding of business process modelling, mapping, and data modelling.
Significant experience performing requirements analysis using tools, methods and communication techniques to extract, develop, validate and document business requirements.
Excellent verbal and written communication skills to negotiate and express ideas logically across all audience levels.
A high-level of motivation and demonstrable ability to solve complex problems and deliver high quality solutions under tight timelines.
To submit your application, in strict confidence, please submit your resume in Word Format using the appropriate link quoting reference No. 214843. Should you require further information please email kristy.coulter@hudson.com

Your interest will be treated in the strictest of confidence."
22,"Job Description:
REQUIREMENT
Must Have strong PL/SQL knowledge
Must have experience about Customer’s stakeholder’s management
Experience with Hadoop Technology stack (HIVE) - Desirable
Experience with multiple architectures/data model patterns for data warehousing/analytics platforms, with an understanding of the pros and cons of each approach, especially as they apply to the strengths and weaknesses of different platforms (eg. HDFS vs Teradata)
Good to have knowledge in SQL Performance tuning
Must have experience in data projects
Job Type: Full-time
Salary: $110,000.00 – $140,000.00 per year
Schedule:
8 hour shift
Application Question(s):
Visa Status / Working Rights
Notice Period
Salary Exception
Personal Email
Experience:
Senior Data Technical Business Analyst: 5 years (Preferred)"
23,"Business Analyst
Grade: Clerk 7/8 (Salary $99,431 - $110,064 per annum + super)
Duration: Ongoing (A talent pool may be created for possible other opportunities)
Location: Gosford or Parramatta (Flexible)
Closing Date: Wednesday, 1 June 2022 (9:59am)
About the Team
The Application and Digital Development Team contributes to the planning, design, and creation of new digital solutions. Our team works on the amendment, verification and testing of new software. We also improve multimedia applications, web parts, and amend integration issues.
Our team is acknowledged for its completion of urgent ministerial projects. We are known to work at a rapid pace to deliver and transform solutions to meet legislative reforms. We leverage technology to improve business efficiencies and processes.
We work collaboratively with many teams across BRD and DCS to deliver our work, for example the successful implementation of the delivery of the Rental Assistance Support Package and Same Day Delivery of alcohol data collection. If you’d like to be part of a modern team creating tools that deliver positive change within the community, read on.
Key responsibilities

Identify and analyse business processes, systems and requirements to document and recommend improvements enhance business operations and performance
Assist in the development, facilitation, coordination and communication of initiatives and strategies applying best practice methodologies to ensure organisational consistency and improved business performance
Liaise with the internal customers and stakeholders to review and monitor effectiveness of tools, systems, methods, and standards to ensure consistency, Human Centred Design elements, customer insights and quality of outcomes
Provide technical support and advice on products and systems to users across multiple locations, platforms and technologies and help build internal capability
Key challenges

Ensuring business improvements and functionality is implemented whilst adhering to required timeframes for the delivery of change management and implementation plans
Negotiating and influencing stakeholders on organisational priorities and deliverables while establishing effective relationships to develop trust and ensure reliable and accurate information
Maintaining up to date knowledge of relevant operational issues, industry trends and opportunities given potentially competing priorities
Would you be successful in this role?

Are you experienced with digital projects and look at a system or process and immediately start to think about how you could make it more efficient or easier to use?
Are you a high-level thinker who enjoys solving problems with and for customers?
This role is in a fast-paced domain. As the successful candidate you must be able to prioritise workload and manage this accordingly. You must have a passion for innovation and delivering exceptional customer experiences
Do you have previous experience working in Agile and rapid development environments?
If you said yes to the above, we want to hear from you.
For enquiries regarding this position please contact Karla Reid on 02 4321 5834
Department of Customer Service (DCS) is transforming the way NSW Government agencies interact with customers. We are passionate about putting the customer at the centre of everything we do and adopting state of the art technologies to make government work better.
Better Regulation Division (BRD) works across a broad portfolio of functions and projects to deliver better regulation in NSW. These regulators include SafeWork NSW and NSW Fair Trading. These regulators are modern, innovative, and collaborative. They promote harm prevention by informing, educating, and engaging with communities and industries. NSW government strives to be the worlds’ most customer centric government.
How to Apply
Your application must include a cover letter of no more than 2 pages and an up-to-date resume (no more than 5 pages) that details your knowledge, skills, and experience in relation to the role description and outline above.
Please note that suitability assessments will be conducted for this role. This involves submitting your application for review, an interview, workplace assessment and reference checks.
A talent pool may be created from this recruitment action for future temporary or ongoing vacancies in roles with similar capability requirements.
About this role
Salary Grade 7/8, with the base salary for this role starting at $99,431 base plus superannuation

Based on our current Work, Health and Safety (WHS) requirements, and in line with our Mandatory Vaccination Policy, it is a condition of engagement for a role within Service NSW/Department of Customer Service that staff be fully vaccinated against COVID-19. Successful applicants will be required to provide proof of their COVID-19 vaccination status or have an approved medical contraindication certificate. Any relevant medical circumstances impacting on the ability to obtain a COVID-19 vaccination will be considered. These requirements apply to both internal and external preferred candidates and must be completed prior to commencing in the position. If you have a medical contraindication which may prevent you from complying with this requirement, please contact Bethany.Jones@customerservice.nsw.gov.au to discuss your circumstances.
Closing Date: Wednesday,1 June 2022 (9:59am)
Working at Department of Customer Service
The Department of Customer Service (DCS) is a great place to work! Our values of accountability, trust, service, and integrity drive our initiatives and culture. We support innovative programs in areas as broad as digital government, consumer protection and major public works. We are an inclusive organisation that celebrates diversity and flexible work practices and believe our people are our greatest asset.
Visit our Careers site to find out what it means to work for us.
Our Commitment to Diversity, Inclusion & Flexibility
We are committed to diversity, inclusion, and new ways of working.

The Department of Customer Service serves all the people of NSW and we want to reflect that diversity in our people. We welcome and encourage applications from people with disability, Aboriginal and Torres Strait Islander peoples, culturally and linguistically diverse groups, the LGBTIQA+ community, veterans, carers, refugees, people in regional NSW and people of all ages. We strive to be an inclusive workplace where all our people can bring their authentic selves to work without judgement.

We understand that there are different ways of getting the job done and offer flexible working arrangements where and when possible.

If you do require an adjustment during the recruitment process, please notify us on your application form or contact the recruiter via Bethany.Jones@customerservice.nsw.gov.au or ."
